Item	Certifications Required
object/tangible/ship/components/booster/bst_surronian_accelerator_mk2.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/booster/bst_surronian_nomad_x4.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/booster/bst_surronian_nomad_x8.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/booster/bst_tiefighter_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/booster/bst_z95_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/booster/xwing_booster_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/cargo_hold/crg_mining_large.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/cargo_hold/crg_mining_small.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/cargo_hold/crg_pob_large.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/cargo_hold/crg_pob_small.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/cargo_hold/crg_starfighter_large.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/cargo_hold/crg_starfighter_small.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_armek_military_grade_mk1.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_armek_military_grade_mk2.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_cygnus_di6.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_cygnus_di8.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk3.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_freitek_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_freitek_modified_droid_commander_mk1.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_gallofree_level1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_generic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_haor_chall_old_tech.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_haor_chall_vintage_piece.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_hk_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_hk_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_hk_mk1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_hk_mk2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_hk_mk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_hk_mk4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_incom_advanced_droid_interface.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_incom_deluxe_droid_interface_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk2.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk3.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk4.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_incom_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_incom_enhanced_droid_interface_mk4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_incom_fast_droid_interface_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_kde_governor_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_kde_governor_mk2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_kessel_imperial_cygnus_dp44.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_kessel_imperial_sds_unknown_prototype.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_kessel_imperial_sfs_imperial_finest.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_kessel_rebel_incom_dx61.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_kessel_rebel_incom_supreme_interface.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_kessel_rebel_qualdex_integrated_array.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_koensayr_simple_droid_interface.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_koensayr_standard_droid_interface.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_kse_advanced_manager.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_kse_custom_manager_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_kse_elite_manager_1.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_kse_elite_manager_2.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_kse_enhanced_manager_mk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_kse_improved_manager_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk3.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk2.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_mission_reward_imperial_sfs_military_grade.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_mission_reward_neutral_sorosuub_w19.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_mission_reward_rebel_moncal_d22.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_mission_reward_rebel_novaldex_low_latency.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_moncal_advanced_interface.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_moncal_custom_dk2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_moncal_dk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_moncal_dk2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_moncal_dk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_moncal_dk4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_moncal_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_moncal_special_dk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_novaldex_advanced_droid_interface.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_novaldex_custom_droid_interface_mk4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk4.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_novaldex_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_novaldex_special_droid_interface_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk3.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_qualdex_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_qualdex_enhanced_droid_interface_mk5.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_qualdex_modified_droid_interface_mk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_rendili_elite_imperator.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_rendili_imperator_1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_rendili_imperator_2.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_rss_deluxe_imperial_2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_rss_enhanced_imperial_1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_rss_imperial_1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_rss_imperial_2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_sds_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_sds_enhanced_imperial_2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_sds_imperial_1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_sds_imperial_2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_sds_imperial_3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_sds_imperial_4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_sds_imperial_5.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_sds_special_imperial_1.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk3.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk4.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_sfs_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_sfs_enhanced_imperial_1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_mk5.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_1.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_2.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/droid_interface/ddi_sorosuub_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/droid_interface/ddi_sorosuub_enhanced_rad_mk1.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_sorosuub_modified_rad_mk2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/droid_interface/ddi_subpro_improved_jrd33.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/droid_interface/ddi_subpro_jrd33.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/droid_interface/ddi_tiefighter_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/ddi_z95_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/droid_interface/droid_interface_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_bezelbok_kessel_runner.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_corellian_cruiser_grade_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_corellian_cruiser_grade_mk2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_corellian_deluxe_cruiser_grade_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_cygnus_hd_5.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_cygnus_hd3.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_cygnus_hd7.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_cygnus_hd8.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_cygnus_hdx.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_freitek_dual_jet.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_gallofree_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_gallofree_jx2.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_gallofree_jx3.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_generic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_h17_singularity.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_haor_chall_old_engine.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_incom_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_incom_advanced_fusialthrust.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_incom_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_incom_fusialthrust.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_incom_fusialthrust_2.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_incom_heavy_fusialthrust.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_incom_improved_fusialthrust_2.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_incom_light_fusialthrust.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_kessel_imperial_rendili_hyperion_drive.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_kessel_imperial_sds_special_forces.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_kessel_imperial_sfs_special_forces.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_kessel_rebel_incom_t11_elite.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_kessel_rebel_novaldex_blackhole_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_kessel_rebel_novaldex_grb1138.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_koensayr_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_koensayr_dual_small_ionjet.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_koensayr_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_koensayr_enhanced_dual_small_ionjet.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_koensayr_heavy_ionjet.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_koensayr_small_ionjet.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_koensayr_tuned_small_ionjet.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_kse_a2x.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_kse_a5x.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_kse_a7x.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_kse_a8x.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_kse_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_kse_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_kse_improved_a2x.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_kuat_m24.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_mandal_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_mandal_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_mandal_enhanced_heavy.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_mandal_firestorm.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_mandal_firestorm_2.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_mandal_heavy.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_mandal_x37_vandal.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_mandal_x57_vandal.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_mission_reward_imperial_cygnus_megadrive.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_mission_reward_neutral_haor_chall_military.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_mission_reward_neutral_mandal_inferno.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_mission_reward_rebel_incom_military.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_moncal_charged_standard.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_moncal_enhanced_light.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_moncal_heavy.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_moncal_ifs32.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_moncal_ifs64.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_moncal_improved_heavy.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_moncal_light.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_moncal_standard.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_novaldex_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_novaldex_eventhorizon.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_novaldex_light_eventhorizon.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_novaldex_x6.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_novaldex_x7.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_novaldex_x9.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_prototype_engine.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_qualdex_a13.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_qualdex_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_qualdex_b10.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_qualdex_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_qualdex_kyromaster.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_qualdex_small_kyromaster.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_quantum_ion_drive.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_rendili_demon_mk1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_rendili_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_reward_incom_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_reward_koensayr_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_reward_kuat_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_reward_novaldex_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_reward_surronian_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_rss_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_rss_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_rss_imperial_skyrunner.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_sds_imperial_1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_sds_imperial_2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_sds_limited_imperial_1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_sfs_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/eng_sfs_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/eng_sfs_imperial_1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_sfs_imperial_2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_sfs_imperial_3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/eng_sfs_imperial_4.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/eng_sfs_imperial_5.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/eng_sfs_modified_imperial_3.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_sfs_performance_imperial_1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_sfs_tuned_imperial_2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/eng_sorosuub_l_337_ion_engine.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_sorosuub_tuned_l_337_ion_engine.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/eng_sorosuub_u83r_ion_drive.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/eng_subpro_light_engines.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_t86_shooting_star.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/eng_tiefighter_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/eng_z95_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/engine_cygnus_hd7.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/engine_damorian_rx7.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/engine_incom_e16.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/engine_incom_fusialthrust.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/engine_koensayr_ionjet.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/engine/engine_kongar_defender.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/engine/engine_kuat_a9x.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/engine_kuat_f31.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/engine/engine_kuat_tc40.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/engine_novaldex_eventhorizon.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/engine_novaldex_singularity.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/engine_novaldex_x12.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/engine_nubian_221.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/engine_nubian_221_racing_mod.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/engine/engine_qualdex_a10.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/engine/engine_qualdex_igt.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/engine/engine_qualdex_kyromaster.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/engine_seinar_ps56.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/engine_surronian_a2.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/engine/engine_surronian_a25.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/engine/engine_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/engine_ubrikkian_n2.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/engine/xwing_engine_s01_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/engine/xwing_engine_s02_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_armek_phase_grinder.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_armek_super_collider.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_armek_ultra_collider.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_corellian_modified_bt3.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_corellian_modified_bt5.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_cygnus_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_cygnus_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_cygnus_mk2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_cygnus_supercharged_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_cygnus_tuned_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_freitek_improved_powerhouse_mk1.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_freitek_level1.iff	@cmd_n:cert_ordnance_level1
