name	template_name	type	unique	required_level	required_skill	creation_objvars	charges	tier	value	scripts	version	can_reverse_engineer	string_name	string_detail	comments
armor_recon_lck_lvl20_helmet_02_01	object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	armor		20				2	1575			1	Lucky Ubese Helmet	Lucky Ubese Helmet
armor_recon_lck_lvl20_bicep_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		20				2	1575			1	Lucky Tantel Left Bicep	Lucky Tantel Left Bicep
armor_recon_lck_lvl20_bicep_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		20				2	1575			1	Lucky Tantel Right Bicep	Lucky Tantel Right Bicep
armor_recon_lck_lvl20_bracer_l_02_01	object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	armor		20				2	1575			1	Lucky Ubese Left Bracer	Lucky Ubese Left Bracer
armor_recon_lck_lvl20_bracer_r_02_01	object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	armor		20				2	1575			1	Lucky Ubese Right Bracer	Lucky Ubese Right Bracer
armor_recon_lck_lvl20_gloves_02_01	object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	armor		20				2	1575			1	Lucky Ubese Gloves	Lucky Ubese Gloves
armor_recon_lck_lvl20_boots_02_01	object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	armor		20				2	1575			1	Lucky Ubese Boots	Lucky Ubese Boots
armor_recon_lck_lvl30_chest_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	armor		30				2	2810			1	Charmed Tantel Chestplate	Charmed Tantel Chestplate
armor_recon_lck_lvl30_leggings_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	armor		30				2	2810			1	Charmed Tantel Leggings	Charmed Tantel Leggings
armor_recon_lck_lvl30_helmet_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	armor		30				2	2810			1	Charmed Tantel Helmet	Charmed Tantel Helmet
armor_recon_lck_lvl30_bicep_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		30				2	2810			1	Charmed Tantel Left Bicep	Charmed Tantel Left Bicep
armor_recon_lck_lvl30_bicep_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		30				2	2810			1	Charmed Tantel Right Bicep	Charmed Tantel Right Bicep
armor_recon_lck_lvl30_bracer_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	armor		30				2	2810			1	Charmed Tantel Left Bracer	Charmed Tantel Left Bracer
armor_recon_lck_lvl30_bracer_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	armor		30				2	2810			1	Charmed Tantel Right Bracer	Charmed Tantel Right Bracer
armor_recon_lck_lvl30_gloves_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	armor		30				2	2810			1	Charmed Tantel Gloves	Charmed Tantel Gloves
armor_recon_lck_lvl30_boots_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	armor		30				2	2810			1	Charmed Tantel Boots	Charmed Tantel Boots
armor_recon_lck_lvl40_chest_02_01	object/tangible/wearables/armor/ubese/armor_ubese_jacket.iff	armor		40				2	4890			1	Ubese Chestplate of Opportunity	Ubese Chestplate of Opportunity
armor_recon_lck_lvl40_leggings_02_01	object/tangible/wearables/armor/ubese/armor_ubese_pants.iff	armor		40				2	4890			1	Ubese Leggings of Opportunity	Ubese Leggings of Opportunity
armor_recon_lck_lvl40_helmet_02_01	object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	armor		40				2	4890			1	Ubese Helmet of Opportunity	Ubese Helmet of Opportunity
armor_recon_lck_lvl40_bicep_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		40				2	4890			1	Tantel Left Bicep of Opportunity	Tantel Left Bicep of Opportunity
armor_recon_lck_lvl40_bicep_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		40				2	4890			1	Tantel Right Bicep of Opportunity	Tantel Right Bicep of Opportunity
armor_recon_lck_lvl40_bracer_l_02_01	object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	armor		40				2	4890			1	Ubese Left Bracer of Opportunity	Ubese Left Bracer of Opportunity
armor_recon_lck_lvl40_bracer_r_02_01	object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	armor		40				2	4890			1	Ubese Right Bracer of Opportunity	Ubese Right Bracer of Opportunity
armor_recon_lck_lvl40_gloves_02_01	object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	armor		40				2	4890			1	Ubese Gloves of Opportunity	Ubese Gloves of Opportunity
armor_recon_lck_lvl40_boots_02_01	object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	armor		40				2	4890			1	Ubese Boots of Opportunity	Ubese Boots of Opportunity
armor_recon_lck_lvl50_chest_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	armor		50				2	5870			1	Tantel Chestplate of Serendipity	Tantel Chestplate of Serendipity
armor_recon_lck_lvl50_leggings_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	armor		50				2	5870			1	Tantel Leggings of Serendipity	Tantel Leggings of Serendipity
armor_recon_lck_lvl50_helmet_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	armor		50				2	5870			1	Tantel Helmet of Serendipity	Tantel Helmet of Serendipity
armor_recon_lck_lvl50_bicep_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		50				2	5870			1	Tantel Left Bicep of Serendipity	Tantel Left Bicep of Serendipity
armor_recon_lck_lvl50_bicep_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		50				2	5870			1	Tantel Right Bicep of Serendipity	Tantel Right Bicep of Serendipity
armor_recon_lck_lvl50_bracer_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	armor		50				2	5870			1	Tantel Left Bracer of Serendipity	Tantel Left Bracer of Serendipity
armor_recon_lck_lvl50_bracer_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	armor		50				2	5870			1	Tantel Right Bracer of Serendipity	Tantel Right Bracer of Serendipity
armor_recon_lck_lvl50_gloves_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	armor		50				2	5870			1	Tantel Gloves of Serendipity	Tantel Gloves of Serendipity
armor_recon_lck_lvl50_boots_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	armor		50				2	5870			1	Tantel Boots of Serendipity	Tantel Boots of Serendipity
armor_recon_lck_lvl60_chest_02_01	object/tangible/wearables/armor/ubese/armor_ubese_jacket.iff	armor		60				2	7490			1	Ubese Chestplate of Success	Ubese Chestplate of Success
armor_recon_lck_lvl60_leggings_02_01	object/tangible/wearables/armor/ubese/armor_ubese_pants.iff	armor		60				2	7490			1	Ubese Leggings of Success	Ubese Leggings of Success
armor_recon_lck_lvl60_helmet_02_01	object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	armor		60				2	7490			1	Ubese Helmet of Success	Ubese Helmet of Success
armor_recon_lck_lvl60_bicep_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		60				2	7490			1	Tantel Left Bicep of Success	Tantel Left Bicep of Success
armor_recon_lck_lvl60_bicep_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		60				2	7490			1	Tantel Right Bicep of Success	Tantel Right Bicep of Success
armor_recon_lck_lvl60_bracer_l_02_01	object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	armor		60				2	7490			1	Ubese Left Bracer of Success	Ubese Left Bracer of Success
armor_recon_lck_lvl60_bracer_r_02_01	object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	armor		60				2	7490			1	Ubese Right Bracer of Success	Ubese Right Bracer of Success
armor_recon_lck_lvl60_gloves_02_01	object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	armor		60				2	7490			1	Ubese Gloves of Success	Ubese Gloves of Success
armor_recon_lck_lvl60_boots_02_01	object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	armor		60				2	7490			1	Ubese Boots of Success	Ubese Boots of Success
armor_recon_lck_lvl70_chest_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	armor		70				2	8700			1	Tantel Chestplate of Fate	Tantel Chestplate of Fate
armor_recon_lck_lvl70_leggings_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	armor		70				2	8700			1	Tantel Leggings of Fate	Tantel Leggings of Fate
armor_recon_lck_lvl70_helmet_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	armor		70				2	8700			1	Tantel Helmet of Fate	Tantel Helmet of Fate
armor_recon_lck_lvl70_bicep_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		70				2	8700			1	Tantel Left Bicep of Fate	Tantel Left Bicep of Fate
armor_recon_lck_lvl70_bicep_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		70				2	8700			1	Tantel Right Bicep of Fate	Tantel Right Bicep of Fate
armor_recon_lck_lvl70_bracer_l_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	armor		70				2	8700			1	Tantel Left Bracer of Fate	Tantel Left Bracer of Fate
armor_recon_lck_lvl70_bracer_r_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	armor		70				2	8700			1	Tantel Right Bracer of Fate	Tantel Right Bracer of Fate
armor_recon_lck_lvl70_gloves_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	armor		70				2	8700			1	Tantel Gloves of Fate	Tantel Gloves of Fate
armor_recon_lck_lvl70_boots_02_01	object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	armor		70				2	8700			1	Tantel Boots of Fate	Tantel Boots of Fate
item_clothing_belt_agi_lvl10_02_01	object/tangible/wearables/belt/belt_s01.iff			10				2	225			1	Dexterous Belt	Dexterous Belt
item_clothing_belt_agi_lvl20_02_01	object/tangible/wearables/belt/belt_s02.iff			20				2	1575			1	Nimble Belt	Nimble Belt
item_clothing_belt_agi_lvl30_02_01	object/tangible/wearables/belt/belt_s03.iff			30				2	2810			1	Quick Belt	Quick Belt
item_clothing_belt_agi_lvl40_02_01	object/tangible/wearables/belt/belt_s04.iff			40				2	4290			1	Adroit Belt	Adroit Belt
item_clothing_belt_agi_lvl50_02_01	object/tangible/wearables/belt/belt_s05.iff			50				2	5870			1	Alert Belt	Alert Belt
item_clothing_belt_agi_lvl60_02_01	object/tangible/wearables/belt/belt_s07.iff			60				2	7390			1	Belt of Grace	Belt of Grace
item_clothing_belt_agi_lvl70_02_01	object/tangible/wearables/belt/belt_s09.iff			70				2	8700			1	Balanced Belt	Balanced Belt
item_clothing_belt_sta_lvl10_02_01	object/tangible/wearables/belt/belt_s11.iff			10				2	225			1	Lightweight Belt	Lightweight Belt
item_clothing_belt_sta_lvl20_02_01	object/tangible/wearables/belt/belt_s12.iff			20				2	1575			1	Featherweight Belt	Featherweight Belt
item_clothing_belt_sta_lvl30_02_01	object/tangible/wearables/belt/belt_s13.iff			30				2	2810			1	Belt of Stamina	Belt of Stamina
item_clothing_belt_sta_lvl40_02_01	object/tangible/wearables/belt/belt_s14.iff			40				2	4290			1	Vital Belt	Vital Belt
item_clothing_belt_sta_lvl50_02_01	object/tangible/wearables/belt/belt_s15.iff			50				2	5870			1	Tenacious Belt	Tenacious Belt
item_clothing_belt_sta_lvl60_02_01	object/tangible/wearables/belt/belt_s16.iff			60				2	7390			1	Belt of Grit	Belt of Grit
item_clothing_belt_sta_lvl70_02_01	object/tangible/wearables/belt/belt_s17.iff			70				2	8700			1	Belt of Fortitude	Belt of Fortitude
item_clothing_belt_con_lvl10_02_01	object/tangible/wearables/belt/belt_s18.iff			10				2	225			1	Vigorous Belt	Vigorous Belt
item_clothing_belt_con_lvl20_02_01	object/tangible/wearables/belt/belt_s19.iff			20				2	1575			1	Fit Belt	Fit Belt
item_clothing_belt_con_lvl30_02_01	object/tangible/wearables/belt/belt_s20.iff			30				2	2810			1	Hardy Belt	Hardy Belt
item_clothing_belt_con_lvl40_02_01	object/tangible/wearables/belt/belt_s01.iff			40				2	4290			1	Robust Belt	Robust Belt
item_clothing_belt_con_lvl50_02_01	object/tangible/wearables/belt/belt_s02.iff			50				2	5870			1	Belt of Health	Belt of Health
item_clothing_belt_con_lvl60_02_01	object/tangible/wearables/belt/belt_s03.iff			60				2	7390			1	Belt of Constitution	Belt of Constitution
item_clothing_belt_con_lvl70_02_01	object/tangible/wearables/belt/belt_s04.iff			70				2	8700			1	Durable Belt	Durable Belt
item_clothing_belt_str_lvl10_02_01	object/tangible/wearables/belt/belt_s05.iff			10				2	225			1	Brawny Belt	Brawny Belt
item_clothing_belt_str_lvl20_02_01	object/tangible/wearables/belt/belt_s07.iff			20				2	1575			1	Brute Belt	Brute Belt
item_clothing_belt_str_lvl30_02_01	object/tangible/wearables/belt/belt_s09.iff			30				2	2810			1	Strength Belt	Strength Belt
item_clothing_belt_str_lvl40_02_01	object/tangible/wearables/belt/belt_s11.iff			40				2	4290			1	Belt of Force	Belt of Force
item_clothing_belt_str_lvl50_02_01	object/tangible/wearables/belt/belt_s12.iff			50				2	5870			1	Stalwart Belt	Stalwart Belt
item_clothing_belt_str_lvl60_02_01	object/tangible/wearables/belt/belt_s13.iff			60				2	7390			1	Stout Belt	Stout Belt
item_clothing_belt_str_lvl70_02_01	object/tangible/wearables/belt/belt_s14.iff			70				2	8700			1	Fervent Belt	Fervent Belt
item_clothing_belt_pre_lvl10_02_01	object/tangible/wearables/belt/belt_s15.iff			10				2	225			1	Belt of Aim	Belt of Aim
item_clothing_belt_pre_lvl20_02_01	object/tangible/wearables/belt/belt_s16.iff			20				2	1575			1	Belt Of Veracity	Belt Of Veracity
item_clothing_belt_pre_lvl30_02_01	object/tangible/wearables/belt/belt_s17.iff			30				2	2810			1	Accurate Belt	Accurate Belt
item_clothing_belt_pre_lvl40_02_01	object/tangible/wearables/belt/belt_s18.iff			40				2	4290			1	Sharp Belt	Sharp Belt
item_clothing_belt_pre_lvl50_02_01	object/tangible/wearables/belt/belt_s19.iff			50				2	5870			1	Sure Belt	Sure Belt
item_clothing_belt_pre_lvl60_02_01	object/tangible/wearables/belt/belt_s20.iff			60				2	7390			1	Exacting Belt	Exacting Belt
item_clothing_belt_pre_lvl70_02_01	object/tangible/wearables/belt/belt_s01.iff			70				2	8700			1	Precise Belt	Precise Belt
item_clothing_belt_lck_lvl10_02_01	object/tangible/wearables/belt/belt_s02.iff			10				2	225			1	Hopeful Belt	Hopeful Belt
item_clothing_belt_lck_lvl20_02_01	object/tangible/wearables/belt/belt_s03.iff			20				2	1575			1	Lucky Belt	Lucky Belt
item_clothing_belt_lck_lvl30_02_01	object/tangible/wearables/belt/belt_s04.iff			30				2	2810			1	Charmed Belt	Charmed Belt
item_clothing_belt_lck_lvl40_02_01	object/tangible/wearables/belt/belt_s05.iff			40				2	4290			1	Belt of Opportunity	Belt of Opportunity
item_clothing_belt_lck_lvl50_02_01	object/tangible/wearables/belt/belt_s07.iff			50				2	5870			1	Belt of Serendipity	Belt of Serendipity
item_clothing_belt_lck_lvl60_02_01	object/tangible/wearables/belt/belt_s09.iff			60				2	7390			1	Belt of Success	Belt of Success
item_clothing_belt_lck_lvl70_02_01	object/tangible/wearables/belt/belt_s11.iff			70				2	8700			1	Belt of Fate	Belt of Fate
item_clothing_jacket_agi_lvl10_02_01	object/tangible/wearables/jacket/jacket_s02.iff			10				2	225			1	Dexterous Jacket	Dexterous Jacket
item_clothing_jacket_agi_lvl20_02_01	object/tangible/wearables/jacket/jacket_s03.iff			20				2	1575			1	Nimble Jacket	Nimble Jacket
item_clothing_jacket_agi_lvl30_02_01	object/tangible/wearables/jacket/jacket_s05.iff			30				2	2810			1	Quick Jacket	Quick Jacket
item_clothing_jacket_agi_lvl40_02_01	object/tangible/wearables/jacket/jacket_s06.iff			40				2	4290			1	Adroit Jacket	Adroit Jacket
item_clothing_jacket_agi_lvl50_02_01	object/tangible/wearables/jacket/jacket_s07.iff			50				2	5870			1	Alert Jacket	Alert Jacket
item_clothing_jacket_agi_lvl60_02_01	object/tangible/wearables/jacket/jacket_s08.iff			60				2	7390			1	Jacket of Grace	Jacket of Grace
item_clothing_jacket_agi_lvl70_02_01	object/tangible/wearables/jacket/jacket_s10.iff			70				2	8700			1	Balanced Jacket	Balanced Jacket
item_clothing_jacket_sta_lvl10_02_01	object/tangible/wearables/jacket/jacket_s11.iff			10				2	225			1	Lightweight Jacket	Lightweight Jacket
item_clothing_jacket_sta_lvl20_02_01	object/tangible/wearables/jacket/jacket_s12.iff			20				2	1575			1	Featherweight Jacket	Featherweight Jacket
item_clothing_jacket_sta_lvl30_02_01	object/tangible/wearables/jacket/jacket_s13.iff			30				2	2810			1	Jacket of Stamina	Jacket of Stamina
item_clothing_jacket_sta_lvl40_02_01	object/tangible/wearables/jacket/jacket_s14.iff			40				2	4290			1	Vital Jacket	Vital Jacket
item_clothing_jacket_sta_lvl50_02_01	object/tangible/wearables/jacket/jacket_s15.iff			50				2	5870			1	Tenacious Jacket	Tenacious Jacket
item_clothing_jacket_sta_lvl60_02_01	object/tangible/wearables/jacket/jacket_s16.iff			60				2	7390			1	Jacket of Grit	Jacket of Grit
item_clothing_jacket_sta_lvl70_02_01	object/tangible/wearables/jacket/jacket_s17.iff			70				2	8700			1	Jacket of Fortitude	Jacket of Fortitude
item_clothing_jacket_con_lvl10_02_01	object/tangible/wearables/jacket/jacket_s18.iff			10				2	225			1	Vigorous Jacket	Vigorous Jacket
item_clothing_jacket_con_lvl20_02_01	object/tangible/wearables/jacket/jacket_s19.iff			20				2	1575			1	Fit Jacket	Fit Jacket
item_clothing_jacket_con_lvl30_02_01	object/tangible/wearables/jacket/jacket_s21.iff			30				2	2810			1	Hardy Jacket	Hardy Jacket
item_clothing_jacket_con_lvl40_02_01	object/tangible/wearables/jacket/jacket_s22.iff			40				2	4290			1	Robust Jacket	Robust Jacket
item_clothing_jacket_con_lvl50_02_01	object/tangible/wearables/jacket/jacket_s24.iff			50				2	5870			1	Jacket of Health	Jacket of Health
item_clothing_jacket_con_lvl60_02_01	object/tangible/wearables/jacket/jacket_s25.iff			60				2	7390			1	Jacket of Constitution	Jacket of Constitution
item_clothing_jacket_con_lvl70_02_01	object/tangible/wearables/jacket/jacket_s25.iff			70				2	8700			1	Durable Jacket	Durable Jacket
item_clothing_jacket_str_lvl10_02_01	object/tangible/wearables/jacket/jacket_s35.iff			10				2	225			1	Brawny Jacket	Brawny Jacket
item_clothing_jacket_str_lvl20_02_01	object/tangible/wearables/jacket/jacket_s36.iff			20				2	1575			1	Brute Jacket	Brute Jacket
item_clothing_jacket_str_lvl30_02_01	object/tangible/wearables/jacket/jacket_s36.iff			30				2	2810			1	Strength Jacket	Strength Jacket
item_clothing_jacket_str_lvl40_02_01	object/tangible/wearables/jacket/jacket_s02.iff			40				2	4290			1	Jacket of Force	Jacket of Force
item_clothing_jacket_str_lvl50_02_01	object/tangible/wearables/jacket/jacket_s03.iff			50				2	5870			1	Stalwart Jacket	Stalwart Jacket
item_clothing_jacket_str_lvl60_02_01	object/tangible/wearables/jacket/jacket_s05.iff			60				2	7390			1	Stout Jacket	Stout Jacket
item_clothing_jacket_str_lvl70_02_01	object/tangible/wearables/jacket/jacket_s06.iff			70				2	8700			1	Fervent Jacket	Fervent Jacket
item_clothing_jacket_pre_lvl10_02_01	object/tangible/wearables/jacket/jacket_s07.iff			10				2	225			1	Jacket of Aim	Jacket of Aim
item_clothing_jacket_pre_lvl20_02_01	object/tangible/wearables/jacket/jacket_s08.iff			20				2	1575			1	Jacket Of Veracity	Jacket Of Veracity
item_clothing_jacket_pre_lvl30_02_01	object/tangible/wearables/jacket/jacket_s10.iff			30				2	2810			1	Accurate Jacket	Accurate Jacket
item_clothing_jacket_pre_lvl40_02_01	object/tangible/wearables/jacket/jacket_s11.iff			40				2	4290			1	Sharp Jacket	Sharp Jacket
item_clothing_jacket_pre_lvl50_02_01	object/tangible/wearables/jacket/jacket_s12.iff			50				2	5870			1	Sure Jacket	Sure Jacket
item_clothing_jacket_pre_lvl60_02_01	object/tangible/wearables/jacket/jacket_s13.iff			60				2	7390			1	Exacting Jacket	Exacting Jacket
item_clothing_jacket_pre_lvl70_02_01	object/tangible/wearables/jacket/jacket_s14.iff			70				2	8700			1	Precise Jacket	Precise Jacket
item_clothing_jacket_lck_lvl10_02_01	object/tangible/wearables/jacket/jacket_s15.iff			10				2	225			1	Hopeful Jacket	Hopeful Jacket
item_clothing_jacket_lck_lvl20_02_01	object/tangible/wearables/jacket/jacket_s16.iff			20				2	1575			1	Lucky Jacket	Lucky Jacket
item_clothing_jacket_lck_lvl30_02_01	object/tangible/wearables/jacket/jacket_s17.iff			30				2	2810			1	Charmed Jacket	Charmed Jacket
item_clothing_jacket_lck_lvl40_02_01	object/tangible/wearables/jacket/jacket_s18.iff			40				2	4290			1	Jacket of Opportunity	Jacket of Opportunity
item_clothing_jacket_lck_lvl50_02_01	object/tangible/wearables/jacket/jacket_s19.iff			50				2	5870			1	Jacket of Serendipity	Jacket of Serendipity
item_clothing_jacket_lck_lvl60_02_01	object/tangible/wearables/jacket/jacket_s21.iff			60				2	7390			1	Jacket of Success	Jacket of Success
item_clothing_jacket_lck_lvl70_02_01	object/tangible/wearables/jacket/jacket_s22.iff			70				2	8700			1	Jacket of Fate	Jacket of Fate
item_clothing_pants_agi_lvl10_02_01	object/tangible/wearables/pants/pants_s01.iff			10				2	225			1	Dexterous Pants	Dexterous Pants
item_clothing_pants_agi_lvl20_02_01	object/tangible/wearables/pants/pants_s08.iff			20				2	1575			1	Nimble Pants	Nimble Pants
item_clothing_pants_agi_lvl30_02_01	object/tangible/wearables/pants/pants_s04.iff			30				2	2810			1	Quick Pants	Quick Pants
item_clothing_pants_agi_lvl40_02_01	object/tangible/wearables/pants/pants_s05.iff			40				2	4290			1	Adroit Pants	Adroit Pants
item_clothing_pants_agi_lvl50_02_01	object/tangible/wearables/pants/pants_s06.iff			50				2	5870			1	Alert Pants	Alert Pants
item_clothing_pants_agi_lvl60_02_01	object/tangible/wearables/pants/pants_s07.iff			60				2	7390			1	Pants of Grace	Pants of Grace
item_clothing_pants_agi_lvl70_02_01	object/tangible/wearables/pants/pants_s08.iff			70				2	8700			1	Balanced Pants	Balanced Pants
item_clothing_pants_sta_lvl10_02_01	object/tangible/wearables/pants/pants_s09.iff			10				2	225			1	Lightweight Pants	Lightweight Pants
item_clothing_pants_sta_lvl20_02_01	object/tangible/wearables/pants/pants_s10.iff			20				2	1575			1	Featherweight Pants	Featherweight Pants
item_clothing_pants_sta_lvl30_02_01	object/tangible/wearables/pants/pants_s11.iff			30				2	2810			1	Pants of Stamina	Pants of Stamina
item_clothing_pants_sta_lvl40_02_01	object/tangible/wearables/pants/pants_s12.iff			40				2	4290			1	Vital Pants	Vital Pants
item_clothing_pants_sta_lvl50_02_01	object/tangible/wearables/pants/pants_s13.iff			50				2	5870			1	Tenacious Pants	Tenacious Pants
item_clothing_pants_sta_lvl60_02_01	object/tangible/wearables/pants/pants_s14.iff			60				2	7390			1	Pants of Grit	Pants of Grit
item_clothing_pants_sta_lvl70_02_01	object/tangible/wearables/pants/pants_s15.iff			70				2	8700			1	Pants of Fortitude	Pants of Fortitude
item_clothing_pants_con_lvl10_02_01	object/tangible/wearables/pants/pants_s09.iff			10				2	225			1	Vigorous Pants	Vigorous Pants
item_clothing_pants_con_lvl20_02_01	object/tangible/wearables/pants/pants_s18.iff			20				2	1575			1	Fit Pants	Fit Pants
item_clothing_pants_con_lvl30_02_01	object/tangible/wearables/pants/pants_s21.iff			30				2	2810			1	Hardy Pants	Hardy Pants
item_clothing_pants_con_lvl40_02_01	object/tangible/wearables/pants/pants_s22.iff			40				2	4290			1	Robust Pants	Robust Pants
item_clothing_pants_con_lvl50_02_01	object/tangible/wearables/pants/pants_s24.iff			50				2	5870			1	Pants of Health	Pants of Health
item_clothing_pants_con_lvl60_02_01	object/tangible/wearables/pants/pants_s25.iff			60				2	7390			1	Pants of Constitution	Pants of Constitution
item_clothing_pants_con_lvl70_02_01	object/tangible/wearables/pants/pants_s22.iff			70				2	8700			1	Durable Pants	Durable Pants
item_clothing_pants_str_lvl10_02_01	object/tangible/wearables/pants/pants_s27.iff			10				2	225			1	Brawny Pants	Brawny Pants
item_clothing_pants_str_lvl20_02_01	object/tangible/wearables/pants/pants_s28.iff			20				2	1575			1	Brute Pants	Brute Pants
item_clothing_pants_str_lvl30_02_01	object/tangible/wearables/pants/pants_s29.iff			30				2	2810			1	Strength Pants	Strength Pants
item_clothing_pants_str_lvl40_02_01	object/tangible/wearables/pants/pants_s30.iff			40				2	4290			1	Pants of Force	Pants of Force
item_clothing_pants_str_lvl50_02_01	object/tangible/wearables/pants/pants_s31.iff			50				2	5870			1	Stalwart Pants	Stalwart Pants
item_clothing_pants_str_lvl60_02_01	object/tangible/wearables/pants/pants_s27.iff			60				2	7390			1	Stout Pants	Stout Pants
item_clothing_pants_str_lvl70_02_01	object/tangible/wearables/pants/pants_s33.iff			70				2	8700			1	Fervent Pants	Fervent Pants
item_clothing_pants_pre_lvl10_02_01	object/tangible/wearables/pants/pants_s01.iff			10				2	225			1	Pants of Aim	Pants of Aim
item_clothing_pants_pre_lvl20_02_01	object/tangible/wearables/pants/pants_s08.iff			20				2	1575			1	Pants Of Veracity	Pants Of Veracity
item_clothing_pants_pre_lvl30_02_01	object/tangible/wearables/pants/pants_s04.iff			30				2	2810			1	Accurate Pants	Accurate Pants
item_clothing_pants_pre_lvl40_02_01	object/tangible/wearables/pants/pants_s05.iff			40				2	4290			1	Sharp Pants	Sharp Pants
item_clothing_pants_pre_lvl50_02_01	object/tangible/wearables/pants/pants_s06.iff			50				2	5870			1	Sure Pants	Sure Pants
item_clothing_pants_pre_lvl60_02_01	object/tangible/wearables/pants/pants_s07.iff			60				2	7390			1	Exacting Pants	Exacting Pants
item_clothing_pants_pre_lvl70_02_01	object/tangible/wearables/pants/pants_s08.iff			70				2	8700			1	Precise Pants	Precise Pants
item_clothing_pants_lck_lvl10_02_01	object/tangible/wearables/pants/pants_s09.iff			10				2	225			1	Hopeful Pants	Hopeful Pants
item_clothing_pants_lck_lvl20_02_01	object/tangible/wearables/pants/pants_s10.iff			20				2	1575			1	Lucky Pants	Lucky Pants
item_clothing_pants_lck_lvl30_02_01	object/tangible/wearables/pants/pants_s11.iff			30				2	2810			1	Charmed Pants	Charmed Pants
item_clothing_pants_lck_lvl40_02_01	object/tangible/wearables/pants/pants_s12.iff			40				2	4290			1	Pants of Opportunity	Pants of Opportunity
item_clothing_pants_lck_lvl50_02_01	object/tangible/wearables/pants/pants_s13.iff			50				2	5870			1	Pants of Serendipity	Pants of Serendipity
item_clothing_pants_lck_lvl60_02_01	object/tangible/wearables/pants/pants_s14.iff			60				2	7390			1	Pants of Success	Pants of Success
item_clothing_pants_lck_lvl70_02_01	object/tangible/wearables/pants/pants_s15.iff			70				2	8700			1	Pants of Fate	Pants of Fate
item_clothing_vest_agi_lvl10_02_01	object/tangible/wearables/vest/vest_s01.iff			10				2	225			1	Dexterous Vest	Dexterous Vest
