creation time	creation time epoch	cluster	city id	city hall id
Wed Mar 18 09:43:35 2009 Pacific Daylight Time	1237394615	Bria	137001	270071520912
Thu Mar 19 14:06:15 2009 Pacific Daylight Time	1237496775	Bria	107004	270217722075
Fri Mar 20 10:24:31 2009 Pacific Daylight Time	1237569871	Bria	66006	270299583348
Mon Mar 23 21:54:00 2009 Pacific Daylight Time	1237870440	Bria	101002	270764154133
Wed Mar 25 21:55:45 2009 Pacific Daylight Time	1238043345	Bria	137007	270997019903
Wed Mar 25 23:05:33 2009 Pacific Daylight Time	1238047533	Bria	112001	271028521546
Fri Mar 27 01:50:25 2009 Pacific Daylight Time	1238143825	Bria	144001	271093014033
Sat Mar 28 12:22:42 2009 Pacific Daylight Time	1238268162	Bria	130002	271377739979
Sun Mar 29 22:23:59 2009 Pacific Daylight Time	1238390639	Bria	125001	271502380318
Mon Mar 30 18:58:51 2009 Pacific Daylight Time	1238464731	Bria	94001	271555809932
Wed Apr 01 15:52:39 2009 Pacific Daylight Time	1238626359	Bria	103001	271864835070
Thu Apr 02 17:34:28 2009 Pacific Daylight Time	1238718868	Bria	133004	271992434229
Fri Apr 03 21:12:22 2009 Pacific Daylight Time	1238818342	Bria	75003	272113924858
Sun Apr 05 15:10:18 2009 Pacific Daylight Time	1238969418	Bria	130005	272321441734
Sun Apr 05 18:30:30 2009 Pacific Daylight Time	1238981430	Bria	82001	272413146584
Sun Apr 05 22:53:59 2009 Pacific Daylight Time	1238997239	Bria	71008	272417739152
Mon Apr 06 07:35:30 2009 Pacific Daylight Time	1239028530	Bria	129005	272453254494
Mon Apr 06 21:03:51 2009 Pacific Daylight Time	1239077031	Bria	117006	272477938493
Fri Apr 10 14:33:30 2009 Pacific Daylight Time	1239399210	Bria	117007	272982632800
Sun Apr 12 15:03:21 2009 Pacific Daylight Time	1239573801	Bria	76005	273284176041
Tue Apr 14 22:56:19 2009 Pacific Daylight Time	1239774979	Bria	86001	273556475945
Wed Apr 15 17:11:52 2009 Pacific Daylight Time	1239840712	Bria	126001	273677342954
Fri Apr 17 15:31:34 2009 Pacific Daylight Time	1240007494	Bria	114002	273972407212
Thu Apr 23 07:05:25 2009 Pacific Daylight Time	1240495525	Bria	114007	274760631898
Thu Apr 23 18:44:52 2009 Pacific Daylight Time	1240537492	Bria	74001	274718380705
Sat Apr 25 07:38:17 2009 Pacific Daylight Time	1240670297	Bria	78002	274972635359
Sat Apr 25 11:49:49 2009 Pacific Daylight Time	1240685389	Bria	121003	275022774374
Sun Apr 26 15:17:42 2009 Pacific Daylight Time	1240784262	Bria	107003	275085525591
Mon Apr 27 16:47:53 2009 Pacific Daylight Time	1240876073	Bria	144002	275327296603
Tue Apr 28 20:29:32 2009 Pacific Daylight Time	1240975772	Bria	109004	275363900557
Thu Nov 13 12:21:18 2003 Pacific Standard Time	1068754878	Chilastra	59001	14958039270
Thu Nov 13 12:21:28 2003 Pacific Standard Time	1068754888	Chilastra	47002	14935075120
Thu Nov 13 12:24:22 2003 Pacific Standard Time	1068755062	Chilastra	48003	14952056908
Thu Nov 13 12:24:42 2003 Pacific Standard Time	1068755082	Chilastra	56001	14946051001
Thu Nov 13 12:25:58 2003 Pacific Standard Time	1068755158	Chilastra	57002	14930048534
Thu Nov 13 12:28:49 2003 Pacific Standard Time	1068755329	Chilastra	47003	14935090753
Thu Nov 13 12:32:26 2003 Pacific Standard Time	1068755546	Chilastra	55002	14945098223
Thu Nov 13 13:03:49 2003 Pacific Standard Time	1068757429	Chilastra	48005	14952106127
Thu Nov 13 16:35:40 2003 Pacific Standard Time	1068770140	Chilastra	42004	14940347532
Thu Nov 13 19:33:28 2003 Pacific Standard Time	1068780808	Chilastra	42005	14940582535
Fri Nov 14 01:26:52 2003 Pacific Standard Time	1068802012	Chilastra	39017	14970256396
Wed Dec 10 05:27:08 2003 Pacific Standard Time	1071062828	Chilastra	40005	17245022635
Tue Dec 16 08:52:37 2003 Pacific Standard Time	1071593557	Chilastra	24001	17710519284
Tue Dec 16 08:55:44 2003 Pacific Standard Time	1071593744	Chilastra	55004	17732523301
Tue Dec 16 09:08:59 2003 Pacific Standard Time	1071594539	Chilastra	43001	17729535269
Tue Dec 16 10:41:01 2003 Pacific Standard Time	1071600061	Chilastra	52006	17727605243
Wed Dec 17 10:38:34 2003 Pacific Standard Time	1071686314	Chilastra	65001	17819345539
Mon Dec 22 18:35:22 2003 Pacific Standard Time	1072146922	Chilastra	59003	18241350741
Sun Dec 28 11:17:51 2003 Pacific Standard Time	1072639071	Chilastra	59004	18708816896
Fri Mar 19 08:39:57 2004 Pacific Daylight Time	1079710797	Chilastra	37005	26125650755
Sat Mar 20 10:45:39 2004 Pacific Daylight Time	1079804739	Chilastra	47004	26227351840
Mon Mar 29 18:38:51 2004 Pacific Daylight Time	1080610731	Chilastra	65005	27041898997
Fri Apr 02 21:31:33 2004 Pacific Daylight Time	1080966693	Chilastra	59005	27370840139
Mon Apr 26 15:20:56 2004 Pacific Daylight Time	1083018056	Chilastra	57005	29607980103
Mon May 03 19:26:57 2004 Pacific Daylight Time	1083637617	Chilastra	62007	30308884627
Thu Jun 03 15:52:50 2004 Pacific Daylight Time	1086303170	Chilastra	76001	33781325143
Sun Jun 06 14:38:48 2004 Pacific Daylight Time	1086557928	Chilastra	49001	34132162980
Mon Jun 07 17:43:22 2004 Pacific Daylight Time	1086655402	Chilastra	47005	34189198747
Fri Jun 18 21:34:11 2004 Pacific Daylight Time	1087619651	Chilastra	51005	35541997524
Thu Jul 01 19:22:20 2004 Pacific Daylight Time	1088734940	Chilastra	69002	37182751162
Thu Aug 05 11:32:09 2004 Pacific Daylight Time	1091730729	Chilastra	69008	43051995128
Mon Aug 09 21:23:28 2004 Pacific Daylight Time	1092111808	Chilastra	73001	43788669300
Sat Aug 21 04:56:31 2004 Pacific Daylight Time	1093089391	Chilastra	62006	45637079273
Sat Aug 21 18:53:01 2004 Pacific Daylight Time	1093139581	Chilastra	72004	45628785776
Mon Aug 23 14:36:37 2004 Pacific Daylight Time	1093296997	Chilastra	79002	45983832625
Fri Sep 10 00:10:24 2004 Pacific Daylight Time	1094800224	Chilastra	52002	48944650711
Fri Oct 08 22:42:51 2004 Pacific Daylight Time	1097300571	Chilastra	50001	53689776934
Wed Oct 13 15:34:28 2004 Pacific Daylight Time	1097706868	Chilastra	47007	54407009855
Sun Oct 17 13:01:00 2004 Pacific Daylight Time	1098043260	Chilastra	72003	55029304784
Wed Oct 27 16:18:43 2004 Pacific Daylight Time	1098919123	Chilastra	82001	56621271709
Wed Nov 10 06:58:36 2004 Pacific Standard Time	1100098716	Chilastra	77002	58835845687
Tue Nov 23 02:20:30 2004 Pacific Standard Time	1101205230	Chilastra	89001	60747468418
Sun Dec 05 19:23:51 2004 Pacific Standard Time	1102303431	Chilastra	98001	62232098406
Tue Dec 28 21:04:26 2004 Pacific Standard Time	1104296666	Chilastra	81001	64691149326
Tue Jan 11 22:58:08 2005 Pacific Standard Time	1105513088	Chilastra	74002	66160037203
Fri Jan 14 16:03:55 2005 Pacific Standard Time	1105747435	Chilastra	75002	66421174099
Wed Jan 19 14:15:04 2005 Pacific Standard Time	1106172904	Chilastra	90001	66905878557
Thu Feb 10 07:31:04 2005 Pacific Standard Time	1108049464	Chilastra	86001	70610185380
Sat Mar 26 14:25:01 2005 Pacific Daylight Time	1111872301	Chilastra	96001	77107381810
Mon Apr 04 00:42:17 2005 Pacific Daylight Time	1112600537	Chilastra	71003	78451307878
Sun Apr 10 20:50:59 2005 Pacific Daylight Time	1113191459	Chilastra	60001	79523977895
Sat May 21 20:18:34 2005 Pacific Daylight Time	1116731914	Chilastra	97002	85912742274
Fri Jun 24 20:41:12 2005 Pacific Daylight Time	1119670872	Chilastra	125001	90243329801
Tue Jun 28 21:46:50 2005 Pacific Daylight Time	1120020410	Chilastra	122002	90810137397
Tue Jul 05 20:21:25 2005 Pacific Daylight Time	1120620085	Chilastra	112001	91750230508
Sat Jul 09 23:09:02 2005 Pacific Daylight Time	1120975742	Chilastra	91001	92307998438
Sun Jul 24 18:57:10 2005 Pacific Daylight Time	1122256630	Chilastra	101003	94095769449
Thu Aug 18 18:32:49 2005 Pacific Daylight Time	1124415169	Chilastra	115001	97164109099
Thu Sep 22 07:53:20 2005 Pacific Daylight Time	1127400800	Chilastra	114003	101320709883
Thu Sep 22 10:58:20 2005 Pacific Daylight Time	1127411900	Chilastra	80001	101292044091
Wed Oct 26 21:19:57 2005 Pacific Daylight Time	1130386797	Chilastra	123001	105195742405
Tue Nov 22 17:46:48 2005 Pacific Standard Time	1132710408	Chilastra	148001	107955583393
Sat Nov 26 21:47:36 2005 Pacific Standard Time	1133070456	Chilastra	126001	108435610132
Fri Dec 16 16:49:25 2005 Pacific Standard Time	1134780565	Chilastra	131002	110206842298
Wed Jan 04 18:16:31 2006 Pacific Standard Time	1136427391	Chilastra	114001	111951041354
Sun Jan 08 06:40:12 2006 Pacific Standard Time	1136731212	Chilastra	140001	112257109630
Fri Jan 13 10:08:03 2006 Pacific Standard Time	1137175683	Chilastra	138002	112812420858
Mon Mar 06 12:03:56 2006 Pacific Standard Time	1141675436	Chilastra	147001	117960885063
Thu Mar 09 21:08:56 2006 Pacific Standard Time	1141967336	Chilastra	139001	118252309775
Fri Mar 24 14:15:41 2006 Pacific Daylight Time	1143234941	Chilastra	149002	119580494576
Sat Mar 25 08:09:01 2006 Pacific Daylight Time	1143299341	Chilastra	135001	119706801032
Mon Apr 03 13:52:49 2006 Pacific Daylight Time	1144097569	Chilastra	142004	120535800493
Mon Apr 10 19:09:53 2006 Pacific Daylight Time	1144721393	Chilastra	131004	121213753394
Mon Apr 10 19:16:38 2006 Pacific Daylight Time	1144721798	Chilastra	144004	121251619308
Fri Apr 14 14:21:51 2006 Pacific Daylight Time	1145049711	Chilastra	123005	121542122255
Sat Apr 15 17:38:11 2006 Pacific Daylight Time	1145147891	Chilastra	106002	121714964590
Mon Apr 17 10:19:52 2006 Pacific Daylight Time	1145294392	Chilastra	107004	121848827499
Wed Apr 19 18:38:24 2006 Pacific Daylight Time	1145497104	Chilastra	110003	122050748445
Sat Apr 29 14:59:52 2006 Pacific Daylight Time	1146347992	Chilastra	123004	123097732418
Sun May 07 04:25:21 2006 Pacific Daylight Time	1147001121	Chilastra	127001	123803505014
Wed May 10 00:06:40 2006 Pacific Daylight Time	1147244800	Chilastra	119001	124024491240
Sat May 13 09:06:44 2006 Pacific Daylight Time	1147536404	Chilastra	130001	124398290724
Thu May 18 00:53:02 2006 Pacific Daylight Time	1147938782	Chilastra	128001	124730391480
Sun May 21 12:09:49 2006 Pacific Daylight Time	1148238589	Chilastra	128003	125075331526
Mon May 29 22:53:47 2006 Pacific Daylight Time	1148968427	Chilastra	106003	125871566074
Mon Jun 05 14:52:08 2006 Pacific Daylight Time	1149544328	Chilastra	139004	126472921414
Tue Jun 27 23:11:31 2006 Pacific Daylight Time	1151475091	Chilastra	125006	128482657661
Wed Jul 05 13:57:17 2006 Pacific Daylight Time	1152133037	Chilastra	147004	129220661349
Tue Aug 01 12:06:45 2006 Pacific Daylight Time	1154459205	Chilastra	149003	131755957512
Sat Aug 26 22:03:43 2006 Pacific Daylight Time	1156655023	Chilastra	141001	134107464078
Sun Sep 10 11:08:19 2006 Pacific Daylight Time	1157911699	Chilastra	117004	135341065476
Sun Sep 10 22:34:41 2006 Pacific Daylight Time	1157952881	Chilastra	108005	135432328858
Sat Oct 07 20:55:53 2006 Pacific Daylight Time	1160279753	Chilastra	143001	137872357513
Sat Nov 11 16:18:25 2006 Pacific Standard Time	1163290705	Chilastra	113002	140922038058
Sun Dec 03 09:47:58 2006 Pacific Standard Time	1165168078	Chilastra	120003	142712170703
Sun Dec 10 17:21:45 2006 Pacific Standard Time	1165800105	Chilastra	147006	143326844503
Mon Jan 08 23:03:44 2007 Pacific Standard Time	1168326224	Chilastra	135002	145776515765
Sat Feb 17 21:01:57 2007 Pacific Standard Time	1171774917	Chilastra	84002	149160946545
Thu Feb 22 18:24:48 2007 Pacific Standard Time	1172197488	Chilastra	119002	149596769445
Mon Mar 05 10:53:06 2007 Pacific Standard Time	1173120786	Chilastra	132005	150552685954
Mon Mar 12 23:43:24 2007 Pacific Daylight Time	1173768204	Chilastra	79003	151212629389
Sun Mar 25 11:48:54 2007 Pacific Daylight Time	1174848534	Chilastra	102002	152402703342
Thu Apr 19 15:19:32 2007 Pacific Daylight Time	1177021172	Chilastra	104004	154681663441
Fri Apr 27 00:12:30 2007 Pacific Daylight Time	1177657950	Chilastra	131006	155307647762
Fri May 18 17:24:19 2007 Pacific Daylight Time	1179534259	Chilastra	122005	157278317767
Tue Jun 05 19:23:11 2007 Pacific Daylight Time	1181096591	Chilastra	121001	159059600984
Thu Jun 07 19:55:59 2007 Pacific Daylight Time	1181271359	Chilastra	142003	159265430145
Thu Jun 14 13:32:16 2007 Pacific Daylight Time	1181853136	Chilastra	141006	159973280298
Fri Jun 22 18:18:05 2007 Pacific Daylight Time	1182561485	Chilastra	122006	160823704966
Fri Jun 29 15:29:55 2007 Pacific Daylight Time	1183156195	Chilastra	84003	161712973831
Sun Jul 08 13:11:57 2007 Pacific Daylight Time	1183925517	Chilastra	122009	162658994354
Mon Jul 23 15:58:37 2007 Pacific Daylight Time	1185231517	Chilastra	111002	164206869140
Thu Jul 26 18:21:31 2007 Pacific Daylight Time	1185499291	Chilastra	135004	164531246576
Tue Aug 07 21:39:25 2007 Pacific Daylight Time	1186547965	Chilastra	92003	165688403310
Mon Aug 13 20:11:46 2007 Pacific Daylight Time	1187061106	Chilastra	81003	166232105983
Mon Aug 13 22:38:04 2007 Pacific Daylight Time	1187069884	Chilastra	77003	166261051604
Sun Aug 19 17:32:25 2007 Pacific Daylight Time	1187569945	Chilastra	123008	166792955563
Sun Aug 26 05:21:27 2007 Pacific Daylight Time	1188130887	Chilastra	105002	167375641124
Tue Aug 28 15:13:38 2007 Pacific Daylight Time	1188339218	Chilastra	133007	167673287254
Sat Sep 08 11:12:30 2007 Pacific Daylight Time	1189275150	Chilastra	69001	168610189859
Thu Sep 20 20:31:22 2007 Pacific Daylight Time	1190345482	Chilastra	102004	169781329083
Fri Sep 21 14:39:13 2007 Pacific Daylight Time	1190410753	Chilastra	140002	169837705581
Sun Sep 30 18:13:54 2007 Pacific Daylight Time	1191201234	Chilastra	156001	170635303990
Fri Oct 12 17:28:34 2007 Pacific Daylight Time	1192235314	Chilastra	102003	171538365397
Sat Nov 03 17:18:41 2007 Pacific Daylight Time	1194135521	Chilastra	130002	173449173756
Thu Dec 27 21:56:29 2007 Pacific Standard Time	1198821389	Chilastra	137004	178627916525
Thu Jan 03 20:52:29 2008 Pacific Standard Time	1199422349	Chilastra	120001	179261965408
Fri Jan 04 03:01:48 2008 Pacific Standard Time	1199444508	Chilastra	140004	179285998334
Thu Jan 24 19:58:18 2008 Pacific Standard Time	1201233498	Chilastra	115005	181127438511
Sun Feb 17 13:35:16 2008 Pacific Standard Time	1203284116	Chilastra	135006	183255094365
Tue Feb 19 10:54:12 2008 Pacific Standard Time	1203447252	Chilastra	116002	183477901436
Sat Feb 23 16:05:06 2008 Pacific Standard Time	1203811506	Chilastra	117001	183847273014
Sat Mar 01 11:34:15 2008 Pacific Standard Time	1204400055	Chilastra	131001	184467610514
Thu Mar 06 08:08:28 2008 Pacific Standard Time	1204819708	Chilastra	136001	184910779053
Wed Mar 19 16:32:46 2008 Pacific Daylight Time	1205969566	Chilastra	109001	186120721841
Tue Mar 25 23:08:11 2008 Pacific Daylight Time	1206511691	Chilastra	143002	186694666339
Thu Apr 10 17:58:31 2008 Pacific Daylight Time	1207875511	Chilastra	123003	188184326229
Tue Apr 22 06:12:50 2008 Pacific Daylight Time	1208869970	Chilastra	108003	189363273097
Sat May 03 00:13:11 2008 Pacific Daylight Time	1209798791	Chilastra	111003	190350276471
Fri May 09 16:09:50 2008 Pacific Daylight Time	1210374590	Chilastra	138004	190910428353
Sat May 10 13:49:25 2008 Pacific Daylight Time	1210452565	Chilastra	124001	191091935583
Wed May 21 17:10:15 2008 Pacific Daylight Time	1211415015	Chilastra	115007	192029030144
Fri May 23 22:26:57 2008 Pacific Daylight Time	1211606817	Chilastra	117002	192220690832
Tue May 27 13:18:40 2008 Pacific Daylight Time	1211919520	Chilastra	145001	192655312410
Fri May 30 00:26:12 2008 Pacific Daylight Time	1212132372	Chilastra	110002	192809644429
Thu Jun 12 06:59:18 2008 Pacific Daylight Time	1213279158	Chilastra	93001	194033787469
Sun Jun 15 09:16:26 2008 Pacific Daylight Time	1213546586	Chilastra	125002	194252485191
Mon Jun 16 20:00:11 2008 Pacific Daylight Time	1213671611	Chilastra	103007	194387430718
Tue Jun 17 00:00:32 2008 Pacific Daylight Time	1213686032	Chilastra	124002	194395089914
Tue Jun 24 23:47:50 2008 Pacific Daylight Time	1214376470	Chilastra	127003	195202338590
Sat Jun 28 15:29:00 2008 Pacific Daylight Time	1214692140	Chilastra	130003	195648762273
Tue Jul 08 21:09:29 2008 Pacific Daylight Time	1215576569	Chilastra	124003	196577506698
Mon Jul 14 22:50:26 2008 Pacific Daylight Time	1216101026	Chilastra	117003	196980079302
Wed Jul 30 21:51:13 2008 Pacific Daylight Time	1217479873	Chilastra	131008	198700461755
Sun Aug 10 13:04:44 2008 Pacific Daylight Time	1218398684	Chilastra	119003	199710130002
Sat Aug 16 12:36:27 2008 Pacific Daylight Time	1218915387	Chilastra	109002	200314500880
Fri Aug 29 06:53:21 2008 Pacific Daylight Time	1220018001	Chilastra	125007	201688463253
Sat Sep 06 09:39:21 2008 Pacific Daylight Time	1220719161	Chilastra	131009	202618480897
Sun Sep 07 11:07:15 2008 Pacific Daylight Time	1220810835	Chilastra	109003	202694307627
Sun Sep 07 13:56:38 2008 Pacific Daylight Time	1220820998	Chilastra	104001	202734480220
Mon Oct 06 22:57:01 2008 Pacific Daylight Time	1223359021	Chilastra	129001	205697330120
Wed Oct 08 21:47:31 2008 Pacific Daylight Time	1223527651	Chilastra	132009	205840694466
Fri Oct 10 07:56:00 2008 Pacific Daylight Time	1223650560	Chilastra	87001	206137835972
Mon Oct 20 09:22:21 2008 Pacific Daylight Time	1224519741	Chilastra	147002	207238126897
Tue Oct 28 14:12:51 2008 Pacific Daylight Time	1225228371	Chilastra	70001	208011858946
Sat Nov 08 14:49:12 2008 Pacific Standard Time	1226184552	Chilastra	142001	209249652722
Mon Nov 10 23:21:17 2008 Pacific Standard Time	1226388077	Chilastra	76003	209292723073
Thu Nov 13 00:30:50 2008 Pacific Standard Time	1226565050	Chilastra	130006	209712107283
Thu Nov 13 16:26:53 2008 Pacific Standard Time	1226622413	Chilastra	114004	209864146164
Fri Nov 14 19:45:56 2008 Pacific Standard Time	1226720756	Chilastra	77001	209896628178
Sat Nov 15 18:43:46 2008 Pacific Standard Time	1226803426	Chilastra	109004	210051018772
Wed Nov 26 09:45:55 2008 Pacific Standard Time	1227721555	Chilastra	135005	211316335978
Fri Nov 28 00:55:37 2008 Pacific Standard Time	1227862537	Chilastra	120002	211525847893
Mon Dec 01 16:01:55 2008 Pacific Standard Time	1228176115	Chilastra	113003	211892255158
Wed Dec 03 09:36:15 2008 Pacific Standard Time	1228325775	Chilastra	122001	212072338130
Thu Dec 11 22:17:43 2008 Pacific Standard Time	1229062663	Chilastra	112002	213054125985
Fri Dec 12 10:59:34 2008 Pacific Standard Time	1229108374	Chilastra	120004	213092359058
Thu Dec 18 09:47:56 2008 Pacific Standard Time	1229622476	Chilastra	84004	213641400000
Wed Dec 31 00:05:11 2008 Pacific Standard Time	1230710711	Chilastra	90002	214872184364
Thu Jan 08 12:17:39 2009 Pacific Standard Time	1231445859	Chilastra	91002	215716894114
Mon Jan 12 11:48:11 2009 Pacific Standard Time	1231789691	Chilastra	101001	216135547091
Wed Jan 14 01:48:39 2009 Pacific Standard Time	1231926519	Chilastra	73003	216244877775
Thu Jan 15 16:41:38 2009 Pacific Standard Time	1232066498	Chilastra	104005	216388905338
Sat Jan 17 15:42:58 2009 Pacific Standard Time	1232235778	Chilastra	126002	216627465685
Thu Jan 22 19:12:29 2009 Pacific Standard Time	1232680349	Chilastra	135007	217191051456
Sat Jan 24 21:11:00 2009 Pacific Standard Time	1232860260	Chilastra	132007	217453183700
Wed Feb 04 03:16:59 2009 Pacific Standard Time	1233746219	Chilastra	144001	218687994626
Sat Feb 14 22:04:48 2009 Pacific Standard Time	1234677888	Chilastra	134001	219961744274
Fri Feb 20 21:36:50 2009 Pacific Standard Time	1235194610	Chilastra	138003	220597986330
Sat Feb 21 17:29:04 2009 Pacific Standard Time	1235266144	Chilastra	79004	220666643778
Sun Feb 22 13:30:46 2009 Pacific Standard Time	1235338246	Chilastra	114007	220812837873
Tue Mar 03 13:03:38 2009 Pacific Standard Time	1236114218	Chilastra	110001	221791986390
Tue Mar 03 21:57:08 2009 Pacific Standard Time	1236146228	Chilastra	139002	221821369573
Wed Mar 04 18:44:24 2009 Pacific Standard Time	1236221064	Chilastra	102006	221873659245
Thu Mar 05 21:11:09 2009 Pacific Standard Time	1236316269	Chilastra	118003	222012557330
Thu Mar 05 21:41:11 2009 Pacific Standard Time	1236318071	Chilastra	111004	222037719413
Fri Mar 06 13:36:30 2009 Pacific Standard Time	1236375390	Chilastra	126004	222073458950
Fri Mar 06 23:16:41 2009 Pacific Standard Time	1236410201	Chilastra	148002	222129591123
Sat Mar 07 16:16:45 2009 Pacific Standard Time	1236471405	Chilastra	112004	222189981363
Sat Mar 07 17:43:42 2009 Pacific Standard Time	1236476622	Chilastra	128002	222238110536
Sun Mar 08 07:51:34 2009 Pacific Daylight Time	1236523894	Chilastra	142002	222313855697
Sun Mar 08 14:45:29 2009 Pacific Daylight Time	1236548729	Chilastra	127002	222240223856
Mon Mar 09 13:47:16 2009 Pacific Daylight Time	1236631636	Chilastra	119004	222375976407
Tue Mar 10 06:33:51 2009 Pacific Daylight Time	1236692031	Chilastra	68001	222469341710
Tue Mar 10 09:54:39 2009 Pacific Daylight Time	1236704079	Chilastra	142005	222529747237
Tue Mar 10 18:45:37 2009 Pacific Daylight Time	1236735937	Chilastra	142008	222558668957
Tue Mar 10 19:19:26 2009 Pacific Daylight Time	1236737966	Chilastra	90003	222508972514
Wed Mar 11 13:56:11 2009 Pacific Daylight Time	1236804971	Chilastra	72006	222596021765
Wed Mar 11 17:21:47 2009 Pacific Daylight Time	1236817307	Chilastra	125004	222672151825
Wed Mar 11 19:58:52 2009 Pacific Daylight Time	1236826732	Chilastra	133004	222663991696
Wed Mar 11 22:41:41 2009 Pacific Daylight Time	1236836501	Chilastra	72008	222682879259
Thu Mar 12 11:07:08 2009 Pacific Daylight Time	1236881228	Chilastra	110004	222748972435
Fri Mar 13 15:06:28 2009 Pacific Daylight Time	1236981988	Chilastra	158001	222803306521
Sat Mar 14 11:03:48 2009 Pacific Daylight Time	1237053828	Chilastra	68003	222910039621
Sun Mar 15 07:57:28 2009 Pacific Daylight Time	1237129048	Chilastra	73002	223049806358
Sun Mar 15 21:01:11 2009 Pacific Daylight Time	1237176071	Chilastra	68006	223081843604
Mon Mar 16 13:31:16 2009 Pacific Daylight Time	1237235476	Chilastra	78001	223111682889
Fri Mar 20 08:31:55 2009 Pacific Daylight Time	1237563115	Chilastra	106004	223562302692
Fri Mar 20 13:24:39 2009 Pacific Daylight Time	1237580679	Chilastra	146001	223671401934
Fri Mar 20 23:55:34 2009 Pacific Daylight Time	1237618534	Chilastra	100001	223615750259
Sat Mar 21 20:06:06 2009 Pacific Daylight Time	1237691166	Chilastra	126003	223799910301
Mon Mar 23 02:01:44 2009 Pacific Daylight Time	1237798904	Chilastra	135008	223923997546
Mon Mar 23 18:11:29 2009 Pacific Daylight Time	1237857089	Chilastra	135009	223987526669
Wed Apr 01 11:14:21 2009 Pacific Daylight Time	1238609661	Chilastra	146003	224960986229
Fri Apr 03 08:27:31 2009 Pacific Daylight Time	1238772451	Chilastra	74004	225169329774
Sat Apr 04 19:19:36 2009 Pacific Daylight Time	1238897976	Chilastra	73004	225269448376
Sun Apr 05 21:49:25 2009 Pacific Daylight Time	1238993365	Chilastra	92001	225429856019
Mon Apr 06 13:19:59 2009 Pacific Daylight Time	1239049199	Chilastra	109006	225404278747
Wed Apr 08 17:40:36 2009 Pacific Daylight Time	1239237636	Chilastra	83001	225806906391
Wed Apr 08 19:10:03 2009 Pacific Daylight Time	1239243003	Chilastra	99002	225756167843
Thu Apr 09 14:35:42 2009 Pacific Daylight Time	1239312942	Chilastra	122003	225960149558
Sun Apr 12 13:31:45 2009 Pacific Daylight Time	1239568305	Chilastra	142006	226327173144
Mon Apr 13 10:51:14 2009 Pacific Daylight Time	1239645074	Chilastra	84001	226360056978
Tue Apr 14 02:22:32 2009 Pacific Daylight Time	1239700952	Chilastra	135003	226408217989
Thu Apr 16 14:19:12 2009 Pacific Daylight Time	1239916752	Chilastra	130004	226879952951
Sun Apr 19 12:34:09 2009 Pacific Daylight Time	1240169649	Chilastra	77004	227159126808
Wed Apr 22 00:08:16 2009 Pacific Daylight Time	1240384096	Chilastra	69003	227457820773
Fri Apr 24 15:12:04 2009 Pacific Daylight Time	1240611124	Chilastra	131005	227763721016
Sun Apr 26 22:16:07 2009 Pacific Daylight Time	1240809367	Chilastra	145002	228076952882
Tue Apr 28 07:52:14 2009 Pacific Daylight Time	1240930334	Chilastra	86002	228159156367
Tue Apr 28 09:10:46 2009 Pacific Daylight Time	1240935046	Chilastra	104002	228175789663
Wed Apr 29 14:31:41 2009 Pacific Daylight Time	1241040701	Chilastra	139003	228379634910
Thu Nov 13 11:21:34 2003 Pacific Standard Time	1068751294	Corbantis	43001	14886731082
Thu Nov 13 12:25:43 2003 Pacific Standard Time	1068755143	Corbantis	65001	14889722479
Thu Nov 13 14:10:26 2003 Pacific Standard Time	1068761426	Corbantis	50003	14882902969
Fri Nov 14 13:18:45 2003 Pacific Standard Time	1068844725	Corbantis	70005	14949781944
Tue Dec 16 08:55:20 2003 Pacific Standard Time	1071593720	Corbantis	56004	17764169824
Sat May 01 09:17:18 2004 Pacific Daylight Time	1083428238	Corbantis	64003	31204837879
Sat Jun 05 20:12:49 2004 Pacific Daylight Time	1086491569	Corbantis	66004	35174052840
Thu Sep 09 07:24:45 2004 Pacific Daylight Time	1094739885	Corbantis	63003	51411436949
Sun Oct 03 18:40:22 2004 Pacific Daylight Time	1096854022	Corbantis	72003	56680083734
Thu Jan 06 19:36:47 2005 Pacific Standard Time	1105069007	Corbantis	87003	70962669261
Tue Jan 11 01:22:50 2005 Pacific Standard Time	1105435370	Corbantis	91002	71437766667
Fri Jan 28 22:00:07 2005 Pacific Standard Time	1106978407	Corbantis	72005	73850007583
Sun Mar 13 16:10:37 2005 Pacific Daylight Time	1110755437	Corbantis	88001	81089956111
Wed May 04 14:03:45 2005 Pacific Daylight Time	1115240625	Corbantis	90004	89779095554
Tue Jun 14 02:24:52 2005 Pacific Daylight Time	1118741092	Corbantis	124001	96171720215
Thu Jun 23 08:52:53 2005 Pacific Daylight Time	1119541973	Corbantis	112001	97631887524
Sat Sep 17 19:23:01 2005 Pacific Daylight Time	1127010181	Corbantis	97002	108585025621
Sat Nov 05 17:42:14 2005 Pacific Daylight Time	1131237734	Corbantis	103005	114485652533
Sun Nov 13 09:38:56 2005 Pacific Standard Time	1131903536	Corbantis	102002	115263349378
Fri Apr 14 09:26:08 2006 Pacific Daylight Time	1145031968	Corbantis	109003	129953740631
Fri Jun 02 17:46:21 2006 Pacific Daylight Time	1149295581	Corbantis	146001	134360944732
Tue Jun 27 17:50:32 2006 Pacific Daylight Time	1151455832	Corbantis	138003	136540729253
Sun Jul 16 14:22:12 2006 Pacific Daylight Time	1153084932	Corbantis	141003	138142469216
