tatooine	naboo	corellia	rori	talus	dantooine	lok	yavin4	endor	dathomir	collections
armor_battle_con_lvl20_bracer_r_02_01	item_clothing_necklace_sta_lvl20_02_01	item_clothing_necklace_sta_lvl30_02_01	item_clothing_necklace_sta_lvl40_02_01	item_clothing_necklace_sta_lvl50_02_01	item_clothing_necklace_sta_lvl50_02_01	item_clothing_necklace_sta_lvl60_02_01	item_clothing_necklace_sta_lvl70_02_01	item_clothing_necklace_sta_lvl80_02_01	item_clothing_necklace_sta_lvl80_02_01	col_dejarik_board_02_01
armor_battle_con_lvl20_chest_02_01	item_clothing_necklace_str_lvl20_02_01	item_clothing_necklace_str_lvl30_02_01	item_clothing_necklace_str_lvl40_02_01	item_clothing_necklace_str_lvl50_02_01	item_clothing_necklace_str_lvl50_02_01	item_clothing_necklace_str_lvl60_02_01	item_clothing_necklace_str_lvl70_02_01	item_clothing_necklace_str_lvl80_02_01	item_clothing_necklace_str_lvl80_02_01	col_dejarik_ghhhk_02_01
armor_battle_con_lvl20_gloves_02_01	item_clothing_pants_agi_lvl20_02_01	item_clothing_pants_agi_lvl30_02_01	item_clothing_pants_agi_lvl40_02_01	item_clothing_pants_agi_lvl50_02_01	item_clothing_pants_agi_lvl50_02_01	item_clothing_pants_agi_lvl60_02_01	item_clothing_pants_agi_lvl70_02_01	item_clothing_pants_agi_lvl80_02_01	item_clothing_pants_agi_lvl80_02_01	col_dejarik_grimtaash_02_01
armor_battle_con_lvl20_helmet_02_01	item_clothing_pants_con_lvl20_02_01	item_clothing_pants_con_lvl30_02_01	item_clothing_pants_con_lvl40_02_01	item_clothing_pants_con_lvl50_02_01	item_clothing_pants_con_lvl50_02_01	item_clothing_pants_con_lvl60_02_01	item_clothing_pants_con_lvl70_02_01	item_clothing_pants_con_lvl80_02_01	item_clothing_pants_con_lvl80_02_01	col_dejarik_holoprojector_02_01
armor_battle_con_lvl20_leggings_02_01	item_clothing_pants_lck_lvl20_02_01	item_clothing_pants_lck_lvl30_02_01	item_clothing_pants_lck_lvl40_02_01	item_clothing_pants_lck_lvl50_02_01	item_clothing_pants_lck_lvl50_02_01	item_clothing_pants_lck_lvl60_02_01	item_clothing_pants_lck_lvl70_02_01	item_clothing_pants_lck_lvl80_02_01	item_clothing_pants_lck_lvl80_02_01	col_dejarik_houjix_02_01
armor_battle_lck_lvl20_bicep_l_02_01	item_clothing_pants_pre_lvl20_02_01	item_clothing_pants_pre_lvl30_02_01	item_clothing_pants_pre_lvl40_02_01	item_clothing_pants_pre_lvl50_02_01	item_clothing_pants_pre_lvl50_02_01	item_clothing_pants_pre_lvl60_02_01	item_clothing_pants_pre_lvl70_02_01	item_clothing_pants_pre_lvl80_02_01	item_clothing_pants_pre_lvl80_02_01	col_dejarik_keypad_02_01
armor_battle_lck_lvl20_bicep_r_02_01	item_clothing_pants_sta_lvl20_02_01	item_clothing_pants_sta_lvl30_02_01	item_clothing_pants_sta_lvl40_02_01	item_clothing_pants_sta_lvl50_02_01	item_clothing_pants_sta_lvl50_02_01	item_clothing_pants_sta_lvl60_02_01	item_clothing_pants_sta_lvl70_02_01	item_clothing_pants_sta_lvl80_02_01	item_clothing_pants_sta_lvl80_02_01	col_dejarik_keypad_02_02
armor_battle_lck_lvl20_boots_02_01	item_clothing_pants_str_lvl20_02_01	item_clothing_pants_str_lvl30_02_01	item_clothing_pants_str_lvl40_02_01	item_clothing_pants_str_lvl50_02_01	item_clothing_pants_str_lvl50_02_01	item_clothing_pants_str_lvl60_02_01	item_clothing_pants_str_lvl70_02_01	item_clothing_pants_str_lvl80_02_01	item_clothing_pants_str_lvl80_02_01	col_dejarik_kintan_02_01
armor_battle_lck_lvl20_bracer_l_02_01	item_clothing_ring_agi_lvl20_02_01	item_clothing_ring_agi_lvl30_02_01	item_clothing_ring_agi_lvl40_02_01	item_clothing_ring_agi_lvl50_02_01	item_clothing_ring_agi_lvl50_02_01	item_clothing_ring_agi_lvl60_02_01	item_clothing_ring_agi_lvl70_02_01	item_clothing_ring_agi_lvl80_02_01	item_clothing_ring_agi_lvl80_02_01	col_dejarik_klorslug_02_01
armor_battle_lck_lvl20_bracer_r_02_01	item_clothing_ring_con_lvl20_02_01	item_clothing_ring_con_lvl30_02_01	item_clothing_ring_con_lvl40_02_01	item_clothing_ring_con_lvl50_02_01	item_clothing_ring_con_lvl50_02_01	item_clothing_ring_con_lvl60_02_01	item_clothing_ring_con_lvl70_02_01	item_clothing_ring_con_lvl80_02_01	item_clothing_ring_con_lvl80_02_01	col_dejarik_mantellian_02_01
armor_battle_lck_lvl20_chest_02_01	item_clothing_ring_lck_lvl20_02_01	item_clothing_ring_lck_lvl30_02_01	item_clothing_ring_lck_lvl40_02_01	item_clothing_ring_lck_lvl50_02_01	item_clothing_ring_lck_lvl50_02_01	item_clothing_ring_lck_lvl60_02_01	item_clothing_ring_lck_lvl70_02_01	item_clothing_ring_lck_lvl80_02_01	item_clothing_ring_lck_lvl80_02_01	col_dejarik_monnok_02_01
armor_battle_lck_lvl20_gloves_02_01	item_clothing_ring_pre_lvl20_02_01	item_clothing_ring_pre_lvl30_02_01	item_clothing_ring_pre_lvl40_02_01	item_clothing_ring_pre_lvl50_02_01	item_clothing_ring_pre_lvl50_02_01	item_clothing_ring_pre_lvl60_02_01	item_clothing_ring_pre_lvl70_02_01	item_clothing_ring_pre_lvl80_02_01	item_clothing_ring_pre_lvl80_02_01	col_dejarik_ngok_02_01
armor_battle_lck_lvl20_helmet_02_01	item_clothing_ring_sta_lvl20_02_01	item_clothing_ring_sta_lvl30_02_01	item_clothing_ring_sta_lvl40_02_01	item_clothing_ring_sta_lvl50_02_01	item_clothing_ring_sta_lvl50_02_01	item_clothing_ring_sta_lvl60_02_01	item_clothing_ring_sta_lvl70_02_01	item_clothing_ring_sta_lvl80_02_01	item_clothing_ring_sta_lvl80_02_01	col_dejarik_table_base_02_01
armor_battle_lck_lvl20_leggings_02_01	item_clothing_ring_str_lvl20_02_01	item_clothing_ring_str_lvl30_02_01	item_clothing_ring_str_lvl40_02_01	item_clothing_ring_str_lvl50_02_01	item_clothing_ring_str_lvl50_02_01	item_clothing_ring_str_lvl60_02_01	item_clothing_ring_str_lvl70_02_01	item_clothing_ring_str_lvl80_02_01	item_clothing_ring_str_lvl80_02_01	col_dejarik_table_stand_02_01
armor_battle_pre_lvl20_bicep_l_02_01	item_clothing_shirt_agi_lvl20_02_01	item_clothing_shirt_agi_lvl30_02_01	item_clothing_shirt_agi_lvl40_02_01	item_clothing_shirt_agi_lvl50_02_01	item_clothing_shirt_agi_lvl50_02_01	item_clothing_shirt_agi_lvl60_02_01	item_clothing_shirt_agi_lvl70_02_01	item_clothing_shirt_agi_lvl80_02_01	item_clothing_shirt_agi_lvl80_02_01	col_treasure_hunter_dolovite_mask_02_01
armor_battle_pre_lvl20_bicep_r_02_01	item_clothing_shirt_con_lvl20_02_01	item_clothing_shirt_con_lvl30_02_01	item_clothing_shirt_con_lvl40_02_01	item_clothing_shirt_con_lvl50_02_01	item_clothing_shirt_con_lvl50_02_01	item_clothing_shirt_con_lvl60_02_01	item_clothing_shirt_con_lvl70_02_01	item_clothing_shirt_con_lvl80_02_01	item_clothing_shirt_con_lvl80_02_01	col_treasure_hunter_hendanyn_mask_02_01
armor_battle_pre_lvl20_boots_02_01	item_clothing_shirt_lck_lvl20_02_01	item_clothing_shirt_lck_lvl30_02_01	item_clothing_shirt_lck_lvl40_02_01	item_clothing_shirt_lck_lvl50_02_01	item_clothing_shirt_lck_lvl50_02_01	item_clothing_shirt_lck_lvl60_02_01	item_clothing_shirt_lck_lvl70_02_01	item_clothing_shirt_lck_lvl80_02_01	item_clothing_shirt_lck_lvl80_02_01	col_treasure_hunter_mandalore_mask_02_01
armor_battle_pre_lvl20_bracer_l_02_01	item_clothing_shirt_pre_lvl20_02_01	item_clothing_shirt_pre_lvl30_02_01	item_clothing_shirt_pre_lvl40_02_01	item_clothing_shirt_pre_lvl50_02_01	item_clothing_shirt_pre_lvl50_02_01	item_clothing_shirt_pre_lvl60_02_01	item_clothing_shirt_pre_lvl70_02_01	item_clothing_shirt_pre_lvl80_02_01	item_clothing_shirt_pre_lvl80_02_01	col_treasure_hunter_sith_mask_02_01
armor_battle_pre_lvl20_bracer_r_02_01	item_clothing_shirt_sta_lvl20_02_01	item_clothing_shirt_sta_lvl30_02_01	item_clothing_shirt_sta_lvl40_02_01	item_clothing_shirt_sta_lvl50_02_01	item_clothing_shirt_sta_lvl50_02_01	item_clothing_shirt_sta_lvl60_02_01	item_clothing_shirt_sta_lvl70_02_01	item_clothing_shirt_sta_lvl80_02_01	item_clothing_shirt_sta_lvl80_02_01	col_dooku_datadisk_02_01
armor_battle_pre_lvl20_chest_02_01	item_clothing_shirt_str_lvl20_02_01	item_clothing_shirt_str_lvl30_02_01	item_clothing_shirt_str_lvl40_02_01	item_clothing_shirt_str_lvl50_02_01	item_clothing_shirt_str_lvl50_02_01	item_clothing_shirt_str_lvl60_02_01	item_clothing_shirt_str_lvl70_02_01	item_clothing_shirt_str_lvl80_02_01	item_clothing_shirt_str_lvl80_02_01	col_dooku_datadisk_02_02
armor_battle_pre_lvl20_gloves_02_01	item_clothing_shoes_agi_lvl20_02_01	item_clothing_shoes_agi_lvl30_02_01	item_clothing_shoes_agi_lvl40_02_01	item_clothing_shoes_agi_lvl50_02_01	item_clothing_shoes_agi_lvl50_02_01	item_clothing_shoes_agi_lvl60_02_01	item_clothing_shoes_agi_lvl70_02_01	item_clothing_shoes_agi_lvl80_02_01	item_clothing_shoes_agi_lvl80_02_01	col_dooku_datadisk_02_03
armor_battle_pre_lvl20_helmet_02_01	item_clothing_shoes_con_lvl20_02_01	item_clothing_shoes_con_lvl30_02_01	item_clothing_shoes_con_lvl40_02_01	item_clothing_shoes_con_lvl50_02_01	item_clothing_shoes_con_lvl50_02_01	item_clothing_shoes_con_lvl60_02_01	item_clothing_shoes_con_lvl70_02_01	item_clothing_shoes_con_lvl80_02_01	item_clothing_shoes_con_lvl80_02_01	col_dooku_datadisk_02_04
armor_battle_pre_lvl20_leggings_02_01	item_clothing_shoes_lck_lvl20_02_01	item_clothing_shoes_lck_lvl30_02_01	item_clothing_shoes_lck_lvl40_02_01	item_clothing_shoes_lck_lvl50_02_01	item_clothing_shoes_lck_lvl50_02_01	item_clothing_shoes_lck_lvl60_02_01	item_clothing_shoes_lck_lvl70_02_01	item_clothing_shoes_lck_lvl80_02_01	item_clothing_shoes_lck_lvl80_02_01	col_dooku_datadisk_02_05
armor_battle_sta_lvl20_bicep_l_02_01	item_clothing_shoes_pre_lvl20_02_01	item_clothing_shoes_pre_lvl30_02_01	item_clothing_shoes_pre_lvl40_02_01	item_clothing_shoes_pre_lvl50_02_01	item_clothing_shoes_pre_lvl50_02_01	item_clothing_shoes_pre_lvl60_02_01	item_clothing_shoes_pre_lvl70_02_01	item_clothing_shoes_pre_lvl80_02_01	item_clothing_shoes_pre_lvl80_02_01	col_shattered_shard_unknown_02_01
armor_battle_sta_lvl20_bicep_r_02_01	item_clothing_shoes_sta_lvl20_02_01	item_clothing_shoes_sta_lvl30_02_01	item_clothing_shoes_sta_lvl40_02_01	item_clothing_shoes_sta_lvl50_02_01	item_clothing_shoes_sta_lvl50_02_01	item_clothing_shoes_sta_lvl60_02_01	item_clothing_shoes_sta_lvl70_02_01	item_clothing_shoes_sta_lvl80_02_01	item_clothing_shoes_sta_lvl80_02_01	col_shattered_shard_unknown_02_02
armor_battle_sta_lvl20_boots_02_01	item_clothing_shoes_str_lvl20_02_01	item_clothing_shoes_str_lvl30_02_01	item_clothing_shoes_str_lvl40_02_01	item_clothing_shoes_str_lvl50_02_01	item_clothing_shoes_str_lvl50_02_01	item_clothing_shoes_str_lvl60_02_01	item_clothing_shoes_str_lvl70_02_01	item_clothing_shoes_str_lvl80_02_01	item_clothing_shoes_str_lvl80_02_01	col_shattered_shard_unknown_02_03
armor_battle_sta_lvl20_bracer_l_02_01	item_clothing_vest_agi_lvl20_02_01	item_clothing_vest_agi_lvl30_02_01	item_clothing_vest_agi_lvl40_02_01	item_clothing_vest_agi_lvl50_02_01	item_clothing_vest_agi_lvl50_02_01	item_clothing_vest_agi_lvl60_02_01	item_clothing_vest_agi_lvl70_02_01	item_clothing_vest_agi_lvl80_02_01	item_clothing_vest_agi_lvl80_02_01	col_shattered_shard_unknown_02_04
armor_battle_sta_lvl20_bracer_r_02_01	item_clothing_vest_con_lvl20_02_01	item_clothing_vest_con_lvl30_02_01	item_clothing_vest_con_lvl40_02_01	item_clothing_vest_con_lvl50_02_01	item_clothing_vest_con_lvl50_02_01	item_clothing_vest_con_lvl60_02_01	item_clothing_vest_con_lvl70_02_01	item_clothing_vest_con_lvl80_02_01	item_clothing_vest_con_lvl80_02_01	col_shattered_shard_unknown_02_05
armor_battle_sta_lvl20_chest_02_01	item_clothing_vest_lck_lvl20_02_01	item_clothing_vest_lck_lvl30_02_01	item_clothing_vest_lck_lvl40_02_01	item_clothing_vest_lck_lvl50_02_01	item_clothing_vest_lck_lvl50_02_01	item_clothing_vest_lck_lvl60_02_01	item_clothing_vest_lck_lvl70_02_01	item_clothing_vest_lck_lvl80_02_01	item_clothing_vest_lck_lvl80_02_01	col_shattered_shard_unknown_02_06
armor_battle_sta_lvl20_gloves_02_01	item_clothing_vest_pre_lvl20_02_01	item_clothing_vest_pre_lvl30_02_01	item_clothing_vest_pre_lvl40_02_01	item_clothing_vest_pre_lvl50_02_01	item_clothing_vest_pre_lvl50_02_01	item_clothing_vest_pre_lvl60_02_01	item_clothing_vest_pre_lvl70_02_01	item_clothing_vest_pre_lvl80_02_01	item_clothing_vest_pre_lvl80_02_01	col_shattered_shard_unknown_02_07
armor_battle_sta_lvl20_helmet_02_01	item_clothing_vest_sta_lvl20_02_01	item_clothing_vest_sta_lvl30_02_01	item_clothing_vest_sta_lvl40_02_01	item_clothing_vest_sta_lvl50_02_01	item_clothing_vest_sta_lvl50_02_01	item_clothing_vest_sta_lvl60_02_01	item_clothing_vest_sta_lvl70_02_01	item_clothing_vest_sta_lvl80_02_01	item_clothing_vest_sta_lvl80_02_01	col_shattered_shard_unknown_02_08
armor_battle_sta_lvl20_leggings_02_01	item_clothing_vest_str_lvl20_02_01	item_clothing_vest_str_lvl30_02_01	item_clothing_vest_str_lvl40_02_01	item_clothing_vest_str_lvl50_02_01	item_clothing_vest_str_lvl50_02_01	item_clothing_vest_str_lvl60_02_01	item_clothing_vest_str_lvl70_02_01	item_clothing_vest_str_lvl80_02_01	item_clothing_vest_str_lvl80_02_01	col_shattered_shard_unknown_02_09
armor_recon_agi_lvl20_bicep_l_02_01	armor_assault_agi_lvl20_bicep_l_02_01	armor_assault_agi_lvl30_bicep_l_02_01	armor_assault_agi_lvl40_bicep_l_02_01	armor_assault_agi_lvl50_bicep_l_02_01	armor_assault_agi_lvl50_bicep_l_02_01	armor_assault_agi_lvl60_bicep_l_02_01	armor_assault_agi_lvl70_bicep_l_02_01	armor_assault_agi_lvl80_bicep_l_02_01	armor_assault_agi_lvl80_bicep_l_02_01	col_shattered_shard_unknown_02_10
armor_recon_agi_lvl20_bicep_r_02_01	armor_assault_agi_lvl20_bicep_r_02_01	armor_assault_agi_lvl30_bicep_r_02_01	armor_assault_agi_lvl40_bicep_r_02_01	armor_assault_agi_lvl50_bicep_r_02_01	armor_assault_agi_lvl50_bicep_r_02_01	armor_assault_agi_lvl60_bicep_r_02_01	armor_assault_agi_lvl70_bicep_r_02_01	armor_assault_agi_lvl80_bicep_r_02_01	armor_assault_agi_lvl80_bicep_r_02_01	col_damind_shard_02_01
armor_recon_agi_lvl20_boots_02_01	armor_assault_agi_lvl20_boots_02_01	armor_assault_agi_lvl30_boots_02_01	armor_assault_agi_lvl40_boots_02_01	armor_assault_agi_lvl50_boots_02_01	armor_assault_agi_lvl50_boots_02_01	armor_assault_agi_lvl60_boots_02_01	armor_assault_agi_lvl70_boots_02_01	armor_assault_agi_lvl80_boots_02_01	armor_assault_agi_lvl80_boots_02_01	col_damind_shard_02_02
armor_recon_agi_lvl20_bracer_l_02_01	armor_assault_agi_lvl20_bracer_l_02_01	armor_assault_agi_lvl30_bracer_l_02_01	armor_assault_agi_lvl40_bracer_l_02_01	armor_assault_agi_lvl50_bracer_l_02_01	armor_assault_agi_lvl50_bracer_l_02_01	armor_assault_agi_lvl60_bracer_l_02_01	armor_assault_agi_lvl70_bracer_l_02_01	armor_assault_agi_lvl80_bracer_l_02_01	armor_assault_agi_lvl80_bracer_l_02_01	col_damind_shard_02_03
armor_recon_agi_lvl20_bracer_r_02_01	armor_assault_agi_lvl20_bracer_r_02_01	armor_assault_agi_lvl30_bracer_r_02_01	armor_assault_agi_lvl40_bracer_r_02_01	armor_assault_agi_lvl50_bracer_r_02_01	armor_assault_agi_lvl50_bracer_r_02_01	armor_assault_agi_lvl60_bracer_r_02_01	armor_assault_agi_lvl70_bracer_r_02_01	armor_assault_agi_lvl80_bracer_r_02_01	armor_assault_agi_lvl80_bracer_r_02_01	col_damind_shard_02_04
armor_recon_agi_lvl20_chest_02_01	armor_assault_agi_lvl20_chest_02_01	armor_assault_agi_lvl30_chest_02_01	armor_assault_agi_lvl40_chest_02_01	armor_assault_agi_lvl50_chest_02_01	armor_assault_agi_lvl50_chest_02_01	armor_assault_agi_lvl60_chest_02_01	armor_assault_agi_lvl70_chest_02_01	armor_assault_agi_lvl80_chest_02_01	armor_assault_agi_lvl80_chest_02_01	col_damind_shard_02_05
armor_recon_agi_lvl20_gloves_02_01	armor_assault_agi_lvl20_gloves_02_01	armor_assault_agi_lvl30_gloves_02_01	armor_assault_agi_lvl40_gloves_02_01	armor_assault_agi_lvl50_gloves_02_01	armor_assault_agi_lvl50_gloves_02_01	armor_assault_agi_lvl60_gloves_02_01	armor_assault_agi_lvl70_gloves_02_01	armor_assault_agi_lvl80_gloves_02_01	armor_assault_agi_lvl80_gloves_02_01	col_eralam_shard_02_01
armor_recon_agi_lvl20_helmet_02_01	armor_assault_agi_lvl20_helmet_02_01	armor_assault_agi_lvl30_helmet_02_01	armor_assault_agi_lvl40_helmet_02_01	armor_assault_agi_lvl50_helmet_02_01	armor_assault_agi_lvl50_helmet_02_01	armor_assault_agi_lvl60_helmet_02_01	armor_assault_agi_lvl70_helmet_02_01	armor_assault_agi_lvl80_helmet_02_01	armor_assault_agi_lvl80_helmet_02_01	col_eralam_shard_02_02
armor_recon_agi_lvl20_leggings_02_01	armor_assault_agi_lvl20_leggings_02_01	armor_assault_agi_lvl30_leggings_02_01	armor_assault_agi_lvl40_leggings_02_01	armor_assault_agi_lvl50_leggings_02_01	armor_assault_agi_lvl50_leggings_02_01	armor_assault_agi_lvl60_leggings_02_01	armor_assault_agi_lvl70_leggings_02_01	armor_assault_agi_lvl80_leggings_02_01	armor_assault_agi_lvl80_leggings_02_01	col_eralam_shard_02_03
armor_recon_con_lvl20_bicep_l_02_01	armor_assault_con_lvl20_bicep_l_02_01	armor_assault_con_lvl30_bicep_l_02_01	armor_assault_con_lvl40_bicep_l_02_01	armor_assault_con_lvl50_bicep_l_02_01	armor_assault_con_lvl50_bicep_l_02_01	armor_assault_con_lvl60_bicep_l_02_01	armor_assault_con_lvl70_bicep_l_02_01	armor_assault_con_lvl80_bicep_l_02_01	armor_assault_con_lvl80_bicep_l_02_01	col_eralam_shard_02_04
armor_recon_con_lvl20_bicep_r_02_01	armor_assault_con_lvl20_bicep_r_02_01	armor_assault_con_lvl30_bicep_r_02_01	armor_assault_con_lvl40_bicep_r_02_01	armor_assault_con_lvl50_bicep_r_02_01	armor_assault_con_lvl50_bicep_r_02_01	armor_assault_con_lvl60_bicep_r_02_01	armor_assault_con_lvl70_bicep_r_02_01	armor_assault_con_lvl80_bicep_r_02_01	armor_assault_con_lvl80_bicep_r_02_01	col_eralam_shard_02_05
armor_recon_con_lvl20_boots_02_01	armor_assault_con_lvl20_boots_02_01	armor_assault_con_lvl30_boots_02_01	armor_assault_con_lvl40_boots_02_01	armor_assault_con_lvl50_boots_02_01	armor_assault_con_lvl50_boots_02_01	armor_assault_con_lvl60_boots_02_01	armor_assault_con_lvl70_boots_02_01	armor_assault_con_lvl80_boots_02_01	armor_assault_con_lvl80_boots_02_01	col_kasha_shard_02_01
armor_recon_con_lvl20_bracer_l_02_01	armor_assault_con_lvl20_bracer_l_02_01	armor_assault_con_lvl30_bracer_l_02_01	armor_assault_con_lvl40_bracer_l_02_01	armor_assault_con_lvl50_bracer_l_02_01	armor_assault_con_lvl50_bracer_l_02_01	armor_assault_con_lvl60_bracer_l_02_01	armor_assault_con_lvl70_bracer_l_02_01	armor_assault_con_lvl80_bracer_l_02_01	armor_assault_con_lvl80_bracer_l_02_01	col_kasha_shard_02_02
armor_recon_con_lvl20_bracer_r_02_01	armor_assault_con_lvl20_bracer_r_02_01	armor_assault_con_lvl30_bracer_r_02_01	armor_assault_con_lvl40_bracer_r_02_01	armor_assault_con_lvl50_bracer_r_02_01	armor_assault_con_lvl50_bracer_r_02_01	armor_assault_con_lvl60_bracer_r_02_01	armor_assault_con_lvl70_bracer_r_02_01	armor_assault_con_lvl80_bracer_r_02_01	armor_assault_con_lvl80_bracer_r_02_01	col_kasha_shard_02_03
armor_recon_con_lvl20_chest_02_01	armor_assault_con_lvl20_chest_02_01	armor_assault_con_lvl30_chest_02_01	armor_assault_con_lvl40_chest_02_01	armor_assault_con_lvl50_chest_02_01	armor_assault_con_lvl50_chest_02_01	armor_assault_con_lvl60_chest_02_01	armor_assault_con_lvl70_chest_02_01	armor_assault_con_lvl80_chest_02_01	armor_assault_con_lvl80_chest_02_01	col_kasha_shard_02_04
armor_recon_con_lvl20_gloves_02_01	armor_assault_con_lvl20_gloves_02_01	armor_assault_con_lvl30_gloves_02_01	armor_assault_con_lvl40_gloves_02_01	armor_assault_con_lvl50_gloves_02_01	armor_assault_con_lvl50_gloves_02_01	armor_assault_con_lvl60_gloves_02_01	armor_assault_con_lvl70_gloves_02_01	armor_assault_con_lvl80_gloves_02_01	armor_assault_con_lvl80_gloves_02_01	col_kasha_shard_02_05
armor_recon_con_lvl20_helmet_02_01	armor_assault_con_lvl20_helmet_02_01	armor_assault_con_lvl30_helmet_02_01	armor_assault_con_lvl40_helmet_02_01	armor_assault_con_lvl50_helmet_02_01	armor_assault_con_lvl50_helmet_02_01	armor_assault_con_lvl60_helmet_02_01	armor_assault_con_lvl70_helmet_02_01	armor_assault_con_lvl80_helmet_02_01	armor_assault_con_lvl80_helmet_02_01	col_luxum_shard_02_01
armor_recon_con_lvl20_leggings_02_01	armor_assault_con_lvl20_leggings_02_01	armor_assault_con_lvl30_leggings_02_01	armor_assault_con_lvl40_leggings_02_01	armor_assault_con_lvl50_leggings_02_01	armor_assault_con_lvl50_leggings_02_01	armor_assault_con_lvl60_leggings_02_01	armor_assault_con_lvl70_leggings_02_01	armor_assault_con_lvl80_leggings_02_01	armor_assault_con_lvl80_leggings_02_01	col_luxum_shard_02_02
armor_recon_lck_lvl20_bicep_l_02_01	armor_assault_lck_lvl20_bicep_l_02_01	armor_assault_lck_lvl30_bicep_l_02_01	armor_assault_lck_lvl40_bicep_l_02_01	armor_assault_lck_lvl50_bicep_l_02_01	armor_assault_lck_lvl50_bicep_l_02_01	armor_assault_lck_lvl60_bicep_l_02_01	armor_assault_lck_lvl70_bicep_l_02_01	armor_assault_lck_lvl80_bicep_l_02_01	armor_assault_lck_lvl80_bicep_l_02_01	col_luxum_shard_02_03
armor_recon_lck_lvl20_bicep_r_02_01	armor_assault_lck_lvl20_bicep_r_02_01	armor_assault_lck_lvl30_bicep_r_02_01	armor_assault_lck_lvl40_bicep_r_02_01	armor_assault_lck_lvl50_bicep_r_02_01	armor_assault_lck_lvl50_bicep_r_02_01	armor_assault_lck_lvl60_bicep_r_02_01	armor_assault_lck_lvl70_bicep_r_02_01	armor_assault_lck_lvl80_bicep_r_02_01	armor_assault_lck_lvl80_bicep_r_02_01	col_luxum_shard_02_04
armor_recon_lck_lvl20_boots_02_01	armor_assault_lck_lvl20_boots_02_01	armor_assault_lck_lvl30_boots_02_01	armor_assault_lck_lvl40_boots_02_01	armor_assault_lck_lvl50_boots_02_01	armor_assault_lck_lvl50_boots_02_01	armor_assault_lck_lvl60_boots_02_01	armor_assault_lck_lvl70_boots_02_01	armor_assault_lck_lvl80_boots_02_01	armor_assault_lck_lvl80_boots_02_01	col_luxum_shard_02_05
armor_recon_lck_lvl20_bracer_l_02_01	armor_assault_lck_lvl20_bracer_l_02_01	armor_assault_lck_lvl30_bracer_l_02_01	armor_assault_lck_lvl40_bracer_l_02_01	armor_assault_lck_lvl50_bracer_l_02_01	armor_assault_lck_lvl50_bracer_l_02_01	armor_assault_lck_lvl60_bracer_l_02_01	armor_assault_lck_lvl70_bracer_l_02_01	armor_assault_lck_lvl80_bracer_l_02_01	armor_assault_lck_lvl80_bracer_l_02_01	col_trader_eng_head_02_01
armor_recon_lck_lvl20_bracer_r_02_01	armor_assault_lck_lvl20_bracer_r_02_01	armor_assault_lck_lvl30_bracer_r_02_01	armor_assault_lck_lvl40_bracer_r_02_01	armor_assault_lck_lvl50_bracer_r_02_01	armor_assault_lck_lvl50_bracer_r_02_01	armor_assault_lck_lvl60_bracer_r_02_01	armor_assault_lck_lvl70_bracer_r_02_01	armor_assault_lck_lvl80_bracer_r_02_01	armor_assault_lck_lvl80_bracer_r_02_01	col_trader_eng_left_arm_02_01
armor_recon_lck_lvl20_chest_02_01	armor_assault_lck_lvl20_chest_02_01	armor_assault_lck_lvl30_chest_02_01	armor_assault_lck_lvl40_chest_02_01	armor_assault_lck_lvl50_chest_02_01	armor_assault_lck_lvl50_chest_02_01	armor_assault_lck_lvl60_chest_02_01	armor_assault_lck_lvl70_chest_02_01	armor_assault_lck_lvl80_chest_02_01	armor_assault_lck_lvl80_chest_02_01	col_trader_eng_left_leg_02_01
armor_recon_lck_lvl20_gloves_02_01	armor_assault_lck_lvl20_gloves_02_01	armor_assault_lck_lvl30_gloves_02_01	armor_assault_lck_lvl40_gloves_02_01	armor_assault_lck_lvl50_gloves_02_01	armor_assault_lck_lvl50_gloves_02_01	armor_assault_lck_lvl60_gloves_02_01	armor_assault_lck_lvl70_gloves_02_01	armor_assault_lck_lvl80_gloves_02_01	armor_assault_lck_lvl80_gloves_02_01	col_trader_eng_right_arm_02_01
armor_recon_lck_lvl20_helmet_02_01	armor_assault_lck_lvl20_helmet_02_01	armor_assault_lck_lvl30_helmet_02_01	armor_assault_lck_lvl40_helmet_02_01	armor_assault_lck_lvl50_helmet_02_01	armor_assault_lck_lvl50_helmet_02_01	armor_assault_lck_lvl60_helmet_02_01	armor_assault_lck_lvl70_helmet_02_01	armor_assault_lck_lvl80_helmet_02_01	armor_assault_lck_lvl80_helmet_02_01	col_trader_eng_right_leg_02_01
armor_recon_lck_lvl20_leggings_02_01	armor_assault_lck_lvl20_leggings_02_01	armor_assault_lck_lvl30_leggings_02_01	armor_assault_lck_lvl40_leggings_02_01	armor_assault_lck_lvl50_leggings_02_01	armor_assault_lck_lvl50_leggings_02_01	armor_assault_lck_lvl60_leggings_02_01	armor_assault_lck_lvl70_leggings_02_01	armor_assault_lck_lvl80_leggings_02_01	armor_assault_lck_lvl80_leggings_02_01	col_trader_eng_stand_base_02_01
