weapon_appearance_victor_baton_gaderiffi	object/weapon/melee/baton/victor_baton_gaderiffi.iff		
weapon_appearance_wookiee_knuckler	object/weapon/melee/special/ep3/wookiee_knuckler.iff		
weapon_core_heavy_advanced	object/tangible/component/weapon/core/weapon_core_heavy_advanced.iff	profession_wheel	
weapon_core_heavy_standard	object/tangible/component/weapon/core/weapon_core_heavy_standard.iff	profession_wheel
weapon_core_melee_advanced	object/tangible/component/weapon/core/weapon_core_melee_advanced.iff	profession_wheel
weapon_core_melee_basic	object/tangible/component/weapon/core/weapon_core_melee_basic.iff	profession_wheel
weapon_core_melee_standard	object/tangible/component/weapon/core/weapon_core_melee_standard.iff	profession_wheel
weapon_core_ranged_advanced	object/tangible/component/weapon/core/weapon_core_ranged_advanced.iff	profession_wheel
weapon_core_ranged_basic	object/tangible/component/weapon/core/weapon_core_ranged_basic.iff	profession_wheel
weapon_core_ranged_standard	object/tangible/component/weapon/core/weapon_core_ranged_standard.iff	profession_wheel
weapon_power_bit	object/tangible/component/weapon/new_weapon/power_bit.iff	profession_wheel
weapon_appearance_rifle_deathtroopers	object/weapon/ranged/rifle/rifle_deathtroopers.iff	
