entry_type	type	schematic_name	schematic_description	crafting_script	items_per_container	crafting_type	slots	xp_type	volume	crafted_object_template	crafted_object_template_hash	complexity	xp	hit_points_low	hit_points_high	min_damage_low	min_damage_high	max_damage_low	max_damage_high	accuracy_low	accuracy_high	damage_type	elemental_type	elemental_value_low	elemental_value_high	attack_speed_low	attack_speed_high	wound_chance_low	wound_chance_high	special_attack_cost_low	special_attack_cost_high	min_range_distance	max_range_distance	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count	slot_appearance	exports_to	gasQuality_min_low	gasQuality_min_high	gasQuality_max_low	gasQuality_max_high	coreLevel_min	coreLevel_max	powerBit_type_min	powerBit_type_max	powerBit_min	powerBit_max	coreQuality_min_low	coreQuality_min_high	coreQuality_max_low	coreQuality_max_high	componentBonus_min_low	componentBonus_min_high	componentBonus_max_low	componentBonus_max_high	meleeComponentQuality_min_low	meleeComponentQuality_min_high	meleeComponentQuality_max_low	meleeComponentQuality_max_high	appearanceBonus_min_low	appearanceBonus_min_high	appearanceBonus_max_low	appearanceBonus_max_high
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_disrupter_dxr6		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_dxr6.iff	object/weapon/ranged/carbine/carbine_dxr6.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	aluminum_titanium	130																												
slot																																		resource	0	receiver_assembly	copper_platinite	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	directional	weapon_appearance_rifle_flame_thrower		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	8	weapon_crafting		object/weapon/ranged/rifle/rifle_flame_thrower.iff	object/weapon/ranged/rifle/rifle_flame_thrower.iff	40	120	800	1100	0	0	0	0	0	0	energy	heat	-1	-1	directional	directional	1	1	100	100		20							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	130																												
slot																																		resource	0	receiver_assembly	iron	70																												
slot																																		resource	0	grip_assembly	petrochem_inert	28																												
slot																																		resource	0	ignition_pulse_generator	fuel_petrochem_liquid	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	directional	weapon_appearance_quest_rifle_flame_thrower		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/rifle/quest_rifle_flame_thrower.iff	object/weapon/ranged/rifle/quest_rifle_flame_thrower.iff	40	450	800	1100	0	0	0	0	0	0	energy	heat	-1	-1	directional	directional	1	1	100	100		20							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	130																												
slot																																		resource	0	receiver_assembly	iron	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		resource	0	ignition_pulse_generator	fuel_petrochem_liquid	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_lightning		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	10	weapon_crafting		object/weapon/ranged/rifle/rifle_lightning.iff	object/weapon/ranged/rifle/rifle_lightning.iff	40	120	800	1100	0	0	0	0	0	0	energy	electric	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	130																												
slot																																		resource	0	receiver_assembly	iron	70																												
slot																																		resource	0	conduction_mass	copper	28																												
slot																																		resource	0	pulse_insulator	ore_siliclastic	45																												
slot																																		resource	0	shock_buffer	petrochem_inert	150																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_quest_rifle_lightning		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	10	weapon_crafting		object/weapon/ranged/rifle/quest_rifle_lightning.iff	object/weapon/ranged/rifle/quest_rifle_lightning.iff	40	450	800	1100	0	0	0	0	0	0	energy	electric	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	130																												
slot																																		resource	0	receiver_assembly	iron	70																												
slot																																		resource	0	conduction_mass	copper	28																												
slot																																		resource	0	pulse_insulator	ore_siliclastic	45																												
slot																																		resource	0	shock_buffer	petrochem_inert	150																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_dh17_carbine		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_dh17.iff	object/weapon/ranged/carbine/carbine_dh17.iff	16	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal_ferrous	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_dh17_carbine_black		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_dh17_black.iff	object/weapon/ranged/carbine/carbine_dh17_black.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal_ferrous	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_dh17_carbine_snubnose		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_dh17_snubnose.iff	object/weapon/ranged/carbine/carbine_dh17_snubnose.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal_ferrous	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_e11_carbine		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_e11.iff	object/weapon/ranged/carbine/carbine_e11.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_plumbum	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_e11_carbine_quest		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_e11_quest.iff	object/weapon/ranged/carbine/carbine_e11_quest.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_plumbum	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_e11_carbine_victor		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_e11_victor_quest.iff	object/weapon/ranged/carbine/carbine_e11_victor_quest.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_plumbum	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_ee3		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_ee3.iff	object/weapon/ranged/carbine/carbine_ee3.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_kammris	100																												
slot																																		resource	0	receiver_assembly	steel	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_imperial_scout_carbine		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_elite.iff	object/weapon/ranged/carbine/carbine_elite.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_ditanium	100																												
slot																																		resource	0	receiver_assembly	iron_polonium	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_rifle_light_blaster_laser_carbine		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_laser.iff	object/weapon/ranged/carbine/carbine_laser.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	aluminum_linksteel	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_projectile_tusken		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_tusken.iff	object/weapon/ranged/rifle/rifle_tusken.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_victor_projectile_tusken		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_victor_tusken.iff	object/weapon/ranged/rifle/rifle_victor_tusken.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_quest_rifle_projectile_tusken		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/tangible/loot/quest/rifle_quest_tusken.iff	object/tangible/loot/quest/rifle_quest_tusken.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_sonic_sg82		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_sg82.iff	object/weapon/ranged/rifle/rifle_sg82.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	copper_codoan	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_spray_stick_stohli		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_spraystick.iff	object/weapon/ranged/rifle/rifle_spraystick.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	aluminum_chromium	100																												
slot																																		resource	0	receiver_assembly	copper_polysteel	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_rifle_tangle_gun7		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_tangle.iff	object/weapon/ranged/pistol/pistol_tangle.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	copper_codoan	100																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_tenloss_disrupter		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/rifle/rifle_tenloss_dxr6_disruptor_loot.iff	object/weapon/ranged/rifle/rifle_tenloss_dxr6_disruptor_loot.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	aluminum_titanium	100																												
slot																																		resource	0	receiver_assembly	copper_platinite	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
slot																																		template	0	geonosian_power_cube_base	object/tangible/component/weapon/geonosian_power_cube_base.iff	1																												
weapon	melee	weapon_appearance_staff		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	2	weapon_crafting		object/weapon/melee/polearm/lance_staff_wood_s1.iff	object/weapon/melee/polearm/lance_staff_wood_s1.iff	16	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	staff_shaft	wood	45																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_staff_janta		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	4	weapon_crafting		object/weapon/melee/polearm/lance_staff_janta.iff	object/weapon/melee/polearm/lance_staff_janta.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	staff_shaft	wood	45																												
slot																																		resource	0	flex_core	metal	10																												
slot																																		resource	0	impact_face	metal_ferrous	5																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_staff_metal		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	5	weapon_crafting		object/weapon/melee/polearm/lance_staff_metal.iff	object/weapon/melee/polearm/lance_staff_metal.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	staff_shaft	metal	35																												
slot																																		resource	0	flex_core	metal	10																												
slot																																		resource	0	balance_tabs	mineral	14																												
slot																																		resource	0	impact_face	metal	3																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_staff_reinforced		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	5	weapon_crafting		object/weapon/melee/polearm/lance_staff_wood_s2.iff	object/weapon/melee/polearm/lance_staff_wood_s2.iff	16	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	staff_shaft	metal	35																												
slot																																		resource	0	flex_core	metal	10																												
slot																																		resource	0	balance_tabs	mineral	14																												
slot																																		resource	0	impact_face	metal_ferrous	3																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_01.iff	object/weapon/melee/sword/sword_01.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	metal	60																												
slot																																		resource	0	grip	petrochem_inert	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_rantok		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_rantok.iff	object/weapon/melee/sword/sword_rantok.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	metal	60																												
slot																																		resource	0	grip	petrochem_inert	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_nyax		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_nyax.iff	object/weapon/melee/sword/sword_nyax.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	metal	60																												
slot																																		resource	0	grip	petrochem_inert	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_curved		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_02.iff	object/weapon/melee/sword/sword_02.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_curved_nyax		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_curved_nyax.iff	object/weapon/melee/sword/sword_curved_nyax.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
