entry_type	schematic_name	schematic_description	crafting_script	items_per_container	crafting_type	slots	xp_type	volume	crafted_object_template	crafted_object_template_hash	complexity	xp	hit_points_low	hit_points_high	min_damage_low	min_damage_high	max_damage_low	max_damage_high	min_damage_low_cap	min_damage_high_cap	max_damage_low_cap	max_damage_high_cap	accuracy_low	accuracy_high	damage_type	elemental_type	elemental_value_low	elemental_value_high	attack_speed_low	attack_speed_high	tier_granted	wound_chance_low	wound_chance_high	special_attack_cost_low	special_attack_cost_high	min_range_distance	max_range_distance	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count	slot_appearance	schematic_conversion	crc_schematic_name
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_light_blaster_dh17_carbine		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_dh17.iff	object/weapon/ranged/carbine/carbine_dh17.iff	8	60	800	1100	30	60	90	120	30	60	90	120	0	0	energy				60	60	3	1	1	100	100	0	40								object/draft_schematic/weapon/rifle_light_blaster_dh17_carbine.iff
slot																																						resource	0	frame_assembly	metal	30			
slot																																						resource	0	receiver_assembly	metal_ferrous	15			
slot																																						resource	0	grip_assembly	metal	7			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	1			
slot																																						template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel.iff	1			
weapon	rifle_light_blaster_dh17_carbine_black		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_dh17_black.iff	object/weapon/ranged/carbine/carbine_dh17_black.iff	8	60	800	1100	30	60	90	120	30	60	90	120	0	0	energy				60	60	3	1	1	100	100	0	30								object/draft_schematic/weapon/rifle_light_blaster_dh17_carbine_black.iff
slot																																						resource	0	frame_assembly	metal	75			
slot																																						resource	0	receiver_assembly	metal_ferrous	45			
slot																																						resource	0	grip_assembly	metal	30			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	1			
slot																																						template	0	barrel	object/tangible/component/weapon/blaster_rifle_barrel.iff	1			
weapon	rifle_light_blaster_dh17_carbine_snubnose		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_dh17_snubnose.iff	object/weapon/ranged/carbine/carbine_dh17_snubnose.iff	21	120	800	1100	60	120	180	240	60	120	180	240	0	0	energy				60	60	5	1	1	100	100	0	35								object/draft_schematic/weapon/rifle_light_blaster_dh17_carbine_snubnose.iff
slot																																						resource	0	frame_assembly	metal	30			
slot																																						resource	0	receiver_assembly	metal_ferrous	15			
slot																																						resource	0	grip_assembly	metal	7			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	1			
slot																																						template	0	barrel	object/tangible/component/weapon/blaster_rifle_barrel.iff	1			
weapon	rifle_light_blaster_e11_carbine		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_e11.iff	object/weapon/ranged/carbine/carbine_e11.iff	26	214	800	1100	94	188	282	375	94	188	282	375	0	0	energy				60	60	7	1	1	100	100	0	40								object/draft_schematic/weapon/rifle_light_blaster_e11_carbine.iff
slot																																						resource	0	frame_assembly	iron_plumbum	40			
slot																																						resource	0	receiver_assembly	metal_ferrous	20			
slot																																						resource	0	grip_assembly	metal	9			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	1			
slot																																						template	0	barrel	object/tangible/component/weapon/blaster_rifle_barrel.iff	1			
weapon	rifle_light_blaster_e11_carbine_quest		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	6	weapon_crafting	1	object/weapon/ranged/carbine/carbine_e11_quest.iff	object/weapon/ranged/carbine/carbine_e11_quest.iff	26	214	800	1100	94	188	282	375	94	188	282	375	0	0	energy				60	60	7	1	1	100	100	0	40								object/draft_schematic/weapon/rifle_light_blaster_e11_carbine_quest.iff
slot																																						resource	0	frame_assembly	iron_plumbum	40			
slot																																						resource	0	receiver_assembly	metal_ferrous	20			
slot																																						resource	0	grip_assembly	metal	9			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	1			
slot																																						template	0	barrel	object/tangible/component/weapon/blaster_rifle_barrel.iff	1			
slot																																						resource	0	inducer	copper_diatium	10			
weapon	rifle_light_blaster_e11_carbine_victor		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	6	weapon_crafting	1	object/weapon/ranged/carbine/carbine_e11_victor_quest.iff	object/weapon/ranged/carbine/carbine_e11_victor_quest.iff	26	214	800	1100	94	188	282	375	94	188	282	375	0	0	energy				60	60	7	1	1	100	100	0	40								object/draft_schematic/weapon/rifle_light_blaster_e11_carbine_victor.iff
slot																																						resource	0	frame_assembly	iron_plumbum	80			
slot																																						resource	0	receiver_assembly	metal_ferrous	40			
slot																																						resource	0	grip_assembly	metal	25			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	1			
slot																																						template	0	barrel	object/tangible/component/weapon/blaster_rifle_barrel.iff	1			
slot																																						resource	0	inducer	copper_diatium	30			
weapon	rifle_light_blaster_ee3		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_ee3.iff	object/weapon/ranged/carbine/carbine_ee3.iff	28	261	800	1100	112	225	338	450	112	225	338	450	0	0	energy				60	60	8	1	1	100	100	0	50								object/draft_schematic/weapon/rifle_light_blaster_ee3.iff
slot																																						resource	0	frame_assembly	iron_kammris	50			
slot																																						resource	0	receiver_assembly	steel	25			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_light_blaster_imperial_scout_carbine		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_elite.iff	object/weapon/ranged/carbine/carbine_elite.iff	36	450	800	1100	187	375	563	750	187	375	563	750	0	0	energy				60	60	12	1	1	100	100	0	50								object/draft_schematic/weapon/rifle_light_blaster_imperial_scout_carbine.iff
slot																																						resource	0	frame_assembly	steel_ditanium	65			
slot																																						resource	0	receiver_assembly	iron_polonium	25			
slot																																						resource	0	grip_assembly	metal	12			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_light_blaster_laser_carbine		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_laser.iff	object/weapon/ranged/carbine/carbine_laser.iff	34	402	800	1100	169	338	507	675	169	338	507	675	0	0	energy	heat	12	35	60	60	11	1	1	100	100	0	50								object/draft_schematic/weapon/rifle_light_blaster_laser_carbine.iff
slot																																						resource	0	frame_assembly	aluminum_linksteel	50			
slot																																						resource	0	receiver_assembly	metal_nonferrous	30			
slot																																						resource	0	grip_assembly	metal	12			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_projectile_tusken		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/rifle/rifle_tusken.iff	object/weapon/ranged/rifle/rifle_tusken.iff	32	355	800	1100	200	400	600	800	200	400	600	800	0	0	kinetic				80	80	10	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_projectile_tusken.iff
slot																																						resource	0	frame_assembly	iron	35			
slot																																						resource	0	receiver_assembly	metal_ferrous	14			
slot																																						resource	0	grip_assembly	metal	7			
slot																																						template	0	feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	3			
slot																																						template	0	barrel_rifle_projectile_advanced	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	1			
weapon	rifle_victor_projectile_tusken		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/rifle/rifle_victor_tusken.iff	object/weapon/ranged/rifle/rifle_victor_tusken.iff	32	355	800	1100	200	400	600	800	200	400	600	800	0	0	kinetic				80	80	10	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_victor_projectile_tusken.iff
slot																																						resource	0	frame_assembly	iron	75			
slot																																						resource	0	receiver_assembly	metal_ferrous	35			
slot																																						resource	0	grip_assembly	metal	25			
slot																																						template	0	feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	3			
slot																																						template	0	barrel_rifle_projectile_advanced	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	1			
weapon	quest_rifle_projectile_tusken		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/tangible/loot/quest/rifle_quest_tusken.iff	object/tangible/loot/quest/rifle_quest_tusken.iff	32	355	800	1100	200	400	600	800	200	400	600	800	0	0	kinetic				80	80	10	1	1	100	100	0	65								object/draft_schematic/weapon/quest_rifle_projectile_tusken.iff
slot																																						resource	0	frame_assembly	iron	100			
slot																																						resource	0	receiver_assembly	metal_ferrous	40			
slot																																						resource	0	grip_assembly	metal	40			
slot																																						template	0	feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	3			
slot																																						template	0	barrel_rifle_projectile_advanced	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	1			
weapon	rifle_sonic_sg82		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	4	object/weapon/ranged/rifle/rifle_sg82.iff	object/weapon/ranged/rifle/rifle_sg82.iff	21	120	800	1100	80	160	240	320	80	160	240	320	0	0	energy				80	80	5	1	1	100	100	0	40								object/draft_schematic/weapon/rifle_sonic_sg82.iff
slot																																						resource	0	frame_assembly	copper_codoan	40			
slot																																						resource	0	receiver_assembly	metal_nonferrous	20			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	2			
slot																																						template	0	firing_mechanism	object/tangible/component/item/electronic_control_unit.iff	2			
weapon	rifle_spray_stick_stohli		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	6	weapon_crafting	3	object/weapon/ranged/rifle/rifle_spraystick.iff	object/weapon/ranged/rifle/rifle_spraystick.iff	26	214	800	1100	125	250	375	500	125	250	375	500	0	0	kinetic	heat	8	30	80	80	7	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_spray_stick_stohli.iff
slot																																						resource	0	frame_assembly	aluminum_chromium	45			
slot																																						resource	0	receiver_assembly	copper_polysteel	20			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	chemical_dispersion_controller	object/tangible/component/weapon/chemical_dispersion_mechanism.iff	2			
slot																																						template	0	cartridge_feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	1			
slot																																						template	0	firing_mechanism	object/tangible/component/item/electronic_control_unit.iff	2			
weapon	rifle_tangle_gun7		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	6	weapon_crafting	2	object/weapon/ranged/pistol/pistol_tangle.iff	object/weapon/ranged/pistol/pistol_tangle.iff	30	308	800	1100	87	175	263	350	87	175	263	350	0	0	kinetic				40	40	9	1	1	100	100	0	35								object/draft_schematic/weapon/rifle_tangle_gun7.iff
slot																																						resource	0	frame_assembly	copper_codoan	55			
slot																																						resource	0	receiver_assembly	metal_nonferrous	20			
slot																																						resource	0	grip_assembly	metal	7			
slot																																						template	0	barrel_rifle_projectile_advanced	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	1			
slot																																						template	0	cartridge_feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	1			
slot																																						template	0	firing_mechanism	object/tangible/component/item/electronic_control_unit.iff	2			
weapon	rifle_tenloss_disrupter		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	6	weapon_crafting	1	object/weapon/ranged/rifle/rifle_tenloss_dxr6_disruptor_loot.iff	object/weapon/ranged/rifle/rifle_tenloss_dxr6_disruptor_loot.iff	32	355	800	1100	200	400	600	800	200	400	600	800	0	0	energy				80	80	10	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_tenloss_disrupter.iff
slot																																						resource	0	frame_assembly	aluminum_titanium	100			
slot																																						resource	0	receiver_assembly	copper_platinite	40			
slot																																						resource	0	grip_assembly	aluminum_duralumin	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
slot																																						template	0	power_supply	object/tangible/component/weapon/geonosian_power_cube_base.iff	2			
weapon	staff		systems.crafting.weapon.crafting_staff_artisan_weapon	25	weapon	1	crafting	3	object/weapon/melee/polearm/lance_staff_wood_s1.iff	object/weapon/melee/polearm/lance_staff_wood_s1.iff	8	42	800	1100	14	29	44	58	14	29	44	58	0	0	kinetic				100	100	1	1	1	100	100	0	4								object/draft_schematic/weapon/staff.iff
slot																																						resource	0	staff_shaft	wood	16			
weapon	staff_janta		systems.crafting.weapon.crafting_staff_artisan_weapon	25	weapon	3	crafting	3	object/weapon/melee/polearm/lance_staff_janta.iff	object/weapon/melee/polearm/lance_staff_janta.iff	8	60	800	1100	55	109	163	217	55	109	163	217	0	0	kinetic				100	100	3	1	1	100	100	0	4								object/draft_schematic/weapon/staff_janta.iff
slot																																						resource	0	staff_shaft	wood	15			
slot																																						resource	0	flex_core	metal	10			
slot																																						resource	0	impact_face	metal_ferrous	5			
weapon	staff_metal		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	4	weapon_crafting	4	object/weapon/melee/polearm/lance_staff_metal.iff	object/weapon/melee/polearm/lance_staff_metal.iff	16	85	800	1100	78	156	234	311	78	156	234	311	0	0	kinetic				100	100	4	1	1	100	100	0	4								object/draft_schematic/weapon/staff_metal.iff
slot																																						resource	0	staff_shaft	metal	15			
slot																																						resource	0	flex_core	metal	10			
slot																																						resource	0	balance_tabs	mineral	14			
slot																																						resource	0	impact_face	metal	3			
weapon	staff_reinforced		systems.crafting.weapon.crafting_staff_artisan_weapon	25	weapon	4	crafting	3	object/weapon/melee/polearm/lance_staff_wood_s2.iff	object/weapon/melee/polearm/lance_staff_wood_s2.iff	8	60	800	1100	55	109	163	217	55	109	163	217	0	0	kinetic				100	100	3	1	1	100	100	0	4								object/draft_schematic/weapon/staff_reinforced.iff
slot																																						resource	0	staff_shaft	wood	15			
slot																																						resource	0	flex_core	metal	10			
slot																																						resource	0	balance_tabs	mineral	10			
slot																																						resource	0	impact_face	metal_ferrous	5			
weapon	sword		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	2	object/weapon/melee/sword/sword_01.iff	object/weapon/melee/sword/sword_01.iff	8	60	800	1100	55	109	163	217	55	109	163	217	0	0	kinetic				100	100	3	1	1	100	100	0	4								object/draft_schematic/weapon/sword.iff
slot																																						resource	0	sword_core_jacket	metal	18			
slot																																						resource	0	grip	petrochem_inert	5			
slot																																						template	0	jacketed_sword_core	object/tangible/component/weapon/sword_core.iff	1			
weapon	sword_rantok		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	2	object/weapon/melee/sword/sword_rantok.iff	object/weapon/melee/sword/sword_rantok.iff	28	261	800	1100	195	389	583	777	195	389	583	777	0	0	kinetic				100	100	8	1	1	100	100	0	4								object/draft_schematic/weapon/sword_rantok.iff
slot																																						resource	0	sword_core_jacket	metal	45			
slot																																						resource	0	grip	petrochem_inert	60			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	sword_nyax		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	2	object/weapon/melee/sword/sword_nyax.iff	object/weapon/melee/sword/sword_nyax.iff	28	261	800	1100	195	389	583	777	195	389	583	777	0	0	kinetic				100	100	8	1	1	100	100	0	4								object/draft_schematic/weapon/sword_nyax.iff
slot																																						resource	0	sword_core_jacket	metal	30			
slot																																						resource	0	grip	petrochem_inert	10			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	sword_curved		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_02.iff	object/weapon/melee/sword/sword_02.iff	26	214	800	1100	159	319	479	638	159	319	479	638	0	0	kinetic				100	100	7	1	1	100	100	0	4								object/draft_schematic/weapon/sword_curved.iff
slot																																						resource	0	sword_core_jacket	steel	34			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core	object/tangible/component/weapon/sword_core.iff	1			
weapon	sword_curved_nyax		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_curved_nyax.iff	object/weapon/melee/sword/sword_curved_nyax.iff	32	355	800	1100	263	527	791	1054	263	527	791	1054	0	0	kinetic				100	100	10	1	1	100	100	0	4								object/draft_schematic/weapon/sword_curved_nyax.iff
slot																																						resource	0	sword_core_jacket	steel	50			
slot																																						resource	0	grip	petrochem_inert_polymer	22			
slot																																						template	0	jacketed_sword_core	object/tangible/component/weapon/sword_core.iff	2			
weapon	sword_ryyk_blade		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_blade_ryyk.iff	object/weapon/melee/sword/sword_blade_ryyk.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/sword_ryyk_blade.iff
slot																																						resource	0	sword_core_jacket	iron	42			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	component/blade_vibro_unit		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	3	weapon_crafting	3	object/tangible/component/weapon/vibro_unit.iff	object/tangible/component/weapon/vibro_unit.iff	25	50	30	300																															object/draft_schematic/weapon/component/blade_vibro_unit.iff
slot																																						resource	0	module_housing	steel	15			
slot																																						resource	0	ultrasonic_vibration_generator	fuel_petrochem_solid	10			
slot																																						resource	0	conductive_circuits	copper	8			
weapon	component/blade_vibro_unit_advanced		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	3	weapon_crafting	3	object/tangible/component/weapon/vibro_unit_advanced.iff	object/tangible/component/weapon/vibro_unit_advanced.iff	30	75	30	600																															object/draft_schematic/weapon/component/blade_vibro_unit_advanced.iff
slot																																						resource	0	module_housing	copper_desh	25			
slot																																						resource	0	ultrasonic_vibration_generator	petrochem_fuel_solid_type3	15			
slot																																						resource	0	conductive_circuits	copper_platinite	13			
weapon	component/vibro_unit_nightsister		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	3	weapon_crafting	3	object/tangible/component/weapon/vibro_unit_advanced.iff	object/tangible/component/weapon/vibro_unit_advanced.iff	30	100	30	600																															object/draft_schematic/weapon/component/vibro_unit_nightsister.iff
slot																																						resource	0	module_housing	copper_desh	25			
slot																																						resource	0	ultrasonic_vibration_generator	petrochem_fuel_solid_type3	15			
slot																																						resource	0	conductive_circuits	copper_platinite	13			
weapon	component/blaster_pistol_barrel		systems.crafting.weapon.component.crafting_blaster_pistol_barrel_component	25	weapon	5	weapon_crafting	2	object/tangible/component/weapon/blaster_pistol_barrel.iff	object/tangible/component/weapon/blaster_pistol_barrel.iff	20	60	30	300																															object/draft_schematic/weapon/component/blaster_pistol_barrel.iff
slot																																						resource	0	emitter_nozzle	metal	10			
slot																																						resource	0	actuating_blaster_module	metal	8			
slot																																						resource	0	barrel_to_receiver_coupling	metal	6			
slot																																						resource	0	prismatic_crystal	gemstone	1			
slot																																						resource	0	barrel_shroud	metal	3			
weapon	component/blaster_pistol_barrel_advanced		systems.crafting.weapon.component.crafting_blaster_pistol_barrel_component	25	weapon	5	weapon_crafting	2	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	20	60	30	600																															object/draft_schematic/weapon/component/blaster_pistol_barrel_advanced.iff
slot																																						resource	0	emitter_nozzle	steel_rhodium	17			
slot																																						resource	0	actuating_blaster_module	steel_duralloy	14			
slot																																						resource	0	barrel_to_receiver_coupling	metal	10			
slot																																						resource	0	prismatic_crystal	armophous_ryll	3			
slot																																						resource	0	barrel_shroud	metal	6			
weapon	component/blaster_power_handler		systems.crafting.weapon.component.crafting_power_handler_component	25	weapon	5	weapon_crafting	3	object/tangible/component/weapon/blaster_power_handler.iff	object/tangible/component/weapon/blaster_power_handler.iff	20	50	30	300																															object/draft_schematic/weapon/component/blaster_power_handler.iff
slot																																						resource	0	module_assembly	petrochem_inert	5			
slot																																						resource	0	xciter_circuitry	copper	3			
slot																																						resource	0	circuitry_substrate	ore	3			
slot																																						resource	0	gas_containment_unit	metal	5			
slot																																						resource	0	reactant_source	gas_reactive	10			
weapon	component/blaster_power_handler_advanced		systems.crafting.weapon.component.crafting_power_handler_component	25	weapon	5	weapon_crafting	3	object/tangible/component/weapon/blaster_power_handler_advanced.iff	object/tangible/component/weapon/blaster_power_handler_advanced.iff	20	50	30	600																															object/draft_schematic/weapon/component/blaster_power_handler_advanced.iff
slot																																						resource	0	module_assembly	petrochem_inert_polymer	10			
slot																																						resource	0	xciter_circuitry	copper_diatium	5			
slot																																						resource	0	circuitry_substrate	ore_carbonate_ostrine	5			
slot																																						resource	0	gas_containment_unit	aluminum_phrik	8			
slot																																						resource	0	reactant_source	gas_reactive_irolunn	16			
weapon	component/blaster_rifle_barrel		systems.crafting.weapon.component.crafting_blaster_rifle_barrel_component	25	weapon	5	weapon_crafting	3	object/tangible/component/weapon/blaster_rifle_barrel.iff	object/tangible/component/weapon/blaster_rifle_barrel.iff	22	115	30	300																															object/draft_schematic/weapon/component/blaster_rifle_barrel.iff
slot																																						resource	0	emitter_nozzle	metal	25			
slot																																						resource	0	actuating_blaster_module	metal	12			
slot																																						resource	0	barrel_to_receiver_coupling	metal	10			
slot																																						resource	0	prismatic_crystal	gemstone_crystalline	5			
slot																																						resource	0	barrel_shroud	metal	6			
weapon	component/blaster_rifle_barrel_advanced		systems.crafting.weapon.component.crafting_blaster_rifle_barrel_component	25	weapon	5	weapon_crafting	3	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	22	115	30	600																															object/draft_schematic/weapon/component/blaster_rifle_barrel_advanced.iff
slot																																						resource	0	emitter_nozzle	steel_rhodium	40			
slot																																						resource	0	actuating_blaster_module	steel_duralloy	19			
slot																																						resource	0	barrel_to_receiver_coupling	steel_duranium	17			
slot																																						resource	0	prismatic_crystal	armophous_ryll	8			
slot																																						resource	0	barrel_shroud	metal	9			
weapon	component/chemical_dispersion_mechanism		systems.crafting.weapon.component.crafting_chem_dispersion_component	25	weapon	3	weapon_crafting	1	object/tangible/component/weapon/chemical_dispersion_mechanism.iff	object/tangible/component/weapon/chemical_dispersion_mechanism.iff	15	50																																	object/draft_schematic/weapon/component/chemical_dispersion_mechanism.iff
slot																																						resource	0	chemical_barrel_coupling	steel	14			object/draft_schematic/weapon/.iff
slot																																						resource	0	emitter_nozzle	metal_nonferrous	5			
slot																																						resource	0	sealant_gaskets	petrochem_inert_polymer	5			
weapon	component/chemical_dispersion_mechanism_advanced		systems.crafting.weapon.component.crafting_chem_dispersion_component	25	weapon	3	weapon_crafting	1	object/tangible/component/weapon/chemical_dispersion_mechanism_advanced.iff	object/tangible/component/weapon/chemical_dispersion_mechanism_advanced.iff	15	50																																	object/draft_schematic/weapon/component/chemical_dispersion_mechanism_advanced.iff
slot																																						resource	0	chemical_barrel_coupling	steel_carbonite	22			
slot																																						resource	0	emitter_nozzle	aluminum_linksteel	10			
slot																																						resource	0	sealant_gaskets	petrochem_inert_polymer	5			
weapon	component/projectile_feed_mechanism		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	2	weapon_crafting	2	object/tangible/component/weapon/projectile_feed_mechanism.iff	object/tangible/component/weapon/projectile_feed_mechanism.iff	10	35	30	300																															object/draft_schematic/weapon/component/projectile_feed_mechanism.iff
slot																																						resource	0	cartridge_feed_mechanism	steel	10			
slot																																						resource	0	feed_tray_and_frame	metal	7			
weapon	component/projectile_feed_mechanism_advanced		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	2	weapon_crafting	2	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	10	35	30	600																															object/draft_schematic/weapon/component/projectile_feed_mechanism_advanced.iff
slot																																						resource	0	cartridge_feed_mechanism	steel_quadranium	20			
slot																																						resource	0	feed_tray_and_frame	iron_axidite	12			
weapon	component/projectile_pistol_barrel		systems.crafting.weapon.component.crafting_projectile_barrel_component	25	weapon	2	weapon_crafting	1	object/tangible/component/weapon/projectile_pistol_barrel.iff	object/tangible/component/weapon/projectile_pistol_barrel.iff	4	50	30	300																															object/draft_schematic/weapon/component/projectile_pistol_barrel.iff
slot																																						resource	0	lining	steel	16			
slot																																						resource	0	bore	metal	10			
weapon	component/projectile_pistol_barrel_advanced		systems.crafting.weapon.component.crafting_projectile_barrel_component	25	weapon	2	weapon_crafting	1	object/tangible/component/weapon/projectile_pistol_barrel_advanced.iff	object/tangible/component/weapon/projectile_pistol_barrel_advanced.iff	4	50	30	600																															object/draft_schematic/weapon/component/projectile_pistol_barrel_advanced.iff
slot																																						resource	0	lining	steel_duralloy	29			
slot																																						resource	0	bore	iron_plumbum	17			
weapon	component/projectile_rifle_barrel		systems.crafting.weapon.component.crafting_projectile_barrel_component	25	weapon	2	weapon_crafting	1	object/tangible/component/weapon/projectile_rifle_barrel.iff	object/tangible/component/weapon/projectile_rifle_barrel.iff	5	90	30	300																															object/draft_schematic/weapon/component/projectile_rifle_barrel.iff
slot																																						resource	0	lining	steel	31			
slot																																						resource	0	bore	metal	15			
weapon	component/projectile_rifle_barrel_advanced		systems.crafting.weapon.component.crafting_projectile_barrel_component	25	weapon	2	weapon_crafting	1	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	5	90	30	600																															object/draft_schematic/weapon/component/projectile_rifle_barrel_advanced.iff
slot																																						resource	0	lining	steel_quadranium	50			
slot																																						resource	0	bore	iron_axidite	26			
weapon	component/reinforcement_core		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	1	weapon_crafting	1	object/tangible/component/weapon/reinforcement_core.iff	object/tangible/component/weapon/reinforcement_core.iff	5	25	30	300																															object/draft_schematic/weapon/component/reinforcement_core.iff
slot																																						resource	0	sword_core	metal	12			
weapon	component/reinforcement_core_advanced		systems.crafting.weapon.component.crafting_blade_vibro_component	25	weapon	1	weapon_crafting	1	object/tangible/component/weapon/reinforcement_core_advanced.iff	object/tangible/component/weapon/reinforcement_core_advanced.iff	5	25	30	600																															object/draft_schematic/weapon/component/reinforcement_core_advanced.iff
slot																																						resource	0	reinforcement_core	steel_ditanium	25			
