entry_type	schematic_name	schematic_description	crafting_script	items_per_container	slots	complexity	xp	xp_type	volume	crafted_object_template	layer_index	level	category	condition_multiplier	no_crit_fail	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count
slot																resource	0	armor_core_frame	metal	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
final	armor_appearance_bounty_hunter_crafted_chest		systems.crafting.armor.component.crafting_new_armor_final	0	9	15	150	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_chest_plate.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	50
slot																resource	0	armor_core_frame	metal	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	3
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
slot																template	1	power_bit	object/tangible/component/armor/power_bit.iff	1
final	armor_appearance_bounty_hunter_crafted_leggings		systems.crafting.armor.component.crafting_new_armor_final	0	8	15	125	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_leggings.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	45
slot																resource	0	armor_core_frame	metal	45
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bounty_hunter_crafted_helmet		systems.crafting.armor.component.crafting_new_armor_final	0	8	15	110	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_helmet.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	40
slot																resource	0	armor_core_frame	metal	40
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bounty_hunter_crafted_bicep_l		systems.crafting.armor.component.crafting_new_armor_final	0	8	15	75	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bicep_l.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bounty_hunter_crafted_bicep_r		systems.crafting.armor.component.crafting_new_armor_final	0	8	15	75	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bicep_r.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bounty_hunter_crafted_bracer_l		systems.crafting.armor.component.crafting_new_armor_final	0	8	15	70	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bracer_l.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bounty_hunter_crafted_bracer_r		systems.crafting.armor.component.crafting_new_armor_final	0	8	15	70	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_bracer_r.iff			assault	2.75						
slot																resource	0	appearance_fragments	petrochem_inert_polymer	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
clothing	armor_appearance_bounty_hunter_crafted_gloves		systems.crafting.armor.crafting_armor_nostats	0	4	15	25	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_gloves.iff										
slot																resource	0	appearance_fragments	petrochem_inert_polymer	15
slot																resource	0	armor_core_frame	metal	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
clothing	armor_appearance_bounty_hunter_crafted_boots		systems.crafting.armor.crafting_armor_nostats	0	4	15	35	armor_crafting	3	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_crafted_boots.iff										
slot																resource	0	appearance_fragments	petrochem_inert_polymer	25
slot																resource	0	armor_core_frame	metal	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
final	armor_appearance_mandalorian_chest		systems.crafting.armor.component.crafting_new_armor_mand_final	0	9	25	150	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_chest_plate.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	25
slot																resource	0	armor_core_frame	fuel_petrochem_solid	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	3
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
slot																template	1	power_bit	object/tangible/component/armor/power_bit.iff	1
final	armor_appearance_mandalorian_leggings		systems.crafting.armor.component.crafting_new_armor_tailor_final	0	8	25	125	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_leggings.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	22
slot																resource	0	armor_core_frame	fuel_petrochem_solid	45
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_mandalorian_helmet		systems.crafting.armor.component.crafting_new_armor_droideng_final	0	8	25	110	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_helmet.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	20
slot																resource	0	armor_core_frame	fuel_petrochem_solid	40
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_mandalorian_bicep_l		systems.crafting.armor.component.crafting_new_armor_mand_final	0	8	25	75	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_bicep_l.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	12
slot																resource	0	armor_core_frame	fuel_petrochem_solid	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_mandalorian_bicep_r		systems.crafting.armor.component.crafting_new_armor_mand_final	0	8	25	75	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_bicep_r.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	12
slot																resource	0	armor_core_frame	fuel_petrochem_solid	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_mandalorian_bracer_l		systems.crafting.armor.component.crafting_new_armor_droideng_final	0	8	25	70	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_bracer_l.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	12
slot																resource	0	armor_core_frame	fuel_petrochem_solid	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_mandalorian_bracer_r		systems.crafting.armor.component.crafting_new_armor_droideng_final	0	8	25	70	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_bracer_r.iff			assault	3	1					
slot																resource	0	appearance_fragments	hide_wooly	12
slot																resource	0	armor_core_frame	fuel_petrochem_solid	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
clothing	armor_appearance_mandalorian_gloves		systems.crafting.armor.crafting_armor_nostats	0	4	25	25	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_gloves.iff					1					
slot																resource	0	appearance_fragments	hide_wooly	7
slot																resource	0	armor_core_frame	fuel_petrochem_solid	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
clothing	armor_appearance_mandalorian_boots		systems.crafting.armor.crafting_armor_nostats	0	4	25	35	armor_crafting	3	object/tangible/wearables/armor/mandalorian/armor_mandalorian_shoes.iff					1					
slot																resource	0	appearance_fragments	hide_wooly	12
slot																resource	0	armor_core_frame	fuel_petrochem_solid	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
final	armor_appearance_ris_chest		systems.crafting.armor.component.crafting_new_armor_final	25	9	20	150	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_chest_plate.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	50
slot																resource	0	armor_core_frame	aluminum_chromium	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	3
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
slot																template	1	power_bit	object/tangible/component/armor/power_bit.iff	1
final	armor_appearance_ris_leggings		systems.crafting.armor.component.crafting_new_armor_final	25	8	20	125	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_leggings.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	45
slot																resource	0	armor_core_frame	aluminum_chromium	45
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_ris_helmet		systems.crafting.armor.component.crafting_new_armor_final	25	8	20	110	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_helmet.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	40
slot																resource	0	armor_core_frame	aluminum_chromium	40
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_ris_bicep_l		systems.crafting.armor.component.crafting_new_armor_final	25	8	20	75	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_bicep_l.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	25
slot																resource	0	armor_core_frame	aluminum_chromium	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_ris_bicep_r		systems.crafting.armor.component.crafting_new_armor_final	25	8	20	75	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_bicep_r.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	25
slot																resource	0	armor_core_frame	aluminum_chromium	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_ris_bracer_l		systems.crafting.armor.component.crafting_new_armor_final	25	8	20	70	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_bracer_l.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	25
slot																resource	0	armor_core_frame	aluminum_chromium	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_ris_bracer_r		systems.crafting.armor.component.crafting_new_armor_final	25	8	20	70	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_bracer_r.iff			battle	2.75						
slot																resource	0	appearance_fragments	fiberplast_talus	25
slot																resource	0	armor_core_frame	aluminum_chromium	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
clothing	armor_appearance_ris_gloves		systems.crafting.armor.crafting_armor_nostats	25	4	20	25	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_gloves.iff										
slot																resource	0	appearance_fragments	fiberplast_talus	15
slot																resource	0	armor_core_frame	aluminum_chromium	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
clothing	armor_appearance_ris_boots		systems.crafting.armor.crafting_armor_nostats	25	4	20	35	armor_crafting	3	object/tangible/wearables/armor/ris/armor_ris_boots.iff										
slot																resource	0	appearance_fragments	fiberplast_talus	25
slot																resource	0	armor_core_frame	aluminum_chromium	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/armor/armor_segment_ris.iff	1
final	armor_appearance_scout_trooper_chest		systems.crafting.armor.component.crafting_new_armor_factional_final	0	9	15	300	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_chest_plate.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	100
slot																resource	0	armor_core_frame	aluminum	100
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	3
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
slot																template	1	power_bit	object/tangible/component/armor/power_bit.iff	1
final	armor_appearance_scout_trooper_leggings		systems.crafting.armor.component.crafting_new_armor_factional_final	0	8	15	250	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_leggings.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	90
slot																resource	0	armor_core_frame	aluminum	90
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_scout_trooper_helmet		systems.crafting.armor.component.crafting_new_armor_factional_final	0	8	15	220	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_helmet.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	80
slot																resource	0	armor_core_frame	aluminum	80
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_scout_trooper_bicep_l		systems.crafting.armor.component.crafting_new_armor_factional_final	0	8	15	150	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_l.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	50
slot																resource	0	armor_core_frame	aluminum	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_scout_trooper_bicep_r		systems.crafting.armor.component.crafting_new_armor_factional_final	0	8	15	150	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_r.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	50
slot																resource	0	armor_core_frame	aluminum	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_scout_trooper_bracer_l		systems.crafting.armor.component.crafting_new_armor_factional_final	0	8	15	140	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_l.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	50
slot																resource	0	armor_core_frame	aluminum	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_scout_trooper_bracer_r		systems.crafting.armor.component.crafting_new_armor_factional_final	0	8	15	140	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_r.iff			recon	1.85	1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	50
slot																resource	0	armor_core_frame	aluminum	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_recon.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
clothing	armor_appearance_scout_trooper_gloves		systems.crafting.armor.component.crafting_new_armor_nostat_factional_final	0	4	15	50	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_gloves.iff					1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	30
slot																resource	0	armor_core_frame	aluminum	20
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
clothing	armor_appearance_scout_trooper_boots		systems.crafting.armor.component.crafting_new_armor_nostat_factional_final	0	4	15	70	armor_crafting	3	object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_boots.iff					1					
slot																resource	0	appearance_fragments	petrochem_inert_polymer	50
slot																resource	0	armor_core_frame	aluminum	20
slot																template	0	load_bearing_harness	object/tangible/component/clothing/synthetic_cloth.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
