Name	SatFile	SoundFile	ServerFile	SharedFile
wedge	appearance/wedge.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
wed_treadwell	appearance/wed_treadwell.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
weequay_m	appearance/weequay_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
whiphid_f	appearance/whiphid_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
whiphid_f_02	appearance/whiphid_f_02.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
whiphid_m	appearance/whiphid_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
whiphid_m_02	appearance/whiphid_m_02.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
wke_f	appearance/wke_f.sat	text/sounds/wookiee_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
wke_m	appearance/wke_m.sat	text/sounds/wookiee_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
zab_f	appearance/zab_f.sat	text/sounds/zabrak_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
zab_m	appearance/zab_m.sat	text/sounds/zabrak_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mustafarian_02	appearance/mustifarian_c.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
