Object Template Name	Male Human	Female Human	Male Rodian	Female Rodian	Male MonCal	Female MonCal	Male Wookiee	Female Wookiee	Male Twi'lek	Female Twi'lek	Male Trandoshan	Female Trandoshan	Male Zabrak	Female Zabrak	Male Bothan	Female Bothan	Male Ithorian	Female Ithorian	Male Sullustan	Female Sullustan
shared_armor_tantel_skreej_boots_quest	appearance/armor_tantel_skreej_boots_m.sat	appearance/armor_tantel_skreej_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_bicep_r	appearance/armor_tantel_skreej_bicep_r_m.sat	appearance/armor_tantel_skreej_bicep_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_bracer_l	appearance/armor_tantel_skreej_bracer_l_m.sat	appearance/armor_tantel_skreej_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_bracer_r	appearance/armor_tantel_skreej_bracer_r_m.sat	appearance/armor_tantel_skreej_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_bicep_l	appearance/armor_tantel_skreej_bicep_l_m.sat	appearance/armor_tantel_skreej_bicep_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_chest_plate	appearance/armor_tantel_skreej_chest_plate_m.sat	appearance/armor_tantel_skreej_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_chest_plate_quest	appearance/armor_tantel_skreej_chest_plate_m.sat	appearance/armor_tantel_skreej_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_helmet	appearance/armor_tantel_skreej_helmet_m.sat	appearance/armor_tantel_skreej_helmet_f.sat	appearance/armor_tantel_skreej_helmet_rod_m.sat	appearance/armor_tantel_skreej_helmet_rod_f.sat	appearance/armor_tantel_skreej_helmet_mon_m.sat	appearance/armor_tantel_skreej_helmet_mon_f.sat	:block	:block	appearance/armor_tantel_skreej_helmet_twk_m.sat	appearance/armor_tantel_skreej_helmet_twk_f.sat	appearance/armor_tantel_skreej_helmet_trn_m.sat	appearance/armor_tantel_skreej_helmet_trn_f.sat	:default	:default	appearance/armor_tantel_skreej_helmet_bth_m.sat	appearance/armor_tantel_skreej_helmet_bth_f.sat	:block	:block	appearance/armor_tantel_skreej_helmet_sul_m.sat	appearance/armor_tantel_skreej_helmet_sul_f.sat
shared_armor_tantel_skreej_helmet_quest	appearance/armor_tantel_skreej_helmet_m.sat	appearance/armor_tantel_skreej_helmet_f.sat	appearance/armor_tantel_skreej_helmet_rod_m.sat	appearance/armor_tantel_skreej_helmet_rod_f.sat	appearance/armor_tantel_skreej_helmet_mon_m.sat	appearance/armor_tantel_skreej_helmet_mon_f.sat	:block	:block	appearance/armor_tantel_skreej_helmet_twk_m.sat	appearance/armor_tantel_skreej_helmet_twk_f.sat	appearance/armor_tantel_skreej_helmet_trn_m.sat	appearance/armor_tantel_skreej_helmet_trn_f.sat	:default	:default	appearance/armor_tantel_skreej_helmet_bth_m.sat	appearance/armor_tantel_skreej_helmet_bth_f.sat	:block	:block	appearance/armor_tantel_skreej_helmet_sul_m.sat	appearance/armor_tantel_skreej_helmet_sul_f.sat
shared_armor_tantel_skreej_gloves	appearance/armor_tantel_skreej_gloves_m.sat	appearance/armor_tantel_skreej_gloves_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_pants	appearance/armor_tantel_skreej_pants_m.sat	appearance/armor_tantel_skreej_pants_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_leggings	appearance/armor_tantel_skreej_leggings_m.sat	appearance/armor_tantel_skreej_leggings_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tantel_skreej_shirt	appearance/armor_tantel_skreej_shirt_m.sat	appearance/armor_tantel_skreej_shirt_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tenel_ka_boots	appearance/armor_tenel_ka_boots_m.sat	appearance/armor_tenel_ka_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tenel_ka_chest_plate	appearance/armor_tenel_ka_chest_plate_m.sat	appearance/armor_tenel_ka_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tenel_ka_gloves	appearance/armor_tenel_ka_gloves_m.sat	appearance/armor_tenel_ka_gloves_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_tenel_ka_pants	appearance/armor_tenel_ka_pants_m.sat	appearance/armor_tenel_ka_pants_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_bandolier	appearance/armor_ubese_bandolier_m.sat	appearance/armor_ubese_bandolier_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_boots	appearance/armor_ubese_boots_m.sat	appearance/armor_ubese_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_bracer_l	appearance/armor_ubese_bracer_l_m.sat	appearance/armor_ubese_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_bracer_r	appearance/armor_ubese_bracer_r_m.sat	appearance/armor_ubese_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_cape	appearance/armor_ubese_cape_m.sat	appearance/armor_ubese_cape_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_chest_plate	appearance/armor_ubese_chest_plate_m.sat	appearance/armor_ubese_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_gloves	appearance/armor_ubese_gloves_m.sat	appearance/armor_ubese_gloves_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_helmet	appearance/armor_ubese_helmet_m.sat	appearance/armor_ubese_helmet_f.sat	appearance/armor_ubese_helmet_rod_m.sat	appearance/armor_ubese_helmet_rod_f.sat	appearance/armor_ubese_helmet_mon_m.sat	appearance/armor_ubese_helmet_mon_f.sat	:block	:block	appearance/armor_ubese_helmet_twk_m.sat	appearance/armor_ubese_helmet_twk_f.sat	appearance/armor_ubese_helmet_trn_m.sat	appearance/armor_ubese_helmet_trn_f.sat	:default	:default	appearance/armor_ubese_helmet_bth_m.sat	appearance/armor_ubese_helmet_bth_f.sat	:block	:block	appearance/armor_ubese_helmet_sul_m.sat	appearance/armor_ubese_helmet_sul_f.sat
shared_armor_ubese_helmet_quest	appearance/armor_ubese_helmet_m.sat	appearance/armor_ubese_helmet_f.sat	appearance/armor_ubese_helmet_rod_m.sat	appearance/armor_ubese_helmet_rod_f.sat	appearance/armor_ubese_helmet_mon_m.sat	appearance/armor_ubese_helmet_mon_f.sat	:block	:block	appearance/armor_ubese_helmet_twk_m.sat	appearance/armor_ubese_helmet_twk_f.sat	appearance/armor_ubese_helmet_trn_m.sat	appearance/armor_ubese_helmet_trn_f.sat	:default	:default	appearance/armor_ubese_helmet_bth_m.sat	appearance/armor_ubese_helmet_bth_f.sat	:block	:block	appearance/armor_ubese_helmet_sul_m.sat	appearance/armor_ubese_helmet_sul_f.sat
shared_armor_ubese_jacket	appearance/armor_ubese_jacket_m.sat	appearance/armor_ubese_jacket_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_jacket_quest	appearance/armor_ubese_jacket_m.sat	appearance/armor_ubese_jacket_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_pants	appearance/armor_ubese_pants_m.sat	appearance/armor_ubese_pants_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_pants_quest	appearance/armor_ubese_pants_m.sat	appearance/armor_ubese_pants_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_ubese_shirt	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_weequay_chest_plate	appearance/armor_weequay_chest_plate_m.sat	appearance/armor_weequay_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_belt	appearance/armor_zam_wesell_belt_m.sat	appearance/armor_zam_wesell_belt_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_boots	appearance/armor_zam_wesell_boots_m.sat	appearance/armor_zam_wesell_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_chest_plate	appearance/armor_zam_wesell_chest_plate_m.sat	appearance/armor_zam_wesell_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_chest_plate_quest	appearance/armor_zam_wesell_chest_plate_m.sat	appearance/armor_zam_wesell_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_gloves	appearance/armor_zam_wesell_gloves_m.sat	appearance/armor_zam_wesell_gloves_f.sat	:default	:default	:block	:block	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_helmet	appearance/armor_zam_wesell_helmet_m.sat	appearance/armor_zam_wesell_helmet_f.sat	appearance/armor_zam_wesell_s01_helmet_rod_m.sat	appearance/armor_zam_wesell_s01_helmet_rod_f.sat	appearance/armor_zam_wesell_s01_helmet_mon_m.sat	appearance/armor_zam_wesell_s01_helmet_mon_f.sat	:block	:block	appearance/armor_zam_wesell_s01_helmet_twk_m.sat	appearance/armor_zam_wesell_s01_helmet_twk_f.sat	appearance/armor_zam_wesell_s01_helmet_trn_m.sat	appearance/armor_zam_wesell_s01_helmet_trn_f.sat	:default	:default	appearance/armor_zam_wesell_s01_helmet_bth_m.sat	appearance/armor_zam_wesell_s01_helmet_bth_f.sat	:block	:block	appearance/armor_zam_wesell_helmet_sul_m.sat	appearance/armor_zam_wesell_helmet_sul_f.sat
shared_armor_zam_wesell_helmet_quest	appearance/armor_zam_wesell_helmet_m.sat	appearance/armor_zam_wesell_helmet_f.sat	appearance/armor_zam_wesell_s01_helmet_rod_m.sat	appearance/armor_zam_wesell_s01_helmet_rod_f.sat	appearance/armor_zam_wesell_s01_helmet_mon_m.sat	appearance/armor_zam_wesell_s01_helmet_mon_f.sat	:block	:block	appearance/armor_zam_wesell_s01_helmet_twk_m.sat	appearance/armor_zam_wesell_s01_helmet_twk_f.sat	appearance/armor_zam_wesell_s01_helmet_trn_m.sat	appearance/armor_zam_wesell_s01_helmet_trn_f.sat	:default	:default	appearance/armor_zam_wesell_s01_helmet_bth_m.sat	appearance/armor_zam_wesell_s01_helmet_bth_f.sat	:block	:block	appearance/armor_zam_wesell_helmet_sul_m.sat	appearance/armor_zam_wesell_helmet_sul_f.sat
shared_armor_zam_wesell_pants	appearance/armor_zam_wesell_pants_m.sat	appearance/armor_zam_wesell_pants_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_zam_wesell_pants_quest	appearance/armor_zam_wesell_pants_m.sat	appearance/armor_zam_wesell_pants_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_backpack_s01	appearance/backpack_s01_m.sat	appearance/backpack_s01_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_s01_m.sat	appearance/backpack_s01_f.sat	:default	:default
shared_backpack_s02	appearance/backpack_s02_m.sat	appearance/backpack_s02_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_backpack_s03	appearance/backpack_s03_m.sat	appearance/backpack_s03_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_s03_m.sat	appearance/ith_backpack_s03_f.sat	:default	:default
shared_backpack_s03_quest	appearance/backpack_s03_m.sat	appearance/backpack_s03_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_s03_m.sat	appearance/ith_backpack_s03_f.sat	:default	:default
shared_backpack_s04	appearance/backpack_s04_m.sat	appearance/backpack_s04_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_backpack_s05	appearance/backpack_s05_m.sat	appearance/backpack_s05_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_s05_m.sat	appearance/ith_backpack_s05_f.sat	:default	:default
shared_backpack_s06	appearance/backpack_s06_m.sat	appearance/backpack_s06_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_s06_m.sat	appearance/ith_backpack_s06_f.sat	:default	:default
shared_backpack_s06_quest	appearance/backpack_s06_m.sat	appearance/backpack_s06_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_s06_m.sat	appearance/ith_backpack_s06_f.sat	:default	:default
shared_backpack_s07	appearance/backpack_s07_m.sat	appearance/backpack_s07_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default
shared_backpack_s08	appearance/backpack_s08_m.sat	appearance/backpack_s08_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default
shared_backpack_s09	appearance/backpack_s09_m.sat	appearance/backpack_s09_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default
shared_ep3_chiss_poacher_player_backpack	appearance/backpack_chiss_fog_m.sat	appearance/backpack_chiss_fog_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_chiss_fog_m.sat	appearance/ith_backpack_chiss_fog_f.sat	:default	:default
shared_ep3_chiss_poacher_backpack	appearance/backpack_chiss_fog_m.sat	appearance/backpack_chiss_fog_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_backpack_chiss_fog_m.sat	appearance/ith_backpack_chiss_fog_f.sat	:default	:default
shared_bandolier_chewbacca	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:default
shared_bandolier_s01	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:hide	:hide	:block	:default
shared_bandolier_s02	appearance/bandolier_s02_m.sat	appearance/bandolier_s02_f.sat	:default	:default	:default	:default	appearance/bandolier_s02_wke_m.sat	appearance/bandolier_s02_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s02_m.sat	appearance/ith_bandolier_s02_f.sat	:default	:default
shared_bandolier_s02_quest	appearance/bandolier_s02_m.sat	appearance/bandolier_s02_f.sat	:default	:default	:default	:default	appearance/bandolier_s02_wke_m.sat	appearance/bandolier_s02_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s02_m.sat	appearance/ith_bandolier_s02_f.sat	:default	:default
shared_bandolier_s03	appearance/bandolier_s03_m.sat	appearance/bandolier_s03_f.sat	:default	:default	:default	:default	appearance/bandolier_s03_wke_m.sat	appearance/bandolier_s03_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s03_m.sat	appearance/ith_bandolier_s03_f.sat	:default	:default
shared_bandolier_s04	appearance/bandolier_s04_m.sat	appearance/bandolier_s04_f.sat	:default	:default	:default	:default	appearance/bandolier_s04_wke_m.sat	appearance/bandolier_s04_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s04_m.sat	appearance/ith_bandolier_s04_f.sat	:default	:default
shared_bandolier_s04_quest	appearance/bandolier_s04_m.sat	appearance/bandolier_s04_f.sat	:default	:default	:default	:default	appearance/bandolier_s04_wke_m.sat	appearance/bandolier_s04_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s04_m.sat	appearance/ith_bandolier_s04_f.sat	:default	:default
shared_bandolier_s05	appearance/bandolier_s05_m.sat	appearance/bandolier_s05_f.sat	:default	:default	:default	:default	appearance/bandolier_s05_wke_m.sat	appearance/bandolier_s05_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s05_m.sat	appearance/ith_bandolier_s05_f.sat	:default	:default
shared_bandolier_s06	appearance/bandolier_s06_m.sat	appearance/bandolier_s06_f.sat	:default	:default	:default	:default	appearance/bandolier_s06_wke_m.sat	appearance/bandolier_s06_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s06_m.sat	appearance/ith_bandolier_s06_f.sat	:default	:default
shared_bandolier_s07	appearance/bandolier_s07_m.sat	appearance/bandolier_s07_f.sat	:default	:default	:default	:default	appearance/bandolier_s07_wke_m.sat	appearance/bandolier_s07_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s07_m.sat	appearance/ith_bandolier_s07_f.sat	:default	:default
shared_bandolier_s08	appearance/bandolier_s08_m.sat	appearance/bandolier_s08_f.sat	:default	:default	:default	:default	appearance/bandolier_s08_wke_m.sat	appearance/bandolier_s08_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s08_m.sat	appearance/ith_bandolier_s08_f.sat	:default	:default
shared_bandolier_s09	:hide	:hide	:hide	:hide	:hide	:hide	appearance/bandolier_s09_wke_m.sat	appearance/bandolier_s09_wke_f.sat	:hide	:hide	:hide	:hide	:hide	:hide	:hide	:hide	:hide	:hide	:hide	:hide
shared_lifeday_08_bandolier	appearance/bandolier_s010_m.sat	appearance/bandolier_s010_f.sat	:default	:default	:default	:default	appearance/bandolier_s010_wke_m.sat	appearance/bandolier_s010_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bandolier_s010_m.sat	appearance/ith_bandolier_s010_f.sat	:default	:default
shared_bandolier_tusken_raider_s01	appearance/bandolier_tusken_raider_s01_m.sat	:block	:default	:hide	:default	:hide	:hide	:hide	:default	:hide	:default	:hide	:default	:hide	:default	:hide	:hide	:hide	:default	:hide
shared_bandolier_tusken_raider_s02	appearance/bandolier_tusken_raider_s02_m.sat	:block	:default	:hide	:default	:hide	:hide	:hide	:default	:hide	:default	:hide	:default	:hide	:default	:hide	:hide	:hide	:default	:hide
shared_bandolier_tusken_raider_s03	appearance/bandolier_tusken_raider_s03_m.sat	:block	:default	:hide	:default	:hide	:hide	:hide	:default	:hide	:default	:hide	:default	:hide	:default	:hide	:hide	:hide	:default	:hide
shared_belt_s01	appearance/belt_s01_m.sat	appearance/belt_s01_f.sat	:default	:default	:default	:default	appearance/belt_s01_wke_m.sat	appearance/belt_s01_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s01_m.sat	appearance/ith_belt_s01_f.sat	:default	:default
shared_belt_s02	appearance/belt_s02_m.sat	appearance/belt_s02_f.sat	:default	:default	:default	:default	appearance/belt_s02_wke_m.sat	appearance/belt_s02_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s02_m.sat	appearance/ith_belt_s02_f.sat	:default	:default
shared_belt_s03	appearance/belt_s03_m.sat	appearance/belt_s03_f.sat	:default	:default	:default	:default	appearance/belt_s03_wke_m.sat	appearance/belt_s03_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s03_m.sat	appearance/ith_belt_s03_f.sat	:default	:default
shared_belt_s04	appearance/belt_s04_m.sat	appearance/belt_s04_f.sat	:default	:default	:default	:default	appearance/belt_s04_wke_m.sat	appearance/belt_s04_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s04_m.sat	appearance/ith_belt_s04_f.sat	:default	:default
shared_belt_s05	appearance/belt_s05_m.sat	appearance/belt_s05_f.sat	:default	:default	:default	:default	appearance/belt_s05_wke_m.sat	appearance/belt_s05_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s05_m.sat	appearance/ith_belt_s05_f.sat	:default	:default
shared_belt_s05_quest	appearance/belt_s05_m.sat	appearance/belt_s05_f.sat	:default	:default	:default	:default	appearance/belt_s05_wke_m.sat	appearance/belt_s05_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s05_m.sat	appearance/ith_belt_s05_f.sat	:default	:default
shared_belt_s07	appearance/belt_s07_m.sat	appearance/belt_s07_f.sat	:default	:default	:default	:default	appearance/belt_s07_wke_m.sat	appearance/belt_s07_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s07_m.sat	appearance/ith_belt_s07_f.sat	:default	:default
shared_belt_s09	appearance/belt_s09_m.sat	appearance/belt_s09_f.sat	:default	:default	:default	:default	appearance/belt_s09_wke_m.sat	appearance/belt_s09_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s09_m.sat	appearance/ith_belt_s09_f.sat	:default	:default
shared_belt_s11	appearance/belt_s11_m.sat	appearance/belt_s11_f.sat	:default	:default	:default	:default	appearance/belt_s11_wke_m.sat	appearance/belt_s11_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s11_m.sat	appearance/ith_belt_s11_f.sat	:default	:default
shared_belt_s12	appearance/belt_s12_m.sat	appearance/belt_s12_f.sat	:default	:default	:default	:default	appearance/belt_s12_wke_m.sat	appearance/belt_s12_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s12_m.sat	appearance/ith_belt_s12_f.sat	:default	:default
shared_belt_s13	appearance/belt_s13_m.sat	appearance/belt_s13_f.sat	:default	:default	:default	:default	appearance/belt_s13_wke_m.sat	appearance/belt_s13_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s13_m.sat	appearance/ith_belt_s13_f.sat	:default	:default
shared_belt_s14	appearance/belt_s14_m.sat	appearance/belt_s14_f.sat	:default	:default	:default	:default	appearance/belt_s14_wke_m.sat	appearance/belt_s14_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s14_m.sat	appearance/ith_belt_s14_f.sat	:default	:default
shared_belt_s15	appearance/belt_s15_m.sat	appearance/belt_s15_f.sat	:default	:default	:default	:default	appearance/belt_s15_wke_m.sat	appearance/belt_s15_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s15_m.sat	appearance/ith_belt_s15_f.sat	:default	:default
shared_belt_s16	appearance/belt_s16_m.sat	appearance/belt_s16_f.sat	:default	:default	:default	:default	appearance/belt_s16_wke_m.sat	appearance/belt_s16_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s16_m.sat	appearance/ith_belt_s16_f.sat	:default	:default
shared_belt_s17	appearance/belt_s17_m.sat	appearance/belt_s17_f.sat	:default	:default	:default	:default	appearance/belt_s17_wke_m.sat	appearance/belt_s17_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_belt_s17_m.sat	appearance/ith_belt_s17_f.sat	:default	:default
shared_belt_s18	appearance/belt_s18_m.sat	appearance/belt_s18_f.sat	:default	:default	:default	:default	appearance/belt_s18_wke_m.sat	appearance/belt_s18_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_belt_s19	appearance/belt_s19_m.sat	appearance/belt_s19_f.sat	:default	:default	:default	:default	appearance/belt_s19_wke_m.sat	appearance/belt_s19_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_belt_s20	appearance/belt_s20_m.sat	appearance/belt_s20_f.sat	:default	:default	:default	:default	appearance/belt_s20_wke_m.sat	appearance/belt_s20_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_belt_utility_ammo	appearance/belt_utility_ammo_m.sat	appearance/belt_utility_ammo_f.sat	:default	:default	:default	:default	appearance/belt_utility_ammo_wke_m.sat	appearance/belt_utility_ammo_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_belt_utility_jedi	appearance/belt_utility_jedi_m.sat	appearance/belt_utility_jedi_f.sat	:default	:default	:default	:default	appearance/belt_utility_jedi_wke_m.sat	appearance/belt_utility_jedi_wke_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_bestine_quest_badge	appearance/necklace_s08_m.sat	appearance/necklace_s08_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_bicep_s01	appearance/bicep_s01_m.sat	appearance/bicep_s01_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_bicep_s02	appearance/bicep_s02_m.sat	appearance/bicep_s02_f.sat	:block	:default	:block	:default	:block	:block	:block	:default	:block	:default	:block	:default	:block	:default	:block	:block	:block	:default
shared_bikini_leggings_s01	appearance/bikini_s01_leggings_m.sat	appearance/bikini_s01_leggings_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_bikini_s01	:block	appearance/bikini_s01_f.sat	:block	:default	:block	:default	:block	:block	:block	:default	:block	:default	:block	:default	:block	:default	:block	:block	:block	:default
shared_bikini_s02	:block	appearance/bikini_s02_f.sat	:block	:default	:block	:default	:block	:block	:block	:default	:block	:default	:block	:default	:block	:default	:block	:block	:block	:default
