item1	item2	item3	finalTemplate	finalScript	finalName	level
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1q.iff	item_tow_schematic_pistol_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	item_tow_schematic_rifle_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	item_tow_schematic_lance_03_02			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	item_tow_schematic_jedi_statue_02_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	armor_tow_battle_boots_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	armor_tow_recon_boots_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	armor_tow_assault_boots_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1m.iff	armor_tow_battle_gloves_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1w.iff	armor_tow_assault_gloves_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	armor_tow_recon_gloves_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1s.iff	item_tow_schematic_carbine_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1u.iff	item_tow_schematic_lance_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1j.iff	item_tow_schematic_cannon_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	item_tow_schematic_jedi_relic_02_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	item_tow_schematic_sword_03_02			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	armor_tow_recon_bracer_r_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1j.iff	armor_tow_assault_bracer_r_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	armor_tow_battle_bracer_r_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1w.iff	armor_tow_recon_bracer_l_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1s.iff	armor_tow_battle_bracer_l_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1s.iff	armor_tow_assault_bracer_l_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	item_tow_schematic_flamer_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	item_tow_schematic_sword_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1m.iff	item_tow_schematic_rifle_03_02			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	item_tow_schematic_sword_03_04			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	item_tow_schematic_pistol_03_02			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	item_tow_fire_res_abs_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	item_tow_poison_res_abs_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	item_tow_cube_combo_acc_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	item_tow_cube_rng_ds_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	item_tow_cube_private_def_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2m.iff	item_tow_decor_painting_02_02			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	item_tow_cube_combo_ds_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	item_tow_cube_private_def_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	weapon_tow_carbine_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	item_tow_proc_a_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2o.iff	item_tow_decor_sith_relic_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2o.iff	item_tow_decor_painting_02_04			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2k.iff	item_tow_decor_jedi_relic_02_03			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	item_tow_proc_a_02_04			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	weapon_tow_pistol_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	weapon_tow_polearm_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	weapon_tow_sword_1h_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	weapon_tow_flamer_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	weapon_tow_rifle_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	weapon_tow_sword_2h_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	item_tow_cube_combo_acc_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	item_tow_bleed_res_abs_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	weapon_tow_pistol_02_02			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	weapon_tow_sword_2h_02_02			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	item_tow_proc_b_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	weapon_tow_rifle_02_02			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	item_tow_cube_melee_ds_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	item_tow_bleed_res_abs_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	item_tow_proc_b_02_04			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	weapon_tow_polearm_02_02			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	item_tow_decor_stuffed_rancor_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	item_tow_poison_res_abs_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	item_tow_disease_res_abs_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	item_tow_proc_b_02_04			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	item_tow_haste_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	item_tow_fire_res_abs_02_06			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	weapon_tow_sword_1h_02_02			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	item_tow_bracelet_survey_03_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	item_tow_cube_all_stats_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	item_tow_disease_res_abs_02_05			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	item_tow_cube_combo_ds_02_04			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	weapon_tow_cannon_02_01			LEVEL 09 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	item_tow_proc_a_02_02			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	item_tow_bleed_res_abs_02_04			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1q.iff	item_tow_cube_melee_acc_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	item_tow_cube_const_stamina_willpower_02_02			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	item_tow_disease_res_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	item_tow_cube_health_willpower_02_04			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	item_tow_bleed_res_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	item_tow_cube_const_willpower_02_04			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	item_tow_cube_health_stamina_willpower_02_02			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	item_tow_cube_stamina_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2o.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	item_tow_schematic_mustafar_painting_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	item_tow_cube_const_willpower_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	item_tow_fire_abs_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	item_tow_bleed_abs_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	item_tow_cube_melee_acc_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	item_tow_fire_res_abs_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	item_tow_schematic_old_republic_tech_02_01			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	item_tow_poison_res_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	item_tow_disease_res_abs_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	item_tow_cube_health_const_stamina_02_01			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	item_tow_cube_rng_acc_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	weapon_tow_pistol_01_01			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	item_tow_cube_melee_def_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	item_tow_schematic_mustafar_painting_02_01			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	item_tow_cube_combo_acc_02_04			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	item_tow_poison_abs_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	item_tow_cube_health_stamina_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	item_tow_disease_abs_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	item_tow_cube_health_const_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	item_tow_cube_private_def_02_04			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	item_tow_cube_rng_def_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	item_tow_cube_melee_def_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	item_tow_cube_willpower_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1u.iff	item_tow_cube_health_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	item_tow_disease_res_abs_02_04			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2p.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	item_tow_cube_stamina_02_05			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1m.iff	item_tow_fire_abs_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	item_tow_fire_res_02_06			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	weapon_tow_pistol_01_02			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2o.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1j.iff	item_tow_schematic_old_republic_tech_02_09			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2t.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	weapon_tow_flamer_01_01			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1w.iff	item_tow_cube_combo_acc_02_03			LEVEL 07 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	item_tow_cube_melee_ds_02_04			LEVEL 07 ITEM
