collection_name	xpModifier	is_space_xp	slot_name	quest	item	stackAmount	grantRandomItem	grantWeightedRandom	command	skill_mod	skill_mod_amount	skill_mod_max	quest_signal	crafting_template	category	comments	reward_text
col_space_engine_mark_03					item_collection_reward_engine_01_mk3_schematic												Mark 3 Engine
col_space_engine_mark_04					item_collection_reward_engine_01_mk4_schematic												Mark 4 Engine
col_space_engine_mark_05					item_collection_reward_engine_01_mk5_schematic												Mark 5 Engine
col_space_booster_mark_01					item_collection_reward_booster_01_mk1_schematic												Mark 1 Booster
col_space_booster_mark_02					item_collection_reward_booster_01_mk2_schematic												Mark 2 Booster
col_space_booster_mark_03					item_collection_reward_booster_01_mk3_schematic												Mark 3 Booster
col_space_booster_mark_04					item_collection_reward_booster_01_mk4_schematic												Mark 4 Booster
col_space_booster_mark_05					item_collection_reward_booster_01_mk5_schematic												Mark 5 Booster
col_space_capacitor_mark_01					item_collection_reward_capacitor_01_mk1_schematic												Mark 1 Capacitor
col_space_capacitor_mark_02					item_collection_reward_capacitor_01_mk2_schematic												Mark 2 Capacitor
col_space_capacitor_mark_03					item_collection_reward_capacitor_01_mk3_schematic												Mark 3 Capacitor
col_space_capacitor_mark_04					item_collection_reward_capacitor_01_mk4_schematic												Mark 4 Capacitor
col_space_capacitor_mark_05					item_collection_reward_capacitor_01_mk5_schematic												Mark 5 Capacitor
col_contraband_01	0.1		col_contraband_tier2_item_01														A small amount of XP
col_contraband_02	0.1		col_contraband_tier2_item_02														A small amount of XP
col_contraband_03	0.2		col_contraband_tier2_item_03														A medium amount of XP
col_contraband_04	0.2		col_contraband_tier2_item_04														A medium amount of XP
col_contraband_05	0.3		col_contraband_tier2_item_05														A large amount of XP
col_contraband_tier_02	0.3				item_schematic_pistol_dd6_01_01												A large amount of XP and a combat related item.
col_shattered_shards_01	0.1				"col_damind_shard_02_01,col_damind_shard_02_02,col_damind_shard_02_03,col_damind_shard_02_04,col_damind_shard_02_05,col_bondar_shard_02_01,col_bondar_shard_02_02,col_bondar_shard_02_03,col_bondar_shard_02_04,col_bondar_shard_02_05,col_eralam_shard_02_01,col_eralam_shard_02_02,col_eralam_shard_02_03,col_eralam_shard_02_04,col_eralam_shard_02_05,col_kasha_shard_02_01,col_kasha_shard_02_02,col_kasha_shard_02_03,col_kasha_shard_02_04,col_kasha_shard_02_05,col_luxum_shard_02_01,col_luxum_shard_02_02,col_luxum_shard_02_03,col_luxum_shard_02_04,col_luxum_shard_02_05"			1									A small amount of XP and a random shard.
col_damind_shards_01	0.2		col_damind_shards_01_reward														A medium amount of XP and a reconstructed Damind Shard
col_bondar_shards_01	0.2		col_bondar_shards_01_reward														A medium amount of XP and a reconstructed Bondar Shard
col_kasha_shards_01	0.2		col_kasha_shards_01_reward														A medium amount of XP and a reconstructed Kasha Shard
col_eralam_shards_01	0.2		col_eralam_shards_01_reward														A medium amount of XP and a reconstructed Eralam Shard
col_luxum_shards_01	0.2		col_luxum_shards_01_reward														A medium amount of XP and a reconstructed Luxum Shard
col_shattered_shards_02	0.3			quest/reconstructed_crystals_reward													A large amount of XP and a quest to pick up a combat related item.
trader_dwartii_statue_counter				quest/dwartii_statue_crafting_counter_reward_quest													A Dwartii Statue Schematic of your choice.
trader_beetle_specimen_counter					item_framed_beetle_specimen_schematic_01												Your own Framed Beetle Schematic.
trader_space_booster_mk1_counter			bdg_space_booster_crafting_1		item_crafting_collection_reward_booster_01_mk1_schematic												3 Use Booster Schematic.
trader_space_booster_mk2_counter			bdg_space_booster_crafting_2		item_crafting_collection_reward_booster_01_mk2_schematic												3 Use Booster Schematic.
trader_space_booster_mk3_counter			bdg_space_booster_crafting_3		item_crafting_collection_reward_booster_01_mk3_schematic												3 Use Booster Schematic.
trader_space_booster_mk4_counter			bdg_space_booster_crafting_4		item_crafting_collection_reward_booster_01_mk4_schematic												3 Use Booster Schematic.
trader_space_booster_mk5_counter			"bdg_space_booster_crafting_5,col_space_helper_monkey_01_03"		item_crafting_collection_reward_booster_01_mk5_schematic												3 Use Booster Schematic.
trader_space_capacitor_mk1_counter			bdg_space_capacitor_crafting_1		item_crafting_collection_reward_capacitor_01_mk1_schematic												3 Use Capacitor Schematic.
trader_space_capacitor_mk2_counter			bdg_space_capacitor_crafting_2		item_crafting_collection_reward_capacitor_01_mk2_schematic												3 Use Capacitor Schematic.
trader_space_capacitor_mk3_counter			bdg_space_capacitor_crafting_3		item_crafting_collection_reward_capacitor_01_mk3_schematic												3 Use Capacitor Schematic.
trader_space_capacitor_mk4_counter			bdg_space_capacitor_crafting_4		item_crafting_collection_reward_capacitor_01_mk4_schematic												3 Use Capacitor Schematic.
trader_space_capacitor_mk5_counter			"bdg_space_capacitor_crafting_5,col_space_helper_monkey_01_04"		item_crafting_collection_reward_capacitor_01_mk5_schematic												3 Use Capacitor Schematic.
trader_space_engine_mk1_counter			bdg_space_engine_crafting_1		item_crafting_collection_reward_engine_01_mk1_schematic												3 Use Engine Schematic.
trader_space_engine_mk2_counter			bdg_space_engine_crafting_2		item_crafting_collection_reward_engine_01_mk2_schematic												3 Use Engine Schematic.
trader_space_engine_mk3_counter			bdg_space_engine_crafting_3		item_crafting_collection_reward_engine_01_mk3_schematic												3 Use Engine Schematic.
trader_space_engine_mk4_counter			bdg_space_engine_crafting_4		item_crafting_collection_reward_engine_01_mk4_schematic												3 Use Engine Schematic.
trader_space_engine_mk5_counter			"bdg_space_engine_crafting_5,col_space_helper_monkey_01_02"		item_crafting_collection_reward_engine_01_mk5_schematic												3 Use Engine Schematic.
trader_space_reactor_mk1_counter			bdg_space_reactor_crafting_1		item_crafting_collection_reward_reactor_01_mk1_schematic												3 Use Reactor Schematic.
trader_space_reactor_mk2_counter			bdg_space_reactor_crafting_2		item_crafting_collection_reward_reactor_01_mk2_schematic												3 Use Reactor Schematic.
trader_space_reactor_mk3_counter			bdg_space_reactor_crafting_3		item_crafting_collection_reward_reactor_01_mk3_schematic												3 Use Reactor Schematic.
trader_space_reactor_mk4_counter			bdg_space_reactor_crafting_4		item_crafting_collection_reward_reactor_01_mk4_schematic												3 Use Reactor Schematic.
trader_space_reactor_mk5_counter			"bdg_space_reactor_crafting_5,col_space_helper_monkey_01_01"		item_crafting_collection_reward_reactor_01_mk5_schematic												3 Use Reactor Schematic.
trader_hanging_light2_counter					item_collection_hanging_light_schematic_01_02												"Your own Hanging Light, Style 2 Schematic."
trader_space_gunship_rebel_counter			bdg_space_gunship_crafting_rebel		item_crafting_collection_gunship_rebel_schematic												3 Use Rebel Gunship Schematic.
trader_space_gunship_imperial_counter			bdg_space_gunship_crafting_imperial		item_crafting_collection_gunship_imperial_schematic												3 Use Imperial Gunship Schematic.
trader_space_gunship_neutral_counter			bdg_space_gunship_crafting_neutral		item_crafting_collection_gunship_neutral_schematic												3 Use Privateer Gunship Schematic.
trader_space_cargo_hold_01_counter			bdg_space_cargo_hold_crafting		item_crafting_collection_gunship_cargo_hold												3 Use Gunship Cargo Hold Schematic.
trader_space_pob_couch_01_counter					item_crafting_collection_pob_furniture_couch_schematic												3 Use Ship Passenger Lounge Schematic.
trader_space_pob_chair_01_counter					item_crafting_collection_pob_furniture_chair_schematic												3 Use Ship Passenger Seating Schematic.
col_treasure_hunter_mask	0.2		finished_treasure_hunter_mask														A medium amount of XP
col_treasure_hunter_antique_weapons	0.2		finished_treasure_hunter_antique														A medium amount of XP
col_treasure_hunter_oval_gem	0.2		finished_treasure_hunter_oval_gem														A medium amount of XP
col_treasure_hunter_trilliant_gem	0.2		finished_treasure_hunter_trilliant_gem														A medium amount of XP
col_master_treasure_hunter	0.3		bdg_col_master_treasure_hunter														"Master Treasure Hunter Title, Badge, and large amount of XP"
force_shui_01			completed_force_shui_01														Master of Force Shui Collection Update
force_shui_02			completed_force_shui_02														Master of Force Shui Collection Update
force_shui_tier_02																	"Master Decorator Title, New Furniture Arrangement Ability"
col_glass_shelf_01					col_glass_shelving_reward_02_01												Glass Shelving Schematic
col_entertainer_01					item_beast_holocron_04_08												Beast Knowledge: Dancing Pet
col_hanging_light_02					item_collection_hanging_light_schematic_01_02												"A Hanging Light Schematic, Style 2"
kill_pirates_publish_gift		1			chapter_8_space_mobile_02_01												A small amount of XP and a Chapter Gift
heroic_sd_taxi_service_01					col_reward_taxi_sd_painting_02_01												a Painting of the Blackguard
kill_space_rebel_icon_collection			bdg_kill_space_rebel_icon		item_gunship_imperial_schematic												"Player Title, Badge, Gunship Schematic"
kill_space_imperial_icon_collection			bdg_kill_space_imperial_icon		item_gunship_rebel_schematic												"Player Title, Badge, Gunship Schematic"
kill_space_blacksun_icon_collection			bdg_kill_space_blacksun_icon		item_gunship_neutral_schematic												"Player Title, Badge, Gunship Schematic"
kill_space_void_icon_collection			bdg_kill_space_void_icon		item_gunship_cargo_hold_01												"Player Title, Badge, Gunship Cargo Hold Schematic"
kill_space_droid_icon_collection			bdg_kill_space_droid_icon		item_droid_collection_reward_goggles												"Player Title, Badge, Targeting Reticule Goggles"
kill_space_pirate_icon_collection					"item_pob_furniture_couch_schematic_01,item_pob_furniture_chair_schematic_01"												"Player Title, Chair and Lounge Schematic"
col_dust_durni_01	0.2				"col_reward_feather_duster_02_01,col_reward_feather_duster_02_02,col_reward_feather_duster_02_03,col_reward_feather_duster_02_04,col_reward_feather_duster_02_05"		1										A Feather Duster and a medium amount of XP
col_resource_harvest_hide	0.1		col_resource_hide_complete		col_reward_resource_harvest_02_01												A faux item and a small amount of XP
col_resource_harvest_meat	0.1		col_resource_meat_complete		col_reward_resource_harvest_meat_02_01												A meat rack and a small amount of XP
col_resource_harvest_bone	0.1		col_resource_bone_complete		col_reward_resource_harvest_bone_02_01												A complete skeleton and a small amount of XP
kill_forage_worm					col_reward_forage_worm_trophy_02_01												Forage Worm Trophy
col_resource_harvest_milk			col_resource_harvest_milk_complete						creature_milking_buff								Exceptional Milking Ability
col_resource_harvest_egg			col_resource_harvest_egg_complete						lair_egg_buff								An Egg Finder
col_photo_durni_01	0.1				col_photo_durni_reward_01												A Durni Mosaic and a small amount of XP
col_fried_icecream_01					col_fried_icecream_fryer_schematic												A Schematic for a Fryer
col_magseal_container	0.1				col_reward_treasure_chest_02_01												A Magseal Safe for your house and a small amount of XP.
col_fried_icecream_activation				quest/chapter9_ice_cream													none
col_resource_sample	0.2				item_collection_reward_cybernetic_arm_01_01												A cybernetic deconstruction arm and a small amount of XP
col_pet_resource_sampling_01	0.2				item_beast_holocron_04_09												A Beast Mastery Special Ability and a Small Amount of XP
col_resource_harvest_complete					item_beast_holocron_04_01												Beast Knowledge: Forage
col_jedi_npc_kill	0.3		bdg_col_jedi_npc_kill														Badge and a Large amount of XP
col_imperial_kill	0.1				col_reward_rebel_gcw_1000_02_01												A small amount of XP and Bonus GCW points
col_rebel_kill	0.1				col_reward_imperial_gcw_1000_02_01												A small amount of XP and Bonus GCW points
col_imperial_boss_kill	0.2				col_reward_rebel_gcw_2500_02_01												A medium amount of XP and Bonus GCW points
col_rebel_boss_kill	0.2				col_reward_imperial_gcw_2500_02_01												A medium amount of XP and Bonus GCW points
family_story_grave	0.1				col_reward_family_heirloom_02_01												A small amount of XP and a Family Heirloom
col_rebel_rank_01	0.2				col_reward_imperial_gcw_2500_02_01												A medium amount of XP and Bonus GCW points
col_imperial_rank_01	0.2				col_reward_rebel_gcw_2500_02_01												A medium amount of XP and Bonus GCW points
col_rebel_logo_patch	0.1				col_reward_imperial_gcw_1000_02_01												A small amount of XP and Bonus GCW points
col_imperial_logo_patch	0.1				col_reward_rebel_gcw_1000_02_01												A small amount of XP and Bonus GCW points
col_gcw_insurgency_imperial	0.1				col_reward_imperial_gcw_2500_02_01												A small amount of XP and Bonus GCW points
col_gcw_insurgency_rebel	0.1				col_reward_rebel_gcw_2500_02_01												A small amount of XP and Bonus GCW points
heroic_exar_kun_01										combat_evasion_chance		-1					
col_exar_kun_01																	Skill Mod: Evasion Chance increased by 1 each time Exar Kun is defeated.
col_minder_01					heroic_minder_creature_knowledge_gloves_02_01												Minder Gloves of Creature Knowledge
col_entertainer_fan_01					item_limited_use_combat_fan_l_02_01												A schematic for an Entertainer Prop
col_entertainer_instrument_01					item_limited_use_schematic_jessoon				flangedjessoon								A schematic for a Musical Instrument
col_wayfar_spy_01	0.1				item_col_reward_spy_camp_chair												A Camp Chair and some Experience
exar_kun_lost_journal					col_reward_heroic_exar_kun_lost_journal_02_01												Walter Emanus' Lost Journal
bounty_check_kill					"item_limited_use_schematic_bounty_dc15_04_01,item_limited_use_schematic_bounty_ee3_04_01"												Master Crafted Bounty Hunter Weapon Schematics
jedi_robe_01			bdg_col_jedi_robe														Badge and access to Master Jedi Cloaks at Jedi shrines.
col_lightsaber_1h_01			jedi_robe_01_04		item_schematic_fifth_gen_saber_03_01												Fifth generation one-handed lightsaber schematic.
col_lightsaber_2h_01			jedi_robe_01_05		item_schematic_fifth_gen_saber_03_02												Fifth generation two-handed lightsaber schematic.
col_lightsaber_polearm_01			jedi_robe_01_06		item_schematic_fifth_gen_saber_03_03												Fifth generation polearm lightsaber schematic.
col_meatlump_newspaper_01	0.2		col_meatlump_newspaper_tier2		"meatlump_scrapbook_reward_02_01,item_meatlump_lump_01_01"	5											Meatlump Scrapbook and a Medium amount of XP.
col_meatlump_slicer_tier_02	0.2		bdg_meatlump_slicer_tier_02		item_meatlump_lump_01_01	10											"Badge, Player Title and XP"
col_meatlump_safe_01	0.2		meatlump_safe_tier_02		item_meatlump_lump_01_01	5							mtpSafeComplete				"XP, Lumps"
col_meatlump_container_01	0.2		meatlump_container_tier_02		item_meatlump_lump_01_01	5							mtpContainerComplete				"XP, Lumps"
col_meatlump_map_01	0.2		meatlump_map_tier_02		item_meatlump_lump_01_01	5							mtpMapComplete				"XP, Lumps"
col_meatlump_code_word_01	0.2		col_meatlump_code_word_tier2		item_meatlump_lump_01_01	5											"XP, Lumps"
col_meatlump_eavesdrop	0.2		meatlump_eavesdrop_tier_02		item_meatlump_lump_01_01	5											"XP, Lumps"
col_meatlump_sabotage_tier_02	0.2		bdg_meatlump_sabotage_tier_02		item_meatlump_lump_01_01	10											"Badge, Player Title, XP & Lumps"
col_meatlump_bomb_sabotage_01	0.2		meatlump_bomb_sabotage_tier2		item_meatlump_lump_01_01	5							mtpBombComplete				"XP, Lumps"
col_meatlump_weapon_sabotage_01	0.2		meatlump_weapon_sabotage_tier2		item_meatlump_lump_01_01	5							mtpWeaponComplete				"XP, Lumps"
col_meatlump_food_sabotage_01	0.2		meatlump_food_sabotage_tier2		item_meatlump_lump_01_01	5							mtpFoodComplete				"XP, Lumps"
col_meatlump_hench_doll_01	0.2		col_meatlump_hench_doll_tier2														Visit Newin Seedel in the Meatlump Hideout.
col_meatlump_officer_doll_01	0.2		col_meatlump_officer_doll_tier2														Visit Newin Seedel in the Meatlump Hideout.
col_meatlump_king_doll_01	0.3		col_meatlump_king_doll_tier2														Visit Newin Seedel in the Meatlump Hideout.
col_meatlump_uniform_01	0.2		col_meatlump_uniform_tier2		item_meatlump_lump_01_01	5											A medium amount of XP and Lumps
col_meatlump_rank_01	0.2		col_meatlump_rank_tier2		item_meatlump_lump_01_01	5											A medium amount of XP and Lumps
col_meatlump_investigation_tier_02	0.2		bdg_meatlump_investigation_tier_02		item_meatlump_lump_01_01	10											"Badge, Player Title, XP & Lumps"
col_meatlump_doll_tier_02	0.2		bdg_meatlump_doll_tier_02		item_meatlump_lump_01_01	10											"Badge, XP & Lumps"
col_meatlump_lint_01	0.2				item_meatlump_lump_01_01	5											A medium amount of XP and Lumps
col_meatlump_recruiter_01	0.2		col_meatlump_recruiter_01_tracker		item_meatlump_lump_01_01	5											A medium amount of XP and Lumps
col_meatlump_wine_01	0.2		col_meatlump_wine_01_tracker		item_mtp_meatlump_xp_wine_02_01												A medium amount of XP and a bottle of Meatlump Wine
col_meatlump_master_01	0.3				item_meatlump_lump_01_01	20											A large amount of XP and Lumps
col_meatlump_photo_01	0.2		col_meatlump_photo_tier2		item_meatlump_lump_01_01	5											A medium amount of XP and Lumps
col_enzyme_colors					item_beast_dye_01												A beast dye kit that can be used to change your beast's color
kill_hoth_tauntaun_01	0.2				col_reward_hoth_ice_sculpture_tauntaun_02_01												A medium amount of XP and a Tauntaun Ice Sculpture
kill_hoth_wampa_01	0.2				col_reward_hoth_ice_sculpture_wampa_02_01												A medium amount of XP and a Wampa Ice Sculpture
col_hoth_frozen_tauntaun_01	0.1				col_reward_hoth_tauntaun_head_02_01												A small amount of XP and a mounted Tauntaun head.
col_hoth_meteorite_01	0.1				col_reward_hoth_meteorite_geode_02_01												A small amount of XP and a meteorite display.
col_hoth_probe_droid_01	0.1				item_holopet_hoth_probe_droid_data_cube_01_01												A small amount of XP and a Probe Droid Holo-Pet Data Cube
col_hoth_imperial_kill_01	0.1				col_hoth_sharpshooter_buff_02_01												A small amount of XP and a Hoth Radio
col_hoth_rebel_kill_01	0.1				col_hoth_sharpshooter_buff_02_01												A small amount of XP and a Hoth Radio
col_holo_emitter_01	0.2				"col_holo_emitter_reward_02_01,item_holopet_hoth_tauntaun_data_cube_01_01"												"A medium amount of XP, a Holographic Emitter and a Tauntaun Holo-Pet"
col_panoramic_vistas_tatooine	0.1				col_reward_tatooine_vistas_painting_02_01												A small amount of XP and a Panoramic Painting of Tatooine
spy_unarmed_01	0.2				weapon_spy_fist												A Tenebrous Edge Weapon
loveday_2009_activities			loveday_badge_09														Second Annual Ewok Festival of Love Badge
loveday_2009_matchmaking			loveday_matchmaker_badge_09														Ewok Festival of Love Matchmaker Badge
loveday_2010_activities			loveday_badge_10														Third Annual Ewok Festival of Love Badge
loveday_2010_matchmaking			loveday_matchmaker_badge_10														Ewok Festival of Love 2010 Matchmaker Badge
col_stage_smoke					item_limited_use_schematic_smoke_machine_01_01												A Smoke Machine Schematic
col_stage_pyro					item_limited_use_schematic_pyro_machine_01_01												A Pyrotechnic Machine Schematic
col_stage_controller					item_limited_use_schematic_stage_controller_01_01												A Stage Controller Schematic
col_stage_backdrop					item_limited_use_schematic_backdrop_generator_01_01												A Backdrop Generator Schematic
col_square_green_cut_gem_01	0.2				item_limited_use_schematic_green_gem_01_01												A medium amount of XP and a Green Light Gem Schematic
col_round_purple_cut_gem_01	0.2				item_limited_use_schematic_purple_gem_01_01												A medium amount of XP and a Purple Light Gem Schematic
col_round_red_cut_gem_01	0.2				item_limited_use_schematic_red_gem_01_01												A medium amount of XP and a Red Light Gem Schematic
mail_opt_in_1					item_mail_opt_in_1_reward												A Bantha Skin Rug
col_space_helper_monkey_01					item_beast_holocron_04_10												Shipwright Helper Monkey
empire_day_recruiting_event	0.1		empire_day_recruiter_badge_2009		"col_reward_imperial_gcw_500_01_01,item_empire_day_imperial_token"												"Badge, Empire Day Token, GCW Points & XP"
empire_day_anti_propaganda_event	0.1		empire_day_anti_propaganda_badge_2009		"col_reward_imperial_gcw_500_01_01,item_empire_day_imperial_token"												"Badge, Title, Empire Day Token, GCW Points & XP"
empire_day_engineering_quest	0.1		empire_day_engineering_badge_2009		"col_reward_imperial_gcw_500_01_01,item_empire_day_imperial_token"												"Badge, GCW Points & XP"
empire_day_performance_quest	0.1		empire_day_performance_badge_2009		"col_reward_imperial_gcw_500_01_01,item_empire_day_imperial_token"												"Badge, Empire Day Token, GCW Points & XP"
empire_day_rescue_quest	0.1		empire_day_rescue_badge_2009		"col_reward_imperial_gcw_500_01_01,item_empire_day_imperial_token"												"Badge, Empire Day Token, GCW Points & XP"
remembrance_day_resistance_event	0.1		remembrance_day_resistance_badge_2009		"col_reward_rebel_gcw_500_01_01,item_empire_day_rebel_token"												"Badge, Remembrance Day Token, GCW Points & XP"
remembrance_day_vandal_event	0.1		remembrance_day_vandal_badge_2009		"col_reward_rebel_gcw_500_01_01,item_empire_day_rebel_token"												"Badge, Title, Remembrance Day Token, GCW Points & XP"
remembrance_day_engineering_quest	0.1		remembrance_day_engineering_badge_2009		"col_reward_rebel_gcw_500_01_01,item_empire_day_rebel_token"												"Badge, Title, Remembrance Day Token, GCW Points & XP"
remembrance_day_performance_quest	0.1		remembrance_day_performance_badge_2009		"col_reward_rebel_gcw_500_01_01,item_empire_day_rebel_token"												"Badge, Remembrance Day Token, GCW Points & XP"
remembrance_day_rescue_quest	0.1		remembrance_day_rescue_badge_2009		"col_reward_rebel_gcw_500_01_01,item_empire_day_rebel_token"												"Badge, Remembrance Day Token, GCW Points & XP"
mail_opt_in_2					item_mail_opt_in_2_reward												An Architects Rendition of a Nabooian City Hall
buddy_02_01_01			buddy_02_02_01														
buddy_02_02_02			buddy_02_03_01														
buddy_02_03_02			buddy_02_04_01														
col_buddy_02_04					item_deed_pod_racer_06_03												Light Bending Gasgano Podracer Deed
col_buddy_02_01					item_mini_vehicle_terminal_barc												Mini-Vehicle: Barc Speeder
col_buddy_02_02					item_mini_vehicle_terminal_awing												Mini-Vehicle: A-Wing
col_buddy_02_03					item_mini_vehicle_terminal_basilisk												Mini-Vehicle: Basilisk War Droid
mail_opt_in_3					item_mail_opt_in_3_reward												An Architects Rendition of Jabba's Palace
buddy_01_01			buddy_02_01														
buddy_02_02			buddy_03_01														
buddy_03_02			buddy_04_01														
deathtrooper_camp_location	0.1		bdg_deathtrooper_camp_locations														"Badge, XP"
deathtrooper_rodian_frequent_flyer	0.1		bdg_deathtrooper_frequent_flyer														"Badge, XP"
deathtrooper_camp_rescue	0.1		bdg_deathtrooper_camp_rescue														"Badge, XP"
deathtrooper_virus_canister_demo	0.1		bdg_deathtrooper_virus_canister_demolition														"Badge, XP"
col_hidden_content	0.1		bdg_deathtrooper_hidden_content														"Badge, XP"
col_escort_content	0.1		bdg_deathtrooper_camp_escort														"Badge, XP"
col_defend_camp_content	0.1		bdg_deathtrooper_camp_defense														"Badge, XP"
col_boss_badge_collection	0.1		bdg_deathtrooper_undead_boss_kill_collection		item_outbreak_deathrooper_rifle												"Badge, XP, Blackwing Rifle"
kill_deathtrooper_afflicted_boss	0.2		"bdg_deathtrooper_undead_topside_boss_kill_collection,undead_minor_bosses_killed
"														"Badge, XP, Title"
kill_deathtrooper_afflicted	0.2		bdg_deathtrooper_undead_kill_collection														"Badge, XP, Title"
col_camp_alpha_01	0.1		col_camp_alpha_done														"Badge, XP"
col_camp_beta_01	0.1		col_camp_beta_done														"Badge, XP"
col_camp_gamma_01	0.1		col_camp_gamma_done														"Badge, XP"
col_camp_delta_01	0.1		col_camp_delta_done														"Badge, XP"
col_camp_epsilon_01	0.1		col_camp_epsilon_done														"Badge, XP"
col_camp_research_01	0.1		col_facility_done														"Badge, XP"
col_camp_collection	0.1		bdg_deathtrooper_click_collections														"Badge, XP"
deathtrooper_cornburr_brain	0.1				item_vehicle_deed_hoverlifter_speeder												"XP, Hover Lifter Speeder Deed"
deathtrooper_flare_s_col	0.1				item_vehicle_deed_flare_s_swoop												"XP, Title, Flare S Swoop Deed"
col_trader_construct_barricade_rebel	0.2		rebel_gcw_trader_build_barricades		item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_construct_patrol_point_rebel	0.2		rebel_gcw_trader_build_patrol_point		item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_construct_tower_rebel	0.2		rebel_gcw_trader_build_tower		item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_construct_turret_rebel	0.2		rebel_gcw_trader_build_turret		item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_construct_vehicle_rebel	0.2		rebel_gcw_trader_build_vehicle		item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_construct_hailfire_rebel	0.2		rebel_gcw_trader_build_hailfire		item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_repair_barricade_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_repair_patrol_point_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_repair_turret_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_repair_vehicle_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_entertainer_cure_fatigue_rebel	0.2		rebel_gcw_entertainer_cure_fatigue		item_gcw_rebel_token	5											XP and GCW Tokens
col_entertainer_demorazlied_troops_rebel	0.2		rebel_gcw_entertainer_rally		item_gcw_rebel_token	5											XP and GCW Tokens
col_entertainer_troop_spawn_rebel	0.2		rebel_gcw_entertainer_spawn_points		item_gcw_rebel_token	5											XP and GCW Tokens
col_medic_heal_soldier_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_smuggler_slice_terminal_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_spy_destroy_patrol_point_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_combat_defend_barricade_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_combat_defend_tower_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_combat_defend_turret_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_combat_destroy_barricade_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_combat_destroy_turret_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
kill_combat_troop_1_rebel	0.2		rebel_gcw_kill_troop_1		item_gcw_rebel_token	5											XP and GCW Tokens
kill_combat_troop_2_rebel	0.2		rebel_gcw_kill_troop_2		item_gcw_rebel_token	5											XP and GCW Tokens
kill_combat_troop_3_rebel	0.2		rebel_gcw_kill_troop_3		item_gcw_rebel_token	5											XP and GCW Tokens
kill_combat_at_st_rebel	0.2		rebel_gcw_kill_at_st		item_gcw_rebel_token	5											XP and GCW Tokens
kill_combat_at_at_rebel	0.2		rebel_gcw_kill_at_at		item_gcw_rebel_token	5											XP and GCW Tokens
kill_combat_general_rebel	0.2		rebel_gcw_kill_general		item_gcw_rebel_token	5											XP and GCW Tokens
col_loot_objects_rebel	0.2				item_gcw_rebel_token	5											XP and GCW Tokens
col_trader_construct_barricade_imperial	0.2		imperial_gcw_trader_build_barricades		item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_construct_patrol_point_imperial	0.2		imperial_gcw_trader_build_patrol_point		item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_construct_tower_imperial	0.2		imperial_gcw_trader_build_tower		item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_construct_turret_imperial	0.2		imperial_gcw_trader_build_turret		item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_construct_vehicle_imperial	0.2		imperial_gcw_trader_build_vehicle		item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_construct_at_at_imperial	0.2		imperial_gcw_trader_build_at_at		item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_repair_barricade_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_repair_patrol_point_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_repair_turret_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_trader_repair_vehicle_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_entertainer_cure_fatigue_imperial	0.2		imperial_gcw_entertainer_cure_fatigue		item_gcw_imperial_token	5											XP and GCW Tokens
col_entertainer_demorazlied_troops_imperial	0.2		imperial_gcw_entertainer_rally		item_gcw_imperial_token	5											XP and GCW Tokens
col_entertainer_troop_spawn_imperial	0.2		imperial_gcw_entertainer_spawn_points		item_gcw_imperial_token	5											XP and GCW Tokens
col_medic_heal_soldier_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_smuggler_slice_terminal_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_spy_destroy_patrol_point_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
col_combat_defend_barricade_imperial	0.2				item_gcw_imperial_token	5											XP and GCW Tokens
