skill_mod	profession	category	display	rank	divisor	percent	comment
absorption_poison	ALL	combat	1	1270			Poison Absorption
expertise_poison_knuckle_proc	medic_1a	medic	1	1260			Poison Knuckle
resistance_poison	ALL	combat	1	1250			Poison Resistance
expertise_action_weapon_7	ALL	combat	1	1240			Polearm Action Cost
expertise_critical_polearm	ALL	combat	1	1230	1	1	Polearm Critical Chance
expertise_damage_weapon_7	ALL	combat	1	1220	1	1	Polearm Damage
expertise_action_weapon_11	ALL	combat	1	1210			Polearm Lightsaber Action Cost
expertise_damage_weapon_11	ALL	combat	1	1200	1	1	Polearm Lightsaber Damage
power_systems	ALL	trader	1	1190			Power Systems
power_systems_experimentation	ALL	trader	1	1180			Power Systems Experimentation
precision_modified	ALL	attributes	1	1170			Precision
expertise_co_flash_bang	commando_1a	commando	1	1160			Precision Decrease
expertise_buff_duration_line_sp_preparation	spy_1a	spy	1	1157			Preparation Duration
expertise_cooldown_line_sp_preparation	spy_1a	spy	1	1155			Preparation Cooldown
propulsion_reverse	ALL	trader	1	1150			Propulsion Reverse Engineering
expertise_critical_niche_pvp	bounty_hunter_1a	bounty_hunter	1	1140			PvP Critical Chance
expertise_critical_niche_pvp	medic_1a	medic	1	1130			PvP Critical Chance
expertise_range_bonus_all	ALL	combat	1	1120			Range Increase
expertise_range_bonus_ranged	ALL	combat	1	1119			Range Increase (Ranged Weapons)
expertise_range_bonus_melee	ALL	combat	1	1118			Range Increase (Melee Weapons)
expertise_damage_ranged	ALL	combat	1	1110			Ranged Damage Increase
expertise_sm_card_ranged_proc	smuggler_1a	smuggler	1	1100			Ranged Double Attack
expertise_action_line_sp_hd_melee	spy_1a	spy	1	1090			Razor Slash Action Cost
expertise_damage_line_sp_hd_melee	spy_1a	spy	1	1080			Razor Slash Damage
kill_meter_co_youll_regret_that_reac	commando_1a	commando	1	1070			Regret Chance
expertise_damage_line_co_remote_detonator	commando_1a	commando	1	1060			Remote Detonator Damage
expertise_delay_line_co_remote_detonator	commando_1a	commando	1	1050			Remote Detonator Duration
expertise_area_size_line_co_remote_detonator	commando_1a	commando	1	1040			Remote Detonator Radius
expertise_resource_quality_increase	ALL	trader	1	1030			Resource Quality Increase
expertise_buff_duration_line_bh_return_fire	bounty_hunter_1a	bounty_hunter	1	1027			Return Fire Duration
expertise_cooldown_line_bh_return_fire	bounty_hunter_1a	bounty_hunter	1	1023			Return Fire Cooldown
expertise_cooldown_line_sp_reveal_shadows	spy_1a	spy	1	1020			Reveal Shadows
expertise_sp_reveal_shadows_detect_chance_increase	spy_1a	spy	1	1010			Reveal Shadows
expertise_sp_reveal_shadows_distance_increase	spy_1a	spy	1	1000			Reveal Shadows
expertise_reverse_engineering_bonus	ALL	trader	1	990			Reverse Engineering Chance
expertise_cooldown_line_me_revive	medic_1a	medic	1	980			Revive Cooldown
expertise_cooldown_line_co_riddle_armor	commando_1a	commando	1	975			Riddle Armor Cooldown
expertise_action_weapon_0	ALL	combat	1	970			Rifle Action Cost
expertise_critical_rifle	ALL	combat	1	960	1	1	Rifle Critical Chance
expertise_damage_weapon_0	ALL	combat	1	950	1	1	Rifle Damage
expertise_damage_line_fs_saber_reflect	force_sensitive_1a	force_sensitive	1	940	1	1	Saber Reflect Damage
expertise_resource_sampling_increase	ALL	trader	1	930			Sampling Resource Increase
expertise_resource_sampling_time_decrease	ALL	trader	1	920			Sampling Time Decrease
expertise_fs_force_clarity_1_proc	force_sensitive_1a	force_sensitive	1	910	1	1	Second Attack
expertise_co_burst_fire_proc	commando_1a	commando	1	900	1	1	Second Fire Chance
expertise_healing_line_sm_heal	smuggler_1a	smuggler	1	890			Self Heal Bonus
expertise_healing_line_sp_cloaked_heal	spy_1a	spy	1	880			Self Heal Bonus
expertise_healing_line_sp_heal	spy_1a	spy	1	870			Self Heal Bonus
shields_experimentation	ALL	trader	1	860			Shield Experimentation
shields_assembly	ALL	trader	1	850			Shields Assembly
ship_weapon_damage	ALL	piloting	1	845			Ship Weapon Damage
expertise_assembly_increase_shipwright	ALL	trader	1	840			Shipwright Assembly Increase
expertise_complexity_decrease_shipwright	ALL	trader	1	830			Shipwright Complexity Decrease
expertise_experimentation_point_shipwright	ALL	trader	1	820			Shipwright Experiment Point
expertise_experimentation_increase_shipwright	ALL	trader	1	810			Shipwright Experimentation
expertise_damage_line_fs_cc_crit	force_sensitive_1a	force_sensitive	1	800			Shockwave Damage
shop_sign	ALL	trader	1	790			Shop Sign Options
expertise_buff_duration_line_sm_skullduggery	smuggler_1a	smuggler	1	785			Skullduggery Duration Increase
expertise_sly_lie_bonus	smuggler_1a	smuggler	1	780			Sly Lie Bonus
expertise_sly_lie_rank	smuggler_1a	smuggler	1	770			Sly Lie Bonus Each Rank
expertise_action_line_sp_smoke	spy_1a	spy	1	760			Smoke Bomb
expertise_cooldown_line_sp_smoke	spy_1a	spy	1	750			Smoke Bomb Cooldown
expertise_movement_buff_invis_sp_buff_invis_1	spy_1a	spy	1	740			Smoke Bomb Movement
fast_attack_line_sp_smoke	spy_1a	spy	1	735			Smoke Bomb Fast Attack
expertise_increase_smuggler_loot	smuggler_1a	smuggler	1	730			Smuggler Loot Bonus
expertise_junk_dealer_cut	smuggler_1a	smuggler	1	720			Smuggler Profit Cut
expertise_sm_rank_damage_bonus	smuggler_1a	smuggler	1	715			Smuggling Rank Attack Damage Bonus
expertise_sm_rank_range_bonus	smuggler_1a	smuggler	1	714			Smuggling Rank Attack Range Bonus
expertise_buff_duration_group_snare	ALL	combat	1	710			Snare Duration
expertise_movement_buff_invis_sp_buff_stealth_1	spy_1a	spy	1	700			Sneak Movement
expertise_action_line_sp_stealth_ranged	spy_1a	spy	1	690			Snipe Action Cost
expertise_critical_line_sp_stealth_ranged	spy_1a	spy	1	680			Snipe Critical Chance
expertise_damage_line_sp_stealth_ranged	spy_1a	spy	1	670			Snipe Damage Increase
expertise_dot_damage_line_sp_stealth_ranged	spy_1a	spy	1	665	1	1	Snipe DOT Increase
expertise_critical_line_en_spiral_kick	entertainer_1a	entertainer	1	660			Spiral Kick Critical Chance
expertise_action_line_sp_dot	spy_1a	spy	1	655			Spy's Fang Action Cost
stamina_modified	ALL	attributes	1	650			Stamina
expertise_stance_constitution	force_sensitive_1a	force_sensitive	1	640			Stance Constitution
expertise_stance_evasion	force_sensitive_1a	force_sensitive	1	637			Stance Evasion
expertise_healing_line_fs_heal	force_sensitive_1a	force_sensitive	1	635	1	1	Stance Heal Damage
expertise_stance_glance_buff_line	force_sensitive_1a	force_sensitive	1	630	1	1	Stance Glance
expertise_stance_parry	force_sensitive_1a	force_sensitive	1	627			Stance Parry
expertise_stance_riposte	force_sensitive_1a	force_sensitive	1	625	1	1	Stance Riposte
expertise_stance_saber_block	force_sensitive_1a	force_sensitive	1	620			Stance Saber Block
expertise_cooldown_line_me_stasis_self	medic_1a	medic	1	615			Stasis Field (self) Cooldown
stealth	ALL	combat	1	610			Stealth
strength_modified	ALL	attributes	1	600			Strength
expertise_damage_line_fs_dm	force_sensitive_1a	force_sensitive	1	590			Strike Damage
combat_strikethrough_chance	ALL	combat	1	585			Strikethrough Chance
combat_strikethrough_value	ALL	combat	1	584			Strikethrough Value
strikethrough_vulnerable	ALL	combat	1	582			Strikethrough Vulnerable
structure_assembly	ALL	trader	1	580			Structure Assembly
structure_experimentation	ALL	trader	1	570			Structure Experimentation
expertise_cooldown_line_of_firepower	officer_1a	officer	1	560			Superior Firepower Cooldown
expertise_cooldown_line_of_sup	officer_1a	officer	1	550			Supply Drop Cooldown
expertise_action_line_of_sure	officer_1a	officer	1	540			Sure Shot Action Cost
expertise_cooldown_line_of_sure	officer_1a	officer	1	535			Sure Shot Cooldown
expertise_critical_line_of_sure	officer_1a	officer	1	530			Sure Shot Critical Chance
expertise_damage_line_of_sure	officer_1a	officer	1	520			Sure Shot Damage
expertise_freeshot_of_sure	officer_1a	officer	1	510			Sure Shot Freeshot Chance
surveying	ALL	trader	1	500			Surveying
expertise_damage_line_fs_sweep	force_sensitive_1a	force_sensitive	1	490			Sweep Damage
expertise_damage_line_en_sweeping_pirouette	entertainer_1a	entertainer	1	480			Sweeping Pirouette Damage Increase
fast_attack_line_me_revive	medic_1a	medic	1	477			Swift Revive Chance
fast_attack_line_of_heal	officer_1a	officer	1	476			Swift Heal Chance
fast_attack_line_me_heal	medic_1a	medic	1	475			Swift-Heal Other
systems_reverse	ALL	trader	1	470			Systems Reverse Engineering
expertise_assembly_increase_tailor	ALL	trader	1	460			Tailor Assembly Increase
expertise_complexity_decrease_tailor	ALL	trader	1	450			Tailor Complexity Decrease
expertise_experimentation_point_tailor	ALL	trader	1	440			Tailor Experiment Point
expertise_experimentation_increase_tailor	ALL	trader	1	430			Tailor Experimentation
expertise_socket_increase_tailor	ALL	trader	1	420			Tailor Socket Increase
slope_move	ALL	movement	1	410			Terrain Negotiation
expertise_buff_duration_line_en_debuff_thrill	entertainer_1a	entertainer	1	400			Thrill Duration Increase
expertise_en_debuff_thrill_increase	entertainer_1a	entertainer	1	390			Thrill Glancing Blow Increase
expertise_buff_duration_line_fs_force_throw	force_sensitive_1a	force_sensitive	1	380			Throw Snare Duration
droid_track_chance	bounty_hunter_1a	bounty_hunter	1	370			Tracking Droid Effectiveness
droid_tracks	bounty_hunter_1a	bounty_hunter	1	360			Tracking Droids
expertise_area_size_line_trap	bounty_hunter_1a	bounty_hunter	1	350			Trap Area Effect
expertise_critical_line_fldmot	spy_1a	spy	1	340			Trap Critical Chance
expertise_damage_line_fldmot	spy_1a	spy	1	330			Trap Initial Damage Increase
expertise_action_weapon_10	ALL	combat	1	320			Two-Hand Lightsaber Action Cost
expertise_damage_weapon_10	ALL	combat	1	310	1	1	Two-Hand Lightsaber Damage
expertise_action_weapon_5	ALL	combat	1	300			Two-Hand Melee Action Cost
expertise_critical_2h	ALL	combat	1	290	1	1	Two-Hand Melee Critical Chance
expertise_damage_weapon_5	ALL	combat	1	280	1	1	Two-Hand Melee Damage
expertise_action_weapon_6	ALL	combat	1	270			Unarmed Action Cost
expertise_critical_unarmed	medic_1a	medic	1	260	1	1	Unarmed Critical Chance
expertise_damage_weapon_6	medic_1a	medic	1	250	1	1	Unarmed Damage
expertise_damage_unarmed	ALL	combat	1	240			Undarmed Damage Increase
expertise_buff_duration_line_en_unhealthy_fixation_debuff	entertainer_1a	entertainer	1	230			Unhealthy Fixation Duration Increase
expertise_vendor_cost_decrease	ALL	trader	1	220			Vendor Cost Decrease
expertise_vendor_item_limit	ALL	trader	1	210			Vendor Item Increase
vendor_item_limit	ALL	trader	1	200			Vendor Item Limit
expertise_vendor_limit_increase	ALL	trader	1	195			Vendor Limit Increase
manage_vendor	ALL	trader	1	190			Vendors
expertise_action_line_me_dm	medic_1a	medic	1	185			Vital Strike Action Cost
expertise_critical_line_me_dm	medic_1a	medic	1	180			Vital Strike Critical Chance
fast_attack_line_me_dm	medic_1a	medic	1	177			Vital Strike Fast Attack
expertise_damage_line_me_dm	medic_1a	medic	1	175			Vital Strike Damage
expertise_freeshot_me_dm	medic_1a	medic	1	170			Vital Strike Freeshot Chance
expertise_buff_en_void_dance_buff	entertainer_1a	entertainer	1	165			Void Dance Increase
weapon_assembly	ALL	trader	1	160			Weapon Assembly
expertise_damage_weapon_all	ALL	combat	1	155	1	1	Weapon Damage Increase
kill_meter_damage_weapon_all	commando_1a	commando	1	150			Weapon Damage Increase
weapon_experimentation	ALL	trader	1	145			Weapon Experimentation
weapon_systems	ALL	trader	1	140			Weapon Systems
weapon_systems_experimentation	ALL	trader	1	135			Weapon Systems Experimentation
expertise_assembly_increase_weaponsmith	ALL	trader	1	130			Weaponsmith Assembly Increase
expertise_complexity_decrease_weaponsmith	ALL	trader	1	125			Weaponsmith Complexity Decrease
expertise_experimentation_point_weaponsmith	ALL	trader	1	120			Weaponsmith Experiment Point
expertise_experimentation_increase_weaponsmith	ALL	trader	1	115			Weaponsmith Experimentation
expertise_action_line_sp_without_trace	spy_1a	spy	1	110			Without a Trace
expertise_cooldown_line_sp_without_trace	spy_1a	spy	1	105			Without a Trace Cooldown
attributes		attributes		90			
beastmaster		beastmaster		80			
bounty_hunter		bounty_hunter		70			
combat		combat		60			
force_sensitive		force_sensitive		50			
misc		misc		40			
cybernetic_psychosis_resistance	ALL	misc	1	39			number of cybernetic installation points a character has
movement		movement		30			
piloting		piloting		20			
politics		politics		10			
species		species		5			
species_bothan	ALL	species	1	5000			
species_human	ALL	species	1	5001			
species_moncal	ALL	species	1	5002			
species_rodian	ALL	species	1	5003			
species_trandoshan	ALL	species	1	5004			
species_twilek	ALL	species	1	5005			
species_wookiee	ALL	species	1	5006			
species_zabrak	ALL	species	1	5007			
species_ithorian	ALL	species	1	5008			
species_sullustan	ALL	species	1	5009			
trader		trader		9			
structure_customization	ALL	trader	1	2379			Structure Customization
instrument_customization	ALL	entertainer	1	5010			Instrument Customization
expertise_aggro_channel	officer_1a	officer	1	3671			Channel Hate Ability Percentage
special_vendor_tcg_series1_ewok	ALL	misc	1	6000			TCG Set 1 & 2 Vendor
special_vendor_tcg_series1_gungan	ALL	misc	1	6010			TCG Set 1 & 2 Vendor
special_vendor_tcg_series1_jawa	ALL	misc	1	6020			TCG Set 1 & 2 Vendor
special_vendor_tcg_series1_meatlump	ALL	misc	1	6030			TCG Set 1 & 2 Vendor
special_vendor_tcg_series1_bomarr_monk	ALL	misc	1	6040			TCG Set 1 & 2 Vendor
special_vendor_tcg_series1_serving_droid	ALL	misc	1	6050			TCG Set 1 & 2 Vendor
special_vendor_tcg_series3_nightsister	ALL	misc	1	6060			TCG Set 3 Vendor
special_vendor_tcg_series3_battle_droid	ALL	misc	1	6070			TCG Set 3 Vendor
special_vendor_tcg_series4_toydarian	ALL	misc	1	6080			TCG Set 4 Vendor
special_vendor_tcg_series4_kitonak	ALL	misc	1	6090			TCG Set 4 Vendor
special_sign_tcg_series3	ALL	misc	1	7000			TCG Set 3 animated signs
special_sign_tcg_series5	ALL	misc	1	7001			TCG Set 5 signs
special_sign_halloween_hanging_sign	ALL	misc	1	7010			"Galactic Moon Festival Signs, version 2"
special_sign_halloween_standing_sign	ALL	misc	1	7020			"Galactic Moon Festival Signs, version 2"
special_sign_imp_empire_day_standing	ALL	misc	1	7021			Empire Day 2009
special_sign_imp_empire_day_hanging	ALL	misc	1	7022			Empire Day 2009
special_sign_reb_empire_day_standing	ALL	misc	1	7023			Empire Day 2009
special_sign_reb_empire_day_hanging	ALL	misc	1	7024			Empire Day 2009
special_sign_chronicle_master_standing_sign	ALL	misc	1	7025			Chronicle Master Signs - Standing
special_sign_chronicle_master_hanging_sign	ALL	misc	1	7026			Chronicle Master Signs - Hanging
milk_quantity_modified	ALL	attributes	1	8000			Modifier for milk that can be harvested
milk_exceptional_modified	ALL	attributes	1	8010			Modifier for exceptional milk that can be harvested (collection item)
milk_stun_modified	ALL	attributes	1	8020			Modifier for stunning while milking
movement_resist_snare	ALL	movement	1	8030			snare reduction
resistance_spice_downer	ALL	attributes	1	8040			modifier for spice downer
resistance_incapacitation	ALL	attributes	1	8050			modifier for incapacitation
bm_incubator_dps_armor	ALL	beastmaster	1	8060			Ability Acquisition Bonus
bm_mutation_chance_increase	ALL	beastmaster	1	8070			Ability Acquisition Bonus
incubation_time_reduction	ALL	beastmaster	1	8080			Ability Acquisition Bonus
