chassis	strHardpoint	weaponIndex	minYaw	maxYaw	minPitch	maxPitch
player_gunship_imperial	imperial_gunboat_turretbase_wing:turretyaw2	6	-180	180	-90	2
player_gunship_imperial	imperial_gunboat_turretbase_nose:turretyaw_nose1	7	-180	180	-90	-2
nova_orion_boss_minion_02_tier1	top?	0	-180	180	-90	5
nova_orion_boss_minion_02_tier1	bottom?	1	-180	180	-90	5
nova_orion_boss_minion_02_tier2	top?	0	-180	180	-90	5
nova_orion_boss_minion_02_tier2	bottom?	1	-180	180	-90	5
nova_orion_boss_minion_02_tier3	top?	0	-180	180	-90	5
nova_orion_boss_minion_02_tier3	bottom?	1	-180	180	-90	5
nova_orion_boss_minion_02_tier4	top?	0	-180	180	-90	6
nova_orion_boss_minion_02_tier4	bottom?	1	-180	180	-90	6
nova_orion_boss_minion_02_tier5	top?	0	-180	180	-90	7
nova_orion_boss_minion_02_tier5	bottom?	1	-180	180	-90	7
nova_orion_boss_minion_02_tier6	top?	0	-180	180	-90	5
nova_orion_boss_minion_02_tier6	bottom?	1	-180	180	-90	5
nova_orion_boss_minion_02_tier7	top?	0	-180	180	-90	5
nova_orion_boss_minion_02_tier7	bottom?	1	-180	180	-90	5
nova_orion_boss_minion_02_tier8	top?	0	-180	180	-90	5
nova_orion_boss_minion_02_tier8	bottom?	1	-180	180	-90	5
nova_orion_boss_minion_02_tier9	top?	0	-180	180	-90	6
nova_orion_boss_minion_02_tier9	bottom?	1	-180	180	-90	6
nova_orion_boss_minion_02_tier10	top?	0	-180	180	-90	7
nova_orion_boss_minion_02_tier10	bottom?	1	-180	180	-90	7
tieaggressor_tier6	rear turret	1	-120	120	-90	10
tieaggressor_tier7	rear turret	1	-120	120	-90	10
tieaggressor_tier8	rear turret	1	-120	120	-90	10
tieaggressor_tier9	rear turret	1	-120	120	-90	10
tieaggressor_tier10	rear turret	1	-120	120	-90	10
decimator_tier6	top?	0	-180	180	-90	7
decimator_tier6	bottom?	1	-180	180	-90	7
decimator_tier7	top?	0	-180	180	-90	7
decimator_tier7	bottom?	1	-180	180	-90	7
decimator_tier8	top?	0	-180	180	-90	7
decimator_tier8	bottom?	1	-180	180	-90	7
decimator_tier9	top?	0	-180	180	-90	7
decimator_tier9	bottom?	1	-180	180	-90	7
decimator_tier10	top?	0	-180	180	-90	7
decimator_tier10	bottom?	1	-180	180	-90	7
ywing_tier6	rear turret	1	-120	120	-90	10
ywing_tier7	rear turret	1	-120	120	-90	10
ywing_tier8	rear turret	1	-120	120	-90	10
ywing_tier9	rear turret	1	-120	120	-90	10
ywing_tier10	rear turret	1	-120	120	-90	10
ykl37r_tier6	top?	0	-180	180	-90	7
ykl37r_tier6	bottom?	1	-180	180	-90	7
ykl37r_tier7	top?	0	-180	180	-90	7
ykl37r_tier7	bottom?	1	-180	180	-90	7
ykl37r_tier8	top?	0	-180	180	-90	7
ykl37r_tier8	bottom?	1	-180	180	-90	7
ykl37r_tier9	top?	0	-180	180	-90	7
ykl37r_tier9	bottom?	1	-180	180	-90	7
ykl37r_tier10	top?	0	-180	180	-90	7
ykl37r_tier10	bottom?	1	-180	180	-90	7
krayt_tier6	top?	1	-180	180	-90	7
krayt_tier7	top?	1	-180	180	-90	7
krayt_tier8	top?	1	-180	180	-90	7
krayt_tier9	top?	1	-180	180	-90	7
krayt_tier10	top?	1	-180	180	-90	7
yt1300_tier6	top?	0	-180	180	-90	7
yt1300_tier6	bottom?	1	-180	180	-90	7
yt1300_tier7	top?	0	-180	180	-90	7
yt1300_tier7	bottom?	1	-180	180	-90	7
yt1300_tier8	top?	0	-180	180	-90	7
yt1300_tier8	bottom?	1	-180	180	-90	7
yt1300_tier9	top?	0	-180	180	-90	7
yt1300_tier9	bottom?	1	-180	180	-90	7
yt1300_tier10	top?	0	-180	180	-90	7
yt1300_tier10	bottom?	1	-180	180	-90	7
imperial_lancer	imperial_lancer_cannon_base:cannonyaw1	0	-180	180	-90	0
imperial_lancer	imperial_lancer_cannon_base:cannonyaw2	1	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw1	2	-150	150	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw2	3	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw3	4	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw4	5	-150	150	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw5	6	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw6	7	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw7	8	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw8	9	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw9	10	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw10	11	-180	180	-90	0
imperial_lancer	yt1300_turret_s01:turretyaw11	12	-180	180	-90	75
imperial_lancer	yt1300_turret_s01:turretyaw14	13	-180	180	-90	75
nebulon_frigate	yt1300_turret_s01:turret_bottom1	0	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_bottom2	1	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_bottom3	2	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_left1	3	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_left2	4	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_left3	5	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_left4	6	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_right1	7	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_right2	8	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_right3	9	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_right4	10	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_top1	11	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_top2	12	-180	180	-90	0
nebulon_frigate	yt1300_turret_s01:turret_top3	13	-180	180	-90	0
