name	object_template	shared_object_template	component_type	compatibility
bst_surronian_accelerator_mk1	object/tangible/ship/components/booster/bst_surronian_accelerator_mk1.iff	object/tangible/ship/components/booster/shared_bst_surronian_accelerator_mk1.iff	booster	bst_0
bst_surronian_accelerator_mk2	object/tangible/ship/components/booster/bst_surronian_accelerator_mk2.iff	object/tangible/ship/components/booster/shared_bst_surronian_accelerator_mk2.iff	booster	bst_0
bst_surronian_nomad_x4	object/tangible/ship/components/booster/bst_surronian_nomad_x4.iff	object/tangible/ship/components/booster/shared_bst_surronian_nomad_x4.iff	booster	bst_0
bst_surronian_nomad_x8	object/tangible/ship/components/booster/bst_surronian_nomad_x8.iff	object/tangible/ship/components/booster/shared_bst_surronian_nomad_x8.iff	booster	bst_0
bst_tiefighter_basic	object/tangible/ship/components/booster/bst_tiefighter_basic.iff	object/tangible/ship/components/booster/shared_bst_tiefighter_basic.iff	booster	bst_basic
bst_xwing_booster_mk1	object/tangible/ship/crafted/booster/xwing_booster_mk1.iff	object/tangible/ship/crafted/booster/shared_xwing_booster_mk1.iff	booster	bst_0
bst_xwing_booster_mk2	object/tangible/ship/crafted/booster/xwing_booster_mk2.iff	object/tangible/ship/crafted/booster/shared_xwing_booster_mk2.iff	booster	bst_0
bst_xwing_booster_s01	object/tangible/ship/components/booster/xwing_booster_test.iff	object/tangible/ship/components/booster/shared_xwing_booster_test.iff	booster	bst_0
bst_z95_basic	object/tangible/ship/components/booster/bst_z95_basic.iff	object/tangible/ship/components/booster/shared_bst_z95_basic.iff	booster	bst_basic
collection_reward_booster_01_mk1	object/tangible/ship/crafted/booster/collection_reward_booster_01_mk1.iff	object/tangible/ship/crafted/booster/shared_collection_reward_booster_01_mk1.iff	booster	bst_0
collection_reward_booster_01_mk2	object/tangible/ship/crafted/booster/collection_reward_booster_01_mk2.iff	object/tangible/ship/crafted/booster/shared_collection_reward_booster_01_mk2.iff	booster	bst_0
collection_reward_booster_01_mk3	object/tangible/ship/crafted/booster/collection_reward_booster_01_mk3.iff	object/tangible/ship/crafted/booster/shared_collection_reward_booster_01_mk3.iff	booster	bst_0
collection_reward_booster_01_mk4	object/tangible/ship/crafted/booster/collection_reward_booster_01_mk4.iff	object/tangible/ship/crafted/booster/shared_collection_reward_booster_01_mk4.iff	booster	bst_0
collection_reward_booster_01_mk5	object/tangible/ship/crafted/booster/collection_reward_booster_01_mk5.iff	object/tangible/ship/crafted/booster/shared_collection_reward_booster_01_mk5.iff	booster	bst_0
collection_reward_capacitor_01_mk1	object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk1.iff	object/tangible/ship/crafted/capacitor/shared_collection_reward_capacitor_01_mk1.iff	capacitor	cap_0
collection_reward_capacitor_01_mk2	object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk2.iff	object/tangible/ship/crafted/capacitor/shared_collection_reward_capacitor_01_mk2.iff	capacitor	cap_0
collection_reward_capacitor_01_mk3	object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk3.iff	object/tangible/ship/crafted/capacitor/shared_collection_reward_capacitor_01_mk3.iff	capacitor	cap_0
collection_reward_capacitor_01_mk4	object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk4.iff	object/tangible/ship/crafted/capacitor/shared_collection_reward_capacitor_01_mk4.iff	capacitor	cap_0
collection_reward_capacitor_01_mk5	object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk5.iff	object/tangible/ship/crafted/capacitor/shared_collection_reward_capacitor_01_mk5.iff	capacitor	cap_0
cap_corellian_cruiser_grade_cap1	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_cruiser_grade_cap1.iff	capacitor	cap_0
cap_corellian_cruiser_grade_cap10	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap10.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_cruiser_grade_cap10.iff	capacitor	cap_0
cap_corellian_cruiser_grade_cap2	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_cruiser_grade_cap2.iff	capacitor	cap_0
cap_corellian_cruiser_grade_cap3	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_cruiser_grade_cap3.iff	capacitor	cap_0
cap_corellian_cruiser_grade_cap5	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_cruiser_grade_cap5.iff	capacitor	cap_0
cap_corellian_cruiser_grade_cap9	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap9.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_cruiser_grade_cap9.iff	capacitor	cap_0
cap_corellian_deluxe_cruiser_grade_cap2	object/tangible/ship/components/weapon_capacitor/cap_corellian_deluxe_cruiser_grade_cap2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_deluxe_cruiser_grade_cap2.iff	capacitor	cap_0
cap_corellian_elite	object/tangible/ship/components/weapon_capacitor/cap_corellian_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_elite.iff	capacitor	cap_0
cap_corellian_standard	object/tangible/ship/components/weapon_capacitor/cap_corellian_standard.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_standard.iff	capacitor	cap_0
cap_corellian_tuned_cruiser_grade_cap1	object/tangible/ship/components/weapon_capacitor/cap_corellian_tuned_cruiser_grade_cap1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_corellian_tuned_cruiser_grade_cap1.iff	capacitor	cap_0
cap_cygnus_cygcap_a	object/tangible/ship/components/weapon_capacitor/cap_cygnus_cygcap_a.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_cygnus_cygcap_a.iff	capacitor	cap_0
cap_cygnus_cygcap_b	object/tangible/ship/components/weapon_capacitor/cap_cygnus_cygcap_b.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_cygnus_cygcap_b.iff	capacitor	cap_0
cap_elite_capacitor	object/tangible/ship/crafted/capacitor/elite_capacitor.iff	object/tangible/ship/crafted/capacitor/shared_elite_capacitor.iff	capacitor	cap_0
cap_freitek_xd2	object/tangible/ship/components/weapon_capacitor/cap_freitek_xd2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_freitek_xd2.iff	capacitor	cap_0
cap_gallofree_lt22	object/tangible/ship/components/weapon_capacitor/cap_gallofree_lt22.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_gallofree_lt22.iff	capacitor	cap_0
cap_generic	object/tangible/ship/components/weapon_capacitor/cap_generic.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_generic.iff	capacitor	cap_0
cap_gunship_mk1	object/tangible/ship/crafted/capacitor/gunship_capacitor_mk1.iff	object/tangible/ship/crafted/capacitor/shared_gunship_capacitor_mk1.iff	capacitor	cap_gunship
cap_gunship_mk2	object/tangible/ship/crafted/capacitor/gunship_capacitor_mk2.iff	object/tangible/ship/crafted/capacitor/shared_gunship_capacitor_mk2.iff	capacitor	cap_gunship
cap_gunship_mk3	object/tangible/ship/crafted/capacitor/gunship_capacitor_mk3.iff	object/tangible/ship/crafted/capacitor/shared_gunship_capacitor_mk3.iff	capacitor	cap_gunship
cap_haor_chall_old_capacitor	object/tangible/ship/components/weapon_capacitor/cap_haor_chall_old_capacitor.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_haor_chall_old_capacitor.iff	capacitor	cap_0
cap_huppla_pasa_tisc_old_capacitor	object/tangible/ship/components/weapon_capacitor/cap_huppla_pasa_tisc_old_capacitor.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_huppla_pasa_tisc_old_capacitor.iff	capacitor	cap_0
cap_incom_bjn825	object/tangible/ship/components/weapon_capacitor/cap_incom_bjn825.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_incom_bjn825.iff	capacitor	cap_0
cap_incom_improved_rebel_mk1	object/tangible/ship/components/weapon_capacitor/cap_incom_improved_rebel_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_incom_improved_rebel_mk1.iff	capacitor	cap_0
cap_incom_rebel_mk1	object/tangible/ship/components/weapon_capacitor/cap_incom_rebel_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_incom_rebel_mk1.iff	capacitor	cap_0
cap_incom_special_bjn825	object/tangible/ship/components/weapon_capacitor/cap_incom_special_bjn825.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_incom_special_bjn825.iff	capacitor	cap_0
cap_kessel_imperial_rendili_hyperbattery	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_rendili_hyperbattery.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kessel_imperial_rendili_hyperbattery.iff	capacitor	cap_0
cap_kessel_imperial_sds_imperial_finest	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_sds_imperial_finest.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kessel_imperial_sds_imperial_finest.iff	capacitor	cap_0
cap_kessel_imperial_sfs_array	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_sfs_array.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kessel_imperial_sfs_array.iff	capacitor	cap_0
cap_kessel_rebel_armek_array	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_armek_array.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kessel_rebel_armek_array.iff	capacitor	cap_0
cap_kessel_rebel_deepwell_k33_prototype	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_deepwell_k33_prototype.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kessel_rebel_deepwell_k33_prototype.iff	capacitor	cap_0
cap_kessel_rebel_taim_hypercharger	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_taim_hypercharger.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kessel_rebel_taim_hypercharger.iff	capacitor	cap_0
cap_koensayr_custom_light	object/tangible/ship/components/weapon_capacitor/cap_koensayr_custom_light.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_custom_light.iff	capacitor	cap_0
cap_koensayr_deluxe_mk4	object/tangible/ship/components/weapon_capacitor/cap_koensayr_deluxe_mk4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_deluxe_mk4.iff	capacitor	cap_0
cap_koensayr_elite_mk5	object/tangible/ship/components/weapon_capacitor/cap_koensayr_elite_mk5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_elite_mk5.iff	capacitor	cap_0
cap_koensayr_improved_light	object/tangible/ship/components/weapon_capacitor/cap_koensayr_improved_light.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_improved_light.iff	capacitor	cap_0
cap_koensayr_light	object/tangible/ship/components/weapon_capacitor/cap_koensayr_light.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_light.iff	capacitor	cap_0
cap_koensayr_mk3	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_mk3.iff	capacitor	cap_0
cap_koensayr_mk4	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_mk4.iff	capacitor	cap_0
cap_koensayr_mk5	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_mk5.iff	capacitor	cap_0
cap_koensayr_rare_mk2	object/tangible/ship/components/weapon_capacitor/cap_koensayr_rare_mk2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_rare_mk2.iff	capacitor	cap_0
cap_koensayr_tuned_mk3	object/tangible/ship/components/weapon_capacitor/cap_koensayr_tuned_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_koensayr_tuned_mk3.iff	capacitor	cap_0
cap_kse_elite_mk5	object/tangible/ship/components/weapon_capacitor/cap_kse_elite_mk5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_elite_mk5.iff	capacitor	cap_0
cap_kse_limited_mk1	object/tangible/ship/components/weapon_capacitor/cap_kse_limited_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_limited_mk1.iff	capacitor	cap_0
cap_kse_limited_mk4	object/tangible/ship/components/weapon_capacitor/cap_kse_limited_mk4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_limited_mk4.iff	capacitor	cap_0
cap_kse_mk1	object/tangible/ship/components/weapon_capacitor/cap_kse_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_mk1.iff	capacitor	cap_0
cap_kse_mk2	object/tangible/ship/components/weapon_capacitor/cap_kse_mk2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_mk2.iff	capacitor	cap_0
cap_kse_mk3	object/tangible/ship/components/weapon_capacitor/cap_kse_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_mk3.iff	capacitor	cap_0
cap_kse_mk4	object/tangible/ship/components/weapon_capacitor/cap_kse_mk4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_mk4.iff	capacitor	cap_0
cap_kse_mk5	object/tangible/ship/components/weapon_capacitor/cap_kse_mk5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_mk5.iff	capacitor	cap_0
cap_kse_performance_mk2	object/tangible/ship/components/weapon_capacitor/cap_kse_performance_mk2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_performance_mk2.iff	capacitor	cap_0
cap_kse_supercharged_mk3	object/tangible/ship/components/weapon_capacitor/cap_kse_supercharged_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_kse_supercharged_mk3.iff	capacitor	cap_0
cap_mandal_improved_powermaster_mk3	object/tangible/ship/components/weapon_capacitor/cap_mandal_improved_powermaster_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_improved_powermaster_mk3.iff	capacitor	cap_0
cap_mandal_powermaster_mk1	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_powermaster_mk1.iff	capacitor	cap_0
cap_mandal_powermaster_mk2	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_powermaster_mk2.iff	capacitor	cap_0
cap_mandal_powermaster_mk3	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_powermaster_mk3.iff	capacitor	cap_0
cap_mandal_powermaster_mk4	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_powermaster_mk4.iff	capacitor	cap_0
cap_mandal_powermaster_mk5	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_powermaster_mk5.iff	capacitor	cap_0
cap_mandal_powersoak	object/tangible/ship/components/weapon_capacitor/cap_mandal_powersoak.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_powersoak.iff	capacitor	cap_0
cap_mandal_provider_p1	object/tangible/ship/components/weapon_capacitor/cap_mandal_provider_p1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_provider_p1.iff	capacitor	cap_0
cap_mandal_rare_powermaster_mk4	object/tangible/ship/components/weapon_capacitor/cap_mandal_rare_powermaster_mk4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_rare_powermaster_mk4.iff	capacitor	cap_0
cap_mandal_special_powermaster_mk1	object/tangible/ship/components/weapon_capacitor/cap_mandal_special_powermaster_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_special_powermaster_mk1.iff	capacitor	cap_0
cap_mandal_tuned_powermaster_mk2	object/tangible/ship/components/weapon_capacitor/cap_mandal_tuned_powermaster_mk2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mandal_tuned_powermaster_mk2.iff	capacitor	cap_0
cap_mining_grade_capacitor	object/tangible/ship/crafted/capacitor/mining_grade_capacitor.iff	object/tangible/ship/crafted/capacitor/shared_mining_grade_capacitor.iff	capacitor	cap_0
cap_mission_reward_imperial_rendili_k_class	object/tangible/ship/components/weapon_capacitor/cap_mission_reward_imperial_rendili_k_class.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mission_reward_imperial_rendili_k_class.iff	capacitor	cap_0
cap_mission_reward_neutral_sorosuub_v1	object/tangible/ship/components/weapon_capacitor/cap_mission_reward_neutral_sorosuub_v1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mission_reward_neutral_sorosuub_v1.iff	capacitor	cap_0
cap_mission_reward_rebel_qualdex_battery_array	object/tangible/ship/components/weapon_capacitor/cap_mission_reward_rebel_qualdex_battery_array.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_mission_reward_rebel_qualdex_battery_array.iff	capacitor	cap_0
cap_mk1	object/tangible/ship/crafted/capacitor/capacitor_mk1.iff	object/tangible/ship/crafted/capacitor/shared_capacitor_mk1.iff	capacitor	cap_0
cap_mk2	object/tangible/ship/crafted/capacitor/capacitor_mk2.iff	object/tangible/ship/crafted/capacitor/shared_capacitor_mk2.iff	capacitor	cap_0
cap_mk3	object/tangible/ship/crafted/capacitor/capacitor_mk3.iff	object/tangible/ship/crafted/capacitor/shared_capacitor_mk3.iff	capacitor	cap_0
cap_mk4	object/tangible/ship/crafted/capacitor/capacitor_mk4.iff	object/tangible/ship/crafted/capacitor/shared_capacitor_mk4.iff	capacitor	cap_0
cap_mk5	object/tangible/ship/crafted/capacitor/capacitor_mk5.iff	object/tangible/ship/crafted/capacitor/shared_capacitor_mk5.iff	capacitor	cap_0
cap_mk6	object/tangible/ship/crafted/capacitor/capacitor_mk6.iff	object/tangible/ship/crafted/capacitor/shared_capacitor_mk6.iff	capacitor	cap_0
cap_moncal_advanced	object/tangible/ship/components/weapon_capacitor/cap_moncal_advanced.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_advanced.iff	capacitor	cap_0
cap_moncal_charged_light	object/tangible/ship/components/weapon_capacitor/cap_moncal_charged_light.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_charged_light.iff	capacitor	cap_0
cap_moncal_deluxe_elite	object/tangible/ship/components/weapon_capacitor/cap_moncal_deluxe_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_deluxe_elite.iff	capacitor	cap_0
cap_moncal_elite	object/tangible/ship/components/weapon_capacitor/cap_moncal_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_elite.iff	capacitor	cap_0
cap_moncal_enhanced_advanced	object/tangible/ship/components/weapon_capacitor/cap_moncal_enhanced_advanced.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_enhanced_advanced.iff	capacitor	cap_0
cap_moncal_heavy	object/tangible/ship/components/weapon_capacitor/cap_moncal_heavy.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_heavy.iff	capacitor	cap_0
cap_moncal_light	object/tangible/ship/components/weapon_capacitor/cap_moncal_light.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_light.iff	capacitor	cap_0
cap_moncal_modified_heavy	object/tangible/ship/components/weapon_capacitor/cap_moncal_modified_heavy.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_modified_heavy.iff	capacitor	cap_0
cap_moncal_modified_standard	object/tangible/ship/components/weapon_capacitor/cap_moncal_modified_standard.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_modified_standard.iff	capacitor	cap_0
cap_moncal_standard	object/tangible/ship/components/weapon_capacitor/cap_moncal_standard.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_moncal_standard.iff	capacitor	cap_0
cap_novaldex_deluxe_wampa_s1	object/tangible/ship/components/weapon_capacitor/cap_novaldex_deluxe_wampa_s1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_deluxe_wampa_s1.iff	capacitor	cap_0
cap_novaldex_experimental	object/tangible/ship/components/weapon_capacitor/cap_novaldex_experimental.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_experimental.iff	capacitor	cap_0
cap_novaldex_experimental_sarlacc_s1	object/tangible/ship/components/weapon_capacitor/cap_novaldex_experimental_sarlacc_s1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_experimental_sarlacc_s1.iff	capacitor	cap_0
cap_novaldex_sarlacc_s1	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_sarlacc_s1.iff	capacitor	cap_0
cap_novaldex_sarlacc_s2	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_sarlacc_s2.iff	capacitor	cap_0
cap_novaldex_sarlacc_s3	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_sarlacc_s3.iff	capacitor	cap_0
cap_novaldex_small_capacitor	object/tangible/ship/components/weapon_capacitor/cap_novaldex_small_capacitor.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_small_capacitor.iff	capacitor	cap_0
cap_novaldex_wampa_s1	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_wampa_s1.iff	capacitor	cap_0
cap_novaldex_wampa_s2	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_wampa_s2.iff	capacitor	cap_0
cap_novaldex_wampa_s3	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_novaldex_wampa_s3.iff	capacitor	cap_0
cap_prototype	object/tangible/ship/components/weapon_capacitor/cap_prototype_capacitor.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_prototype_capacitor.iff	capacitor	cap_0
cap_qualdex_conservator_q3	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_q3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_q3.iff	capacitor	cap_0
cap_qualdex_conservator_q7	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_q7.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_q7.iff	capacitor	cap_0
cap_qualdex_conservator_qx1	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_qx1.iff	capacitor	cap_0
cap_qualdex_conservator_qx2	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_qx2.iff	capacitor	cap_0
cap_qualdex_conservator_qx3	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_qx3.iff	capacitor	cap_0
cap_qualdex_conservator_qx4	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx4.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_qx4.iff	capacitor	cap_0
cap_qualdex_conservator_qx5	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx5.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_conservator_qx5.iff	capacitor	cap_0
cap_qualdex_experimental	object/tangible/ship/components/weapon_capacitor/cap_qualdex_experimental.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_experimental.iff	capacitor	cap_0
cap_qualdex_miser_elite	object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_miser_elite.iff	capacitor	cap_0
cap_qualdex_miser_light	object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_light.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_miser_light.iff	capacitor	cap_0
cap_qualdex_miser_standard	object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_standard.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_qualdex_miser_standard.iff	capacitor	cap_0
cap_rendili_overseer_j7	object/tangible/ship/components/weapon_capacitor/cap_rendili_overseer_j7.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_rendili_overseer_j7.iff	capacitor	cap_0
cap_rendili_overseer_j8	object/tangible/ship/components/weapon_capacitor/cap_rendili_overseer_j8.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_rendili_overseer_j8.iff	capacitor	cap_0
cap_reward_mandal_elite	object/tangible/ship/components/weapon_capacitor/cap_reward_mandal_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_reward_mandal_elite.iff	capacitor	cap_0
cap_reward_novaldex_elite	object/tangible/ship/components/weapon_capacitor/cap_reward_novaldex_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_reward_novaldex_elite.iff	capacitor	cap_0
cap_reward_qualdex_elite	object/tangible/ship/components/weapon_capacitor/cap_reward_qualdex_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_reward_qualdex_elite.iff	capacitor	cap_0
cap_reward_sorosuub_elite	object/tangible/ship/components/weapon_capacitor/cap_reward_sorosuub_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_reward_sorosuub_elite.iff	capacitor	cap_0
cap_reward_subpro_elite	object/tangible/ship/components/weapon_capacitor/cap_reward_subpro_elite.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_reward_subpro_elite.iff	capacitor	cap_0
cap_rss_imperial_1	object/tangible/ship/components/weapon_capacitor/cap_rss_imperial_1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_rss_imperial_1.iff	capacitor	cap_0
cap_sds_imperial_1	object/tangible/ship/components/weapon_capacitor/cap_sds_imperial_1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sds_imperial_1.iff	capacitor	cap_0
cap_sds_imperial_2	object/tangible/ship/components/weapon_capacitor/cap_sds_imperial_2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sds_imperial_2.iff	capacitor	cap_0
cap_sds_special_imperial_2	object/tangible/ship/components/weapon_capacitor/cap_sds_special_imperial_2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sds_special_imperial_2.iff	capacitor	cap_0
cap_sfs_imperial_1	object/tangible/ship/components/weapon_capacitor/cap_sfs_imperial_1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sfs_imperial_1.iff	capacitor	cap_0
cap_sorosuub_dynamo_mk1	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_dynamo_mk1.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sorosuub_dynamo_mk1.iff	capacitor	cap_0
cap_sorosuub_dynamo_mk2	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_dynamo_mk2.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sorosuub_dynamo_mk2.iff	capacitor	cap_0
cap_sorosuub_dynamo_mk3	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_dynamo_mk3.iff	object/tangible/ship/components/weapon_capacitor/shared_cap_sorosuub_dynamo_mk3.iff	capacitor	cap_0
