creatureName	BaseLevel	Damagelevelmodifier	StatLevelModifier	ToHitLevelModifier	ArmorLevelModifier	difficultyClass	stealingFlags	notes	where	socialGroup	pvpFaction	isSpecialForces	template	minScale	maxScale	hue	minDrainModifier	maxDrainModifier	minFaucetModifier	maxFaucetModifier	armorKinetic	armorEnergy	armorBlast	armorHeat	armorCold	armorElectric	armorAcid	armorStun	attackSpeed	hasResources	milkType	meat	meatType	hide	hideType	bone	boneType	rare	rareType	geneProfile	minCash	maxCash	intLootRolls	intRollPercent	lootTable	lootList	collectionRoll	collectionLoot	col_faction	chronicleLootChance	chronicleLootCategory	canTame	wildAbilityList	niche	invulnerable	rootImmune	snareImmune	stunImmune	mezImmune	canNotPunish	tauntImmune	ignorePlayer	skillmods	objvars	scripts	clothesList	utterance	diction	canOfferMission	movement_speed	primary_weapon	primary_weapon_speed	secondary_weapon	secondary_weapon_speed	primary_weapon_specials	secondary_weapon_specials	aggressive	assist	stalker	herd	death_blow
fbase_imperial_colonel_extreme	0	5	3	0	0	ELITE			global	imperial	Imperial		dressed_imperial_colonel_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9								npc										string:recruiter=Imperial	"npc.faction_recruiter.recruiter_setup,npc.stormtrooper_respect.stormtrooper_respect"		imperial	military			stormtrooper_carbine		stormtrooper_pistol		officer_special_6	officer_special_6	0	3
fbase_imperial_colonel_hard	0	5	3	0	0	ELITE			global	imperial	Imperial		dressed_imperial_colonel_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9								npc										string:recruiter=Imperial	"npc.faction_recruiter.recruiter_setup,npc.stormtrooper_respect.stormtrooper_respect"		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_corporal	89	0	0	0	0	NORMAL			global	imperial	Imperial		imperial_officer			0					0	0	0	0	0	0	0	-1	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_corporal_hard	91	0	0	0	0	ELITE			global	imperial	Imperial		imperial_officer			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_eng_trader,col_mun_trader,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_exterminator	90	0	0	0	3	NORMAL			naboo	imperial	Imperial		dressed_imperial_exterminator.iff			0					0	0	0	-1	30	-1	30	-1	2														1	80	npc/npc_81_90	elite_npc_8		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc											npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	9	3	
fbase_imperial_exterminator_extreme	90	0	0	0	3	NORMAL			global	imperial	Imperial		dressed_imperial_exterminator.iff			0					0	0	0	-1	30	-1	30	-1	2														1	80	npc/npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc											npc.stormtrooper_respect.stormtrooper_respect		imperial	military			stormtrooper_carbine		stormtrooper_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_exterminator_hard	90	0	0	0	3	ELITE			gobal	imperial	Imperial		dressed_imperial_exterminator.iff			0					0	0	0	-1	30	-1	30	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc											npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_first_lieutenant	90	2	2	0	0	NORMAL			global	imperial	Imperial		imperial_officer			0					0	0	0	0	0	0	0	-1	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc										string:recruiter=Imperial	"npc.faction_recruiter.recruiter_setup,npc.stormtrooper_respect.stormtrooper_respect"		imperial	military			stormtrooper_carbine		stormtrooper_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_first_lieutenant_hard	92	0	0	0	0	ELITE			global	imperial	Imperial		imperial_officer			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										string:recruiter=Imperial	"npc.faction_recruiter.recruiter_setup,npc.stormtrooper_respect.stormtrooper_respect"		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_master_sergeant	92	0	0	0	0	NORMAL			global	imperial	Imperial		imperial_officer			0					0	0	0	0	0	0	0	-1	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	1
fbase_imperial_master_sergeant_hard	92	0	0	0	0	ELITE			global	imperial	Imperial		imperial_officer			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	1
fbase_imperial_medic	89	0	0	0	0	ELITE			global	imperial	Imperial		medic_imperial			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_61_70	elite_npc_7		"col_dejarik_holomonster,col_dejarik_table,col_story_count_dooku_set_1,col_shattered_shard_02,col_glass_shelving_02"						npc										string:recruiter=Imperial	"npc.faction_recruiter.recruiter_setup,npc.stormtrooper_respect.stormtrooper_respect"		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_medic_hard	90	2	1	0	0	ELITE			global	imperial	Imperial		medic_imperial			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										string:recruiter=Imperial	"npc.faction_recruiter.recruiter_setup,npc.stormtrooper_respect.stormtrooper_respect"		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_noncom	85	0	0	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	0	2														1	80	npc/elite_npc:elite_npc_61_70	elite_npc_7		"col_dejarik_holomonster,col_dejarik_table,col_story_count_dooku_set_1,col_shattered_shard_02,col_glass_shelving_02"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	1
fbase_imperial_noncom_hard	90	2	1	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	0	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	1
fbase_imperial_sergeant	90	0	0	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_61_70	elite_npc_7		"col_dejarik_holomonster,col_dejarik_table,col_story_count_dooku_set_1,col_shattered_shard_02,col_glass_shelving_02"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_sergeant_hard	90	0	0	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3	
fbase_imperial_sharpshooter	91	0	0	0	0	NORMAL			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_eng_trader,col_mun_trader,col_story_count_dooku_set_3,col_aurebesh_tiles"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			stormtrooper_rifle		stormtrooper_pistol		officer_special_6	officer_special_6	0	3
fbase_imperial_sharpshooter_hard	91	0	0	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3
fbase_imperial_warrant_officer_ii	90	2	1	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_61_70	elite_npc_7		"col_dejarik_holomonster,col_dejarik_table,col_story_count_dooku_set_1,col_shattered_shard_02,col_glass_shelving_02"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3
fbase_imperial_warrant_officer_ii_hard	92	0	0	0	0	ELITE			global	imperial	Imperial		dressed_imperial_officer_m.iff			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	npc.stormtrooper_respect.stormtrooper_respect		imperial	military			imperial_carbine		imperial_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_army_captain	90	2	2	0	0	ELITE			global	rebel	Rebel		rebel_corporal			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_61_70	elite_npc_7		"col_dejarik_holomonster,col_dejarik_table,col_story_count_dooku_set_1,col_shattered_shard_02,col_glass_shelving_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_army_captain_extreme	90	2	2	0	0	ELITE			global	rebel	Rebel		rebel_corporal			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_army_captain_hard	90	2	2	0	0	ELITE			global	rebel	Rebel		rebel_corporal			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_cadet	88	0	0	0	5	ELITE			global	rebel	Rebel		mercenary_weak			0					0	0	0	-1	30	-1	30	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_cadet_extreme	88	0	0	0	5	ELITE			global	rebel	Rebel		rebel_crewman			0					10	10	0	0	30	0	30	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_cadet_hard	88	0	0	0	5	ELITE			global	rebel	Rebel		rebel_crewman			0					10	10	0	0	30	0	30	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_colonel	90	3	3	0	0	ELITE			global	rebel	Rebel		rebel_colonel			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_61_70	elite_npc_7		"col_dejarik_holomonster,col_dejarik_table,col_story_count_dooku_set_1,col_shattered_shard_02,col_glass_shelving_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_colonel_extreme	90	4	3	0	0	ELITE			global	rebel	Rebel		rebel_colonel			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_colonel_hard	90	4	3	0	0	ELITE			global	rebel	Rebel		rebel_colonel			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_comm_operator	88	0	0	0	0	NORMAL			global	rebel	Rebel		rebel_scout			0					0	0	0	0	0	0	0	0	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_comm_operator_hard	89	0	0	0	0	ELITE			global	rebel	Rebel		rebel_scout			0					0	0	0	0	0	0	0	0	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_command_security_guard	87	0	0	0	0	NORMAL			global	rebel	Rebel		rebel_crewman			0					0	0	0	0	0	0	0	0	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3
fbase_rebel_command_security_guard_hard	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_crewman			0					0	0	0	0	0	0	0	0	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_commando	92	0	0	0	0	ELITE			global	rebel	Rebel		rebel_commando			0					0	0	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc											ai.soldier		rebel	military			rebel_carbine		commando_melee		officer_special_6	melee_special_6	0	3	
fbase_rebel_commando_extreme	92	0	0	0	5	ELITE			global	rebel	Rebel		rebel_specforce_guerrilla			0					0	0	0	30	0	30	-1	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	1
fbase_rebel_commando_hard	92	0	0	0	5	ELITE			global	rebel	Rebel		rebel_specforce_guerrilla			0					0	0	0	30	0	30	-1	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		commando_melee		officer_special_6	melee_special_6	0	3	1
fbase_rebel_corporal	88	0	0	0	0	NORMAL			global	rebel	Rebel		rebel_corporal			0					0	0	0	0	0	0	0	-1	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc										int:ai.noChatMood=1			rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_corporal_hard	88	0	0	0	0	ELITE			global	rebel	Rebel		rebel_corporal			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1			rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_elite_commando	92	0	0	0	5	ELITE			global	rebel	Rebel		rebel_specforce_guerrilla			0					0	0	0	30	-1	30	-1	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		commando_melee		officer_special_6	melee_special_6	0	3	1
fbase_rebel_elite_heavy_trooper	90	2	1	0	0	ELITE			global	rebel	Rebel		rebel_crewman			0					40	0	0	50	50	50	50	-1	2														1	80	droid/elite_droid:elite_droid_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_holo_emitter_01"						android										int:ai.noChatMood=1			rebel	military			rebel_carbine		rebel_pistol		droid_special_6	droid_special_6	0	3	
fbase_rebel_elite_heavy_trooper_extreme	90	2	1	0	0	ELITE			global	rebel	Rebel		rebel_crewman			0					40	20	15	50	50	50	50	25	2														1	80	droid/elite_droid:elite_droid_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_holo_emitter_01"						android										int:ai.noChatMood=1			rebel	military			rebel_carbine		rebel_pistol		droid_special_6	droid_special_6	0	3	
fbase_rebel_elite_heavy_trooper_hard	90	2	1	0	0	ELITE			global	rebel	Rebel		rebel_crewman			0					40	20	15	50	50	50	50	25	2														1	80	droid/elite_droid:elite_droid_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_holo_emitter_01"						android										int:ai.noChatMood=1			rebel	military			rebel_carbine		rebel_pistol		droid_special_6	droid_special_6	0	3	
fbase_rebel_elite_sand_rat	91	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					0	0	40	100	-1	-1	-1	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_elite_sand_rat_extreme	91	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					0	0	40	100	-1	-1	-1	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_elite_sand_rat_hard	91	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					0	0	40	100	-1	-1	-1	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_first_lieutenant	90	0	1	0	0	NORMAL			global	rebel	Rebel		rebel_first_lieutenant			0					0	0	0	0	0	0	0	-1	2														1	80	npc/npc_81_90	elite_npc_7		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3,col_aurebesh_tiles,col_shattered_shard_02"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_first_lieutenant_hard	92	0	0	0	0	ELITE			global	rebel	Rebel		rebel_first_lieutenant			0					0	0	0	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										string:recruiter=Rebel	npc.faction_recruiter.recruiter_setup		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_grenadier	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					0	0	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_grenadier_extreme	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					10	10	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_grenadier_hard	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					10	10	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_guard_captain	91	0	0	0	0	ELITE			global	rebel	Rebel		rebel_specforce_captain			0					0	0	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_guard_captain_extreme	91	0	0	0	0	ELITE			global	rebel	Rebel		rebel_specforce_captain			0					10	10	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_guard_captain_hard	91	0	0	0	0	ELITE			global	rebel	Rebel		rebel_specforce_captain			0					10	10	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_guardsman	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					0	0	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_71_80	elite_npc_8		"housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_guardsman_extreme	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					10	10	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
fbase_rebel_guardsman_hard	90	0	0	0	0	ELITE			global	rebel	Rebel		rebel_trooper			0					10	10	40	0	0	0	0	-1	2														1	80	npc/elite_npc:elite_npc_81_90	elite_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_dejarik_holomonster,col_dejarik_table,col_shattered_shard_02"						npc										int:ai.noChatMood=1	ai.soldier		rebel	military			rebel_carbine		rebel_pistol		officer_special_6	officer_special_6	0	3	
