INDEX	ENUM	CLASS 1	CLASS 2	CLASS 3	CLASS 4	CLASS 5	CLASS 6	CLASS 7	CLASS 8	Maximum # types	Minimum # types	Minimum # Pools	Maximum # Pools	Recycled	Permanent	Attribute 1	Attribute 2	Attribute 3	Attribute 4	Attribute 5	Attribute 6	Attribute 7	Attribute 8	Attribute 9	Attribute 10	Attribute 11	Att 1 min	Att 1 max	Att 2 min	Att 2 max	Att 3 min	Att 3 max	Att 4 min	Att 4 max	Att 5 min	Att 5 max	Att 6 min	Att 6 max	Att 7 min	Att 7 max	Att 8 min	Att 8 max	Att 9 min	Att 9 max	Att 10 min	Att 10 max	Att 11 min	Att 11 max	Resource Container Type	Random Name Class
181	bone_avian_tatooine							Tatooinian Avian Bones		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	700	1	1000	1	600	1	500	100	500													object/resource_container/organic_structure.iff	plain_resource
182	bone_avian_yavin4							Yavinian Avian Bones		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	700	1	1000	1	600	1	500	100	500													object/resource_container/organic_structure.iff	plain_resource
1032	bone_avian_kashyyyk							Kashyyykian Avian Bones		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	700	1	1000	1	600	1	500	100	500													object/resource_container/organic_structure.iff	plain_resource
1076	bone_avian_mustafar							Mustafarian Avian Bones		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	700	1	1000	1	600	1	500	100	500													object/resource_container/organic_structure.iff	plain_resource
161	bone_horn					Horn				13	13					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	200	700													object/resource_container/organic_structure.iff	plain_resource
913	bone_horn_ground						Ground Horn			1	1	1	1	1		res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	200	200	200	200	200	200	200	200	200													object/resource_container/organic_structure.iff	plain_resource
162	bone_horn_corellia						Corellian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
163	bone_horn_dantooine						Dantooine Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
164	bone_horn_dathomir						Dothomirian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
165	bone_horn_endor						Endorian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
166	bone_horn_lok						Lokian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
167	bone_horn_naboo						Nabooian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
168	bone_horn_rori						Rori Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
169	bone_horn_talus						Talusian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
170	bone_horn_tatooine						Tatooinian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
171	bone_horn_yavin4						Yavinian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
1033	bone_horn_kashyyyk						Kashyyykian Horn			1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
1077	bone_horn_mustafar						Mustafarian Horn			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	1000	1	1000	1	500	1	500	300	700													object/resource_container/organic_structure.iff	plain_resource
183	hide					Hide				49	49					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
909	synthesized_hides						Synthesized Hides			1	1	1	1	1		res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	200	200	200	200	200	200	200	200	200													object/resource_container/organic_hide.iff	plain_resource
184	hide_wooly						Wooly Hide			12	12					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
185	hide_wooly_corellia							Corellian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
186	hide_wooly_dantooine							Dantooine Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
187	hide_wooly_dathomir							Dathomirian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
188	hide_wooly_endor							Endorian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
189	hide_wooly_lok							Lokian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
190	hide_wooly_naboo							Nabooian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
191	hide_wooly_rori							Rori Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
192	hide_wooly_talus							Talusian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
193	hide_wooly_tatooine							Tatooinian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
194	hide_wooly_yavin4							Yavinian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
1034	hide_wooly_kashyyyk							Kashyyykian Wooly Hide		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
1078	hide_wooly_mustafar							Mustafarian Wooly Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_wooly_hide.iff	plain_resource
195	hide_bristley						Bristley Hide			12	12					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
196	hide_bristley_corellia							Corellian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
197	hide_bristley_dantooine							Dantooine Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
198	hide_bristley_dathomir							Dathomirian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
199	hide_bristley_endor							Endorian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
200	hide_bristley_lok							Lokian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
201	hide_bristley_naboo							Nabooian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
202	hide_bristley_rori							Rori Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
203	hide_bristley_talus							Talusian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
204	hide_bristley_tatooine							Tatooinian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
205	hide_bristley_yavin4							Yavinian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
1035	hide_bristley_kashyyyk							Kashyyykian Bristley Hide		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
1079	hide_bristley_mustafar							Mustafarian Bristley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_bristley_hide.iff	plain_resource
206	hide_leathery						Leathery Hide			12	12					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
207	hide_leathery_corellia							Corellian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
208	hide_leathery_dantooine							Dantooine Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
209	hide_leathery_dathomir							Dathomirian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
210	hide_leathery_endor							Endorian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
211	hide_leathery_lok							Lokian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
212	hide_leathery_naboo							Nabooian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
213	hide_leathery_rori							Rori Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
214	hide_leathery_talus							Talusian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
215	hide_leathery_tatooine							Tatooinian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
216	hide_leathery_yavin4							Yavinian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
1036	hide_leathery_kashyyyk							Kashyyykian Leathery Hide		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
1080	hide_leathery_mustafar							Mustafarian Leathery Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_leathery_hide.iff	plain_resource
217	hide_scaley						Scaley Hide			12	12					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
218	hide_scaley_corellia							Corellian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
219	hide_scaley_dantooine							Dantooine Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
220	hide_scaley_dathomir							Dathomirian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
221	hide_scaley_endor							Endorian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
222	hide_scaley_lok							Lokian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
223	hide_scaley_naboo							Nabooian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
224	hide_scaley_rori							Rori Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
225	hide_scaley_talus							Talusian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
226	hide_scaley_tatooine							Tatooinian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
227	hide_scaley_yavin4							Yavinian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
1037	hide_scaley_kashyyyk							Kashyyykian Scaley Hide		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
1081	hide_scaley_mustafar							Mustafarian Scaley Hide		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_scaley_hide.iff	plain_resource
228	flora_resources			Flora Resources						220	220					res_decay_resist	res_quality	res_flavor	res_potential_energy	res_malleability	res_toughness	res_shock_resistance					1	1000	1	1000	1	1000	1	1000	200	1000	1	800	1	700										
229	flora_food				Flora Food					183	183					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
230	cereal					Cereal				97	97					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
950	processed_cereal						Processed Cereal			1	1	1	1	1		res_decay_resist	res_quality	res_flavor	res_potential_energy								200	200	200	200	200	200	200	200															object/resource_container/organic_food.iff	plain_resource
231	corn						Corn			24	24					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
232	corn_domesticated							Domesticated Corn		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000																
233	corn_domesticated_corellia								Corellian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
234	corn_domesticated_dantooine								Dantooine Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
235	corn_domesticated_dathomir								Dathomirian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
236	corn_domesticated_endor								Endorian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
237	corn_domesticated_lok								Lokian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
238	corn_domesticated_naboo								Nabooian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
239	corn_domesticated_rori								Rori Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
240	corn_domesticated_talus								Talusian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
241	corn_domesticated_tatooine								Tatooinian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
242	corn_domesticated_yavin4								Yavinian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
1038	corn_domesticated_kashyyyk								Kashyyykian Domesticated Corn	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	plain_resource
1082	corn_domesticated_mustafar								Mustafarian Domesticated Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_corn.iff	
243	corn_wild							Wild Corn		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700																
244	corn_wild_corellia								Corellian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
245	corn_wild_dantooine								Dantooine Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
246	corn_wild_dathomir								Dathomirian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
247	corn_wild_endor								Endorian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
248	corn_wild_lok								Lokian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
249	corn_wild_naboo								Nabooian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
250	corn_wild_rori								Rori Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
251	corn_wild_talus								Talusian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
252	corn_wild_tatooine								Tatooinian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
253	corn_wild_yavin4								Yavinian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
1039	corn_wild_kashyyyk								Kashyyykian Wild Corn	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
1083	corn_wild_mustafar								Mustafarian Wild Corn	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_corn.iff	plain_resource
254	rice						Rice			24	24					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
255	rice_domesticated							Domesticated Rice		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
256	rice_domesticated_corellia								Corellian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
257	rice_domesticated_dantooine								Dantooine Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
258	rice_domesticated_dathomir								Dathomirian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
259	rice_domesticated_endor								Endorian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
260	rice_domesticated_lok								Lokian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
261	rice_domesticated_naboo								Nabooian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
262	rice_domesticated_rori								Rori Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
263	rice_domesticated_talus								Talusian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
264	rice_domesticated_tatooine								Tatooinian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
265	rice_domesticated_yavin4								Yavinian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
1040	rice_domesticated_kashyyyk								Kashyyykian Domesticated Rice	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
1084	rice_domesticated_mustafar								Mustafarian Domesticated Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_rice.iff	plain_resource
266	rice_wild							Wild Rice		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700																
267	rice_wild_corellia								Corellian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
268	rice_wild_dantooine								Dantooine Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
269	rice_wild_dathomir								Dathomirian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
270	rice_wild_endor								Endorian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
271	rice_wild_lok								Lokian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
272	rice_wild_naboo								Nabooian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
273	rice_wild_rori								Rori Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
274	rice_wild_talus								Talusian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
