SPECIES_GENDER	CUSTOMIZATION_GROUP	TYPE	CUSTOMIZATION_NAME	VARIABLES	IS_SCALE	REVERSE	COLOR_LINKED	COLOR_LINKED_TO_SELF_0	COLOR_LINKED_TO_SELF_1	CAMERA_YAW	DISCRETE	RAMDOMIZABLE	RANDOMIZABLE_GROUP	IS_VAR_HAIR_COLOR	IMAGEDESIGN_SKILLMOD	SKILLMOD_VALUE	MODIFICATION_TYPE
rodian_male	eyes_nose	color	color_eyes	index_color_2											face	2	physical
rodian_male	eyes_nose	color	color_nose	index_color_3											face	3	physical
rodian_male	face	hslider	lip_fullness	"blend_lipfullness_0,blend_lipfullness_1"											face	4	physical
rodian_male	face	hslider	lip_width	"blend_lipwidth_0,blend_lipwidth_1"											face	5	physical
rodian_male	face	hslider	jaw	"blend_jaw_0,blend_jaw_1"						195					face	10	physical
rodian_male	face	hslider	cheeks	"blend_cheeks_0,blend_cheeks_1"											face	4	physical
rodian_male	face	hslider	ears	"blend_ears_0,blend_ears_1"						180					face	10	physical
rodian_male	face	hslider	sensors	"blend_sensor_0,blend_sensor_1"											face	8	physical
rodian_male	face	color	color_skin	index_color_skin											body	9	physical
rodian_male	frills	color	color_skin	index_color_skin										1	body	9	physical
rodian_male	frills	color	color_frill_tips	index_color_2										1	markings	1	cosmetic
human_female	body	hslider	muscle	blend_muscle											body	3	physical
human_female	body	hslider	height		1										body	5	physical
human_female	body	hslider	weight	"blend_skinny,blend_fat"											body	7	physical
human_female	body	hslider	chest	blend_flat_chest		1									body	9	physical
human_female	body	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
human_female	eyes_nose	hslider	eye_size	"blend_eyesize_0,blend_eyesize_1"											face	8	physical
human_female	eyes_nose	hslider	eye_shape	"blend_eyeshape_0,blend_eyeshape_1"											face	8	physical
human_female	eyes_nose	hslider	eye_direction	"blend_eyedirection_0,blend_eyedirection_1"											face	8	physical
human_female	eyes_nose	hslider	nose_length	"blend_noselength_0,blend_noselength_1"						225					face	6	physical
human_female	eyes_nose	hslider	nose_width	"blend_nosewidth_0,blend_nosewidth_1"						180					face	6	physical
human_female	eyes_nose	hslider	nose_protrusion	"blend_nosedepth_0,blend_nosedepth_1"						270					face	6	physical
human_female	eyes_nose	color	color_eyes	index_color_2											face	2	physical
human_female	face	hslider	age	index_age							1	0			face	12	physical
human_female	face	hslider	lip_fullness	"blend_lipfullness_0,blend_lipfullness_1"											face	4	physical
human_female	face	hslider	lip_width	"blend_lipwidth_0,blend_lipwidth_1"											face	5	physical
human_female	face	hslider	chin	"blend_chinsize_0,blend_chinsize_1"											face	5	physical
human_female	face	hslider	jaw	"blend_jaw_0,blend_jaw_1"						195					face	10	physical
human_female	face	hslider	cheeks	"blend_cheeks_0,blend_cheeks_1"											face	4	physical
human_female	face	hslider	ears	"blend_ears_0,blend_ears_1"						180					face	10	physical
human_female	face	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
human_female	cosmetic	hslider	freckles	index_style_freckles							1				face	3	physical
human_female	cosmetic	hslider	eyeshadow	index_style_eyeshadow							1				face	1	cosmetic
human_female	cosmetic	color	color_eye_shadow	index_color_eyeshadow				index_color_lips				0	1		face	1	cosmetic
human_female	cosmetic	color	color_lip	index_color_lips								0			face	1	cosmetic
human_female	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
human_female	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
human_female	hair	color	color_eyebrows	index_color_facial_hair			index_color_1								hair	1	cosmetic
ithorian_female	body	hslider	muscle	blend_muscle											body	3	physical
ithorian_female	body	hslider	height		1										body	5	physical
ithorian_female	body	hslider	weight	"blend_skinny,blend_fat"											body	7	physical
ithorian_female	body	color	color_skin	index_color_skin											body	9	physical
ithorian_female	trunk	hslider	trunk_height	"blend_noselength_0,blend_noselength_1"						195					face	6	physical
ithorian_female	trunk	hslider	trunk_length	"blend_nosedepth_0,blend_nosedepth_1"											face	6	physical
ithorian_female	trunk	hslider	trunk_slope	"blend_chinsize_0,blend_chinsize_1"											face	5	physical
ithorian_female	trunk	hslider	trunk_size	"blend_nosesize_0,blend_nosesize_1"											face	6	physical
ithorian_female	trunk	color	color_skin	index_color_skin											body	9	physical
ithorian_female	face	hslider	lip_fullness	"blend_lipfullness_0,blend_lipfullness_1"											face	4	physical
ithorian_female	face	hslider	lip_width	"blend_lipwidth_0,blend_lipwidth_1"											face	5	physical
ithorian_female	face	hslider	head_size	"blend_headsize_0,blend_headsize_1"						195					face	12	physical
ithorian_female	face	hslider	head_shape	"blend_cheeks_0,blend_cheeks_1"						195					face	10	physical
ithorian_female	face	hslider	hump_size	"blend_jaw_0,blend_jaw_1"						195					face	10	physical
ithorian_female	face	color	color_skin	index_color_skin											body	9	physical
ithorian_female	eyes_nose	hslider	eye_size	"blend_eyesize_0,blend_eyesize_1"											face	8	physical
ithorian_female	eyes_nose	hslider	eye_shape	"blend_eyeshape_0,blend_eyeshape_1"											face	8	physical
ithorian_female	eyes_nose	hslider	eye_direction	"blend_eyedirection_0,blend_eyedirection_1"											face	8	physical
ithorian_female	eyes_nose	color	color_skin	index_color_skin											body	9	physical
ithorian_female	markings	hslider	pattern	index_texture							1				markings	5	cosmetic
ithorian_female	markings	color	pattern_color	index_color_pattern							1				markings	5	cosmetic
ithorian_female	hair	hslider	hair_style	index_style_hair							1				hair	1	cosmetic
ithorian_female	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
ithorian_female	hair	color	color_hair	index_color_hair											hair	1	cosmetic
ithorian_female	hair	color	color_eyebrows	index_color_3											hair	1	cosmetic
ithorian_male	body	hslider	muscle	blend_muscle											body	3	physical
ithorian_male	body	hslider	height		1										body	5	physical
ithorian_male	body	hslider	weight	"blend_skinny,blend_fat"											body	7	physical
ithorian_male	body	color	color_skin	index_color_skin											body	9	physical
ithorian_male	trunk	hslider	trunk_height	"blend_noselength_0,blend_noselength_1"						195					face	6	physical
ithorian_male	trunk	hslider	trunk_length	"blend_nosedepth_0,blend_nosedepth_1"											face	6	physical
ithorian_male	trunk	hslider	trunk_slope	"blend_chinsize_0,blend_chinsize_1"											face	5	physical
ithorian_male	trunk	hslider	trunk_size	"blend_nosesize_0,blend_nosesize_1"											face	6	physical
ithorian_male	trunk	color	color_skin	index_color_skin											body	9	physical
ithorian_male	face	hslider	lip_fullness	"blend_lipfullness_0,blend_lipfullness_1"											face	4	physical
ithorian_male	face	hslider	lip_width	"blend_lipwidth_0,blend_lipwidth_1"											face	5	physical
ithorian_male	face	hslider	head_size	"blend_headsize_0,blend_headsize_1"						195					face	12	physical
ithorian_male	face	hslider	head_shape	"blend_cheeks_0,blend_cheeks_1"						195					face	10	physical
ithorian_male	face	hslider	hump_size	"blend_jaw_0,blend_jaw_1"						195					face	10	physical
ithorian_male	face	color	color_skin	index_color_skin											body	9	physical
ithorian_male	eyes_nose	hslider	eye_size	"blend_eyesize_0,blend_eyesize_1"											face	8	physical
ithorian_male	eyes_nose	hslider	eye_shape	"blend_eyeshape_0,blend_eyeshape_1"											face	8	physical
ithorian_male	eyes_nose	hslider	eye_direction	"blend_eyedirection_0,blend_eyedirection_1"											face	8	physical
ithorian_male	eyes_nose	color	color_skin	index_color_skin											body	9	physical
ithorian_male	markings	hslider	pattern	index_texture							1				markings	5	cosmetic
ithorian_male	markings	color	pattern_color	index_color_pattern							1				markings	5	cosmetic
ithorian_male	hair	hslider	center_beard	index_style_beard							1				hair	4	cosmetic
ithorian_male	hair	hslider	side_beard	index_style_beard_2							1				hair	4	cosmetic
ithorian_male	hair	color	color_beard	index_color_hair											hair	1	cosmetic
ithorian_male	hair	color	color_beard2	index_color_3											hair	1	cosmetic
sullustan_female	body	hslider	muscle	blend_muscle											body	3	physical
sullustan_female	body	hslider	height		1										body	5	physical
sullustan_female	body	hslider	weight	"blend_skinny,blend_fat"											body	7	physical
sullustan_female	body	hslider	chest	blend_flat_chest		1									body	9	physical
sullustan_female	body	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
sullustan_female	eyes_nose	hslider	eye_size	"blend_eyesize_0,blend_eyesize_1"											face	8	physical
sullustan_female	eyes_nose	hslider	eye_shape	"blend_eyeshape_0,blend_eyeshape_1"											face	8	physical
sullustan_female	eyes_nose	hslider	nose_length	"blend_noselength_0,blend_noselength_1"						225					face	6	physical
sullustan_female	eyes_nose	hslider	nose_width	"blend_nosewidth_0,blend_nosewidth_1"						180					face	6	physical
sullustan_female	eyes_nose	color	color_eyes	index_color_eye											face	2	physical
sullustan_female	face	hslider	age	index_age							1	0			face	12	physical
sullustan_female	face	hslider	brow	"blend_brow_0,blend_brow_1"							1	0			face	12	physical
sullustan_female	face	hslider	head_shape	"blend_headsize_0,blend_headsize_1"							1	0			face	12	physical
sullustan_female	face	hslider	jaw	"blend_jaw_0,blend_jaw_1"						195					face	10	physical
sullustan_female	face	hslider	cheeks	"blend_cheeks_0,blend_cheeks_1"											face	4	physical
sullustan_female	face	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
sullustan_female	ears_chin_mouth	hslider	ear_shape	"blend_ear_0,blend_ear_1"						180					face	10	physical
sullustan_female	ears_chin_mouth	hslider	ears	"blend_ears_0,blend_ears_1"						180					face	10	physical
sullustan_female	ears_chin_mouth	hslider	chin	"blend_chinsize_0,blend_chinsize_1"											face	5	physical
sullustan_female	ears_chin_mouth	hslider	chin_length	"blend_chin_0,blend_chin_1"											face	5	physical
sullustan_female	ears_chin_mouth	hslider	lip_fullness	"blend_lipfullness_0,blend_lipfullness_1"											face	4	physical
sullustan_female	ears_chin_mouth	hslider	lip_width	"blend_lipwidth_0,blend_lipwidth_1"											face	5	physical
sullustan_female	ears_chin_mouth	hslider	jowl	"blend_sensor_0,blend_sensor_1"											face	5	physical
sullustan_female	ears_chin_mouth	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
sullustan_female	cosmetic	hslider	freckles	index_style_freckles							1				face	3	physical
sullustan_female	cosmetic	hslider	eyeshadow	index_style_eyeshadow							1				face	1	physical
sullustan_female	cosmetic	color	color_eye_shadow	index_color_eyeshadow				index_color_lips				0	1		face	1	physical
sullustan_female	cosmetic	color	color_lip	index_color_lips								0			face	1	physical
sullustan_female	markings	hslider	pattern	index_patterns						250	1				markings	5	cosmetic
sullustan_female	markings	color	pattern_color	index_color_patterns						250	1				markings	5	cosmetic
sullustan_male	body	hslider	muscle	blend_muscle											body	3	physical
sullustan_male	body	hslider	height		1										body	5	physical
sullustan_male	body	hslider	weight	"blend_skinny,blend_fat"											body	7	physical
sullustan_male	body	color	color_skin	index_color_skin											body	9	physical
sullustan_male	eyes_nose	hslider	eye_size	"blend_eyesize_0,blend_eyesize_1"											face	8	physical
sullustan_male	eyes_nose	hslider	eye_shape	"blend_eyeshape_0,blend_eyeshape_1"											face	8	physical
sullustan_male	eyes_nose	hslider	nose_length	"blend_noselength_0,blend_noselength_1"						225					face	6	physical
sullustan_male	eyes_nose	hslider	nose_width	"blend_nosewidth_0,blend_nosewidth_1"						180					face	6	physical
sullustan_male	eyes_nose	color	color_eyes	index_color_eye											face	2	physical
sullustan_male	face	hslider	age	index_age							1	0			face	12	physical
sullustan_male	face	hslider	brow	"blend_brow_0,blend_brow_1"							1	0			face	12	physical
sullustan_male	face	hslider	head_shape	"blend_headsize_0,blend_headsize_1"							1	0			face	12	physical
sullustan_male	face	hslider	jaw	"blend_jaw_0,blend_jaw_1"						195					face	10	physical
sullustan_male	face	hslider	cheeks	"blend_cheeks_0,blend_cheeks_1"											face	4	physical
sullustan_male	face	color	color_skin	index_color_skin											body	9	physical
sullustan_male	ears_chin_mouth	hslider	ear_shape	"blend_ear_0,blend_ear_1"						180					face	10	physical
sullustan_male	ears_chin_mouth	hslider	ears	"blend_ears_0,blend_ears_1"						180					face	10	physical
sullustan_male	ears_chin_mouth	hslider	chin	"blend_chinsize_0,blend_chinsize_1"											face	5	physical
sullustan_male	ears_chin_mouth	hslider	chin_length	"blend_chin_0,blend_chin_1"											face	5	physical
sullustan_male	ears_chin_mouth	hslider	lip_fullness	"blend_lipfullness_0,blend_lipfullness_1"											face	4	physical
sullustan_male	ears_chin_mouth	hslider	lip_width	"blend_lipwidth_0,blend_lipwidth_1"											face	5	physical
sullustan_male	ears_chin_mouth	hslider	jowl	"blend_sensor_0,blend_sensor_1"											face	5	physical
sullustan_male	ears_chin_mouth	color	color_skin	index_color_skin											body	9	physical
sullustan_male	markings	hslider	pattern	index_patterns						250	1				markings	5	cosmetic
sullustan_male	markings	color	pattern_color	index_color_patterns						250	1				markings	5	cosmetic
