SHARED_TEMPLATE	PLAYER_TEMPLATE	SKILL_MOD_VALUE	AVAILABLE_AT_CREATION	SERVER_TEMPLATE	SERVER_PLAYER_TEMPLATE
object/tangible/hair/rodian/shared_hair_rodian_male_s15.iff	object/creature/player/shared_rodian_male.iff	6	0	object/tangible/hair/rodian/hair_rodian_male_s15.iff	object/creature/player/rodian_male.iff
object/tangible/hair/rodian/shared_hair_rodian_male_s14.iff	object/creature/player/shared_rodian_male.iff	8	0	object/tangible/hair/rodian/hair_rodian_male_s14.iff	object/creature/player/rodian_male.iff
object/tangible/hair/rodian/shared_hair_rodian_male_s07.iff	object/creature/player/shared_rodian_male.iff	10	0	object/tangible/hair/rodian/hair_rodian_male_s07.iff	object/creature/player/rodian_male.iff
object/tangible/hair/rodian/shared_hair_rodian_male_s03.iff	object/creature/player/shared_rodian_male.iff	12	0	object/tangible/hair/rodian/hair_rodian_male_s03.iff	object/creature/player/rodian_male.iff
object/tangible/hair/rodian/shared_hair_rodian_male_s01.iff	object/creature/player/shared_rodian_male.iff	12	0	object/tangible/hair/rodian/hair_rodian_male_s01.iff	object/creature/player/rodian_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s02.iff	object/creature/player/shared_trandoshan_female.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_female_s02.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s03.iff	object/creature/player/shared_trandoshan_female.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_female_s03.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s07.iff	object/creature/player/shared_trandoshan_female.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_female_s07.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s10.iff	object/creature/player/shared_trandoshan_female.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_female_s10.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s08.iff	object/creature/player/shared_trandoshan_female.iff	3	0	object/tangible/hair/trandoshan/hair_trandoshan_female_s08.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s09.iff	object/creature/player/shared_trandoshan_female.iff	5	0	object/tangible/hair/trandoshan/hair_trandoshan_female_s09.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s01.iff	object/creature/player/shared_trandoshan_female.iff	6	0	object/tangible/hair/trandoshan/hair_trandoshan_female_s01.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s04.iff	object/creature/player/shared_trandoshan_female.iff	8	0	object/tangible/hair/trandoshan/hair_trandoshan_female_s04.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s06.iff	object/creature/player/shared_trandoshan_female.iff	10	0	object/tangible/hair/trandoshan/hair_trandoshan_female_s06.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_female_s05.iff	object/creature/player/shared_trandoshan_female.iff	12	0	object/tangible/hair/trandoshan/hair_trandoshan_female_s05.iff	object/creature/player/trandoshan_female.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s01.iff	object/creature/player/shared_trandoshan_male.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_male_s01.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s03.iff	object/creature/player/shared_trandoshan_male.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_male_s03.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s07.iff	object/creature/player/shared_trandoshan_male.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_male_s07.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s08.iff	object/creature/player/shared_trandoshan_male.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_male_s08.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s12.iff	object/creature/player/shared_trandoshan_male.iff	1	1	object/tangible/hair/trandoshan/hair_trandoshan_male_s12.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s02.iff	object/creature/player/shared_trandoshan_male.iff	3	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s02.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s04.iff	object/creature/player/shared_trandoshan_male.iff	5	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s04.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s10.iff	object/creature/player/shared_trandoshan_male.iff	6	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s10.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s09.iff	object/creature/player/shared_trandoshan_male.iff	8	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s09.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s11.iff	object/creature/player/shared_trandoshan_male.iff	8	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s11.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s13.iff	object/creature/player/shared_trandoshan_male.iff	10	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s13.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s14.iff	object/creature/player/shared_trandoshan_male.iff	10	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s14.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s06.iff	object/creature/player/shared_trandoshan_male.iff	12	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s06.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/trandoshan/shared_hair_trandoshan_male_s05.iff	object/creature/player/shared_trandoshan_male.iff	12	0	object/tangible/hair/trandoshan/hair_trandoshan_male_s05.iff	object/creature/player/trandoshan_male.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s02.iff	object/creature/player/shared_twilek_female.iff	1	1	object/tangible/hair/twilek/hair_twilek_female_s02.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s05.iff	object/creature/player/shared_twilek_female.iff	1	1	object/tangible/hair/twilek/hair_twilek_female_s05.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s06.iff	object/creature/player/shared_twilek_female.iff	1	1	object/tangible/hair/twilek/hair_twilek_female_s06.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s07.iff	object/creature/player/shared_twilek_female.iff	1	1	object/tangible/hair/twilek/hair_twilek_female_s07.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s01.iff	object/creature/player/shared_twilek_female.iff	5	0	object/tangible/hair/twilek/hair_twilek_female_s01.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s08.iff	object/creature/player/shared_twilek_female.iff	8	0	object/tangible/hair/twilek/hair_twilek_female_s08.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s03.iff	object/creature/player/shared_twilek_female.iff	10	0	object/tangible/hair/twilek/hair_twilek_female_s03.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_female_s04.iff	object/creature/player/shared_twilek_female.iff	12	0	object/tangible/hair/twilek/hair_twilek_female_s04.iff	object/creature/player/twilek_female.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s02.iff	object/creature/player/shared_twilek_male.iff	1	1	object/tangible/hair/twilek/hair_twilek_male_s02.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s03.iff	object/creature/player/shared_twilek_male.iff	1	1	object/tangible/hair/twilek/hair_twilek_male_s03.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s05.iff	object/creature/player/shared_twilek_male.iff	1	1	object/tangible/hair/twilek/hair_twilek_male_s05.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s06.iff	object/creature/player/shared_twilek_male.iff	1	1	object/tangible/hair/twilek/hair_twilek_male_s06.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s01.iff	object/creature/player/shared_twilek_male.iff	5	0	object/tangible/hair/twilek/hair_twilek_male_s01.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s07.iff	object/creature/player/shared_twilek_male.iff	8	0	object/tangible/hair/twilek/hair_twilek_male_s07.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s08.iff	object/creature/player/shared_twilek_male.iff	10	0	object/tangible/hair/twilek/hair_twilek_male_s08.iff	object/creature/player/twilek_male.iff
object/tangible/hair/twilek/shared_hair_twilek_male_s04.iff	object/creature/player/shared_twilek_male.iff	12	0	object/tangible/hair/twilek/hair_twilek_male_s04.iff	object/creature/player/twilek_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s01.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s01.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s02.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s02.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s03.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s03.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s04.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s04.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s05.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s05.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s06.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s06.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s07.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s07.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s08.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s08.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s09.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s09.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s10.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s10.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s12.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s12.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s18.iff	object/creature/player/shared_zabrak_female.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_female_s18.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s17.iff	object/creature/player/shared_zabrak_female.iff	3	0	object/tangible/hair/zabrak/hair_zabrak_female_s17.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s16.iff	object/creature/player/shared_zabrak_female.iff	5	0	object/tangible/hair/zabrak/hair_zabrak_female_s16.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s14.iff	object/creature/player/shared_zabrak_female.iff	6	0	object/tangible/hair/zabrak/hair_zabrak_female_s14.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s20.iff	object/creature/player/shared_zabrak_female.iff	8	0	object/tangible/hair/zabrak/hair_zabrak_female_s20.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s15.iff	object/creature/player/shared_zabrak_female.iff	10	0	object/tangible/hair/zabrak/hair_zabrak_female_s15.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s19.iff	object/creature/player/shared_zabrak_female.iff	10	0	object/tangible/hair/zabrak/hair_zabrak_female_s19.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s13.iff	object/creature/player/shared_zabrak_female.iff	12	0	object/tangible/hair/zabrak/hair_zabrak_female_s13.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_female_s11.iff	object/creature/player/shared_zabrak_female.iff	12	0	object/tangible/hair/zabrak/hair_zabrak_female_s11.iff	object/creature/player/zabrak_female.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s01.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s01.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s02.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s02.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s03.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s03.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s04.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s04.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s05.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s05.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s06.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s06.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s07.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s07.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s08.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s08.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s09.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s09.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s10.iff	object/creature/player/shared_zabrak_male.iff	1	1	object/tangible/hair/zabrak/hair_zabrak_male_s10.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s16.iff	object/creature/player/shared_zabrak_male.iff	3	0	object/tangible/hair/zabrak/hair_zabrak_male_s16.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s14.iff	object/creature/player/shared_zabrak_male.iff	5	0	object/tangible/hair/zabrak/hair_zabrak_male_s14.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s13.iff	object/creature/player/shared_zabrak_male.iff	6	0	object/tangible/hair/zabrak/hair_zabrak_male_s13.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s12.iff	object/creature/player/shared_zabrak_male.iff	6	0	object/tangible/hair/zabrak/hair_zabrak_male_s12.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s15.iff	object/creature/player/shared_zabrak_male.iff	8	0	object/tangible/hair/zabrak/hair_zabrak_male_s15.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s20.iff	object/creature/player/shared_zabrak_male.iff	8	0	object/tangible/hair/zabrak/hair_zabrak_male_s20.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s17.iff	object/creature/player/shared_zabrak_male.iff	10	0	object/tangible/hair/zabrak/hair_zabrak_male_s17.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s19.iff	object/creature/player/shared_zabrak_male.iff	10	0	object/tangible/hair/zabrak/hair_zabrak_male_s19.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s11.iff	object/creature/player/shared_zabrak_male.iff	12	0	object/tangible/hair/zabrak/hair_zabrak_male_s11.iff	object/creature/player/zabrak_male.iff
object/tangible/hair/zabrak/shared_hair_zabrak_male_s18.iff	object/creature/player/shared_zabrak_male.iff	12	0	object/tangible/hair/zabrak/hair_zabrak_male_s18.iff	object/creature/player/zabrak_male.iff
