Resource Index#	Planet	Pool Size Min	Pool Size Max	Fractal Type	Fractal X Scale	Fractal Y Scale	Fractal Bias	Fractal Gain	Fractal Combo Rule	Fractal Frequency	Fractal Amplitude	Fractal Octaves
402	yavin4	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
406	corellia	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
407	dantooine	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
408	dathomir	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
409	endor	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
410	lok	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
411	naboo	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
412	rori	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
413	talus	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
414	tatooine	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
415	yavin4	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
417	corellia	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
418	dantooine	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
419	dathomir	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
420	endor	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
421	lok	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
422	naboo	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
423	rori	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
424	talus	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
425	tatooine	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
426	yavin4	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
428	corellia	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
429	dantooine	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
430	dathomir	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
431	endor	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
432	lok	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
433	naboo	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
434	rori	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
435	talus	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
436	tatooine	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
437	yavin4	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
441	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
443	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
444	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
445	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
446	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
447	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
448	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
449	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
451	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
452	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
454	corellia	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
455	dantooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
456	dathomir	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
457	endor	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
458	lok	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
459	naboo	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
460	rori	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
461	talus	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
462	tatooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
463	yavin4	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
466	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
468	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
469	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
470	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
471	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
472	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
473	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
474	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
476	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
478	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
479	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
480	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
481	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
482	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
483	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
484	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
487	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
489	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
490	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
491	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
492	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
493	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
494	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
495	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
496	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
497	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
498	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
500	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
501	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
502	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
503	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
504	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
505	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
506	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
507	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
509	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
511	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
512	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
513	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
514	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
515	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
516	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
518	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
519	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
520	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
521	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
522	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
523	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
524	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
525	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
526	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
529	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
531	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
532	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
533	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
534	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
535	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
536	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
537	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
538	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
539	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
540	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
542	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
543	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
544	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
545	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
546	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
547	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
548	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
549	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
550	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
552	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
554	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
555	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
556	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
557	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
558	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
559	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
560	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
561	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
563	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
564	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
565	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
566	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
567	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
568	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
570	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
572	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
573	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
574	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
575	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
576	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
577	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
578	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
579	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
580	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
581	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
583	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
584	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
585	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
586	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
587	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
588	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
589	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
590	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
593	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
595	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
596	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
597	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
598	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
599	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
600	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
601	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
603	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
605	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
606	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
607	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
608	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
609	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
610	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
611	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
612	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
613	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
614	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
615	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
616	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
617	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
621	corellia	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
622	dantooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
623	dathomir	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
624	endor	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
625	lok	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
626	naboo	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
627	rori	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
628	talus	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
629	tatooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
630	yavin4	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
631	corellia	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
632	dantooine	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
633	dathomir	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
634	endor	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
635	lok	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
636	naboo	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
637	rori	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
638	talus	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
639	tatooine	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
640	yavin4	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
641	corellia	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
642	dantooine	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
643	dathomir	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
644	endor	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
645	lok	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
646	naboo	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
647	rori	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
648	talus	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
649	tatooine	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
650	yavin4	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
652	corellia	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
653	dantooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
654	dathomir	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
655	endor	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
656	lok	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
657	naboo	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
658	rori	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
659	talus	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
660	tatooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
661	yavin4	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
662	corellia	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
663	dantooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
664	dathomir	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
665	endor	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
666	lok	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
667	naboo	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
