strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.00906239	0	0.999959	-78.8697	-33.6519	-356.871	fltMaxSpawnTime|2|45.000000|fltMinSpawnTime|2|30.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_ratz_11|strSpawnerType|4|area|strSpawns|4|npe/npe_rat|$|	script.systems.spawning.spawner_area	cavecages4	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.394015	0	-0.919104	-51.7176	-34.1999	-350.588	fltMaxSpawnTime|2|45.000000|fltMinSpawnTime|2|30.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_ratz_12|strSpawnerType|4|area|strSpawns|4|npe/npe_rat|$|	script.systems.spawning.spawner_area	cavecages4	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.93712	0	-0.349006	-60.0326	-34.2295	-347.482	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_blight_8|strSpawnerType|4|area|strSpawns|4|npe/npe_blightbane|$|	script.systems.spawning.spawner_area	cavecages4	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.0993042	0	0.995057	-89.4238	-33.9912	-386.46	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|0|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_quiet_2|strSpawnerType|4|area|strSpawns|4|npe/npe_quietus|$|	script.systems.spawning.spawner_area	cavecages4	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.761612	0	-0.648033	-148.084	-33.3424	-352.777	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_quietus_1|strSpawnerType|4|area|strSpawns|4|npe/npe_quietus|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.990489	0	0.13759	-117.681	-33.9958	-350.503	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|0|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_quietus_2|strSpawnerType|4|area|strSpawns|4|npe/npe_quietus|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.401336	0	-0.915931	-135.573	-34.1462	-358.389	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|4.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_venom_2|strSpawnerType|4|area|strSpawns|4|npe/npe_venomstriker|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.923011	0	0.384773	-151.544	-33.7864	-375.691	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|0|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_blight_2|strSpawnerType|4|area|strSpawns|4|npe/npe_blightbane|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.831575	0	0.555413	-121.776	-33.1841	-387.654	fltMaxSpawnTime|2|45.000000|fltMinSpawnTime|2|30.000000|fltRadius|2|4.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_ratz_7|strSpawnerType|4|area|strSpawns|4|npe/npe_rat|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.985177	0	0.171543	-135.325	-34.177	-387.114	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|0|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_venom_3|strSpawnerType|4|area|strSpawns|4|npe/npe_venomstriker|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.0228149	0	0.99974	-156.114	-34.3391	-387.207	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|0|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_quietus_3|strSpawnerType|4|area|strSpawns|4|npe/npe_quietus|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-139.372	-34.1503	-368.307	ignoreInBuildoutArray|0|1|pointName|4|npe_blight_4_11456739_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.993904	0	0.110247	-114.702	-34.1546	-367.374	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|4.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_venom_5|strSpawnerType|4|area|strSpawns|4|npe/npe_venomstriker|$|	script.systems.spawning.spawner_area	cavecages3	0
object/tangible/quest/npe_rune.iff	0	1	0	-8.74E-08	0	-1	-155.416	-34.3082	-382.158	questRetrieveSignal|4|runequest_found_7|$|	script.quest.task.ground.retrieve_item_on_item	cavecages3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.00822698	0	-0.999966	-136.127	-33.7989	-321.793	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|4.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_venom_1|strSpawnerType|4|area|strSpawns|4|npe/npe_venomstriker|$|	script.systems.spawning.spawner_area	cavecages2	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.137438	0	-0.99051	-133.061	-33.9735	-341.167	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_blight_1|strSpawnerType|4|area|strSpawns|4|npe/npe_blightbane|$|	script.systems.spawning.spawner_area	cavecages2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-138.679	-33.8624	-336.5	ignoreInBuildoutArray|0|1|pointName|4|npe_blight_4_11456739_5|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	cavecages2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-136.953	-33.7989	-306.602	ignoreInBuildoutArray|0|1|pointName|4|npe_blight_4_11456739_6|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	cavecages2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-125.929	-34	-267.601	ignoreInBuildoutArray|0|1|pointName|4|npe_super_8_11456378_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	transition9	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-121.047	-34	-267.933	ignoreInBuildoutArray|0|1|pointName|4|npe_super_8_11456378_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	transition9	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-121.771	-33.7989	-282.487	ignoreInBuildoutArray|0|1|pointName|4|npe_super_8_11456378_5|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	transition9	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-135.601	-33.7989	-282.342	ignoreInBuildoutArray|0|1|pointName|4|npe_super_8_11456378_6|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	transition9	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.989559	0	0.14413	-128.117	-34	-267.896	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_super_10|strSpawnerType|4|area|strSpawns|4|npe/npe_droid_battle|$|	script.systems.spawning.spawner_area	transition9	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-124.013	-34	-186.65	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-124.013000 -34.000000 -186.649994 tatooine 11385033:-131.272003 -34.000000 -186.705994 tatooine 11385033:-137.703003 -34.000000 -186.755005 tatooine 11385033:-133.089005 -34.000000 -185.544998 tatooine 11385033:-126.527000 -34.000000 -185.460007 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_6|strPatrolPointNames|5|npe_rescind_6_11456296_1:npe_rescind_6_11456296_2:npe_rescind_6_11456296_3:npe_rescind_6_11456296_4:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-123.454	-34	-191.784	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-123.454002 -34.000000 -191.783997 tatooine 11385033:-130.832993 -34.000000 -191.820007 tatooine 11385033:-136.776993 -34.000000 -191.966995 tatooine 11385033:-133.664993 -34.000000 -191.518997 tatooine 11385033:-127.068001 -34.000000 -191.561996 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_5|strPatrolPointNames|5|npe_rescind_5_11456251_1:npe_rescind_5_11456251_2:npe_rescind_5_11456251_3:npe_rescind_5_11456251_4:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-124.07	-34	-198.097	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-124.070000 -34.000000 -198.097000 tatooine 11385033:-132.639008 -34.000000 -198.770996 tatooine 11385033:-143.013000 -34.000000 -199.740005 tatooine 11385033:-134.985001 -34.000000 -199.632996 tatooine 11385033:-125.811996 -34.000000 -197.613998 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_3|strPatrolPointNames|5|npe_rescind_3_11456209_1:npe_rescind_3_11456209_2:npe_rescind_3_11456209_3:npe_rescind_3_11456209_4:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-143.254	-34	-200.455	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-143.253998 -34.000000 -200.455002 tatooine 11385033:-142.205002 -34.000000 -195.229996 tatooine 11385033:-136.324005 -34.000000 -193.494003 tatooine 11385033:-137.544006 -34.000000 -189.944000 tatooine 11385033:-143.302002 -34.000000 -186.216995 tatooine 11385033:-136.503998 -34.000000 -181.669006 tatooine 11385033:-143.628006 -34.000000 -186.091995 tatooine 11385033:-135.906998 -34.000000 -191.899002 tatooine 11385033:-142.126999 -34.000000 -196.266006 tatooine 11385033:|patrolPathType|4|cycle|registerWithController|0|1|strName|4|npe_4warn_6|strPatrolPointNames|5|npe_4warn_6_11456150_1:npe_4warn_6_11456150_2:npe_4warn_6_11456150_3:npe_4warn_6_11456150_4:npe_4warn_6_11456150_5:npe_4warn_6_11456150_6:npe_4warn_6_11456150_7:npe_4warn_6_11456150_8:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-124.836	-34	-180.327	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-124.835999 -34.000000 -180.326996 tatooine 11385033:-132.677994 -34.000000 -181.490997 tatooine 11385033:-132.688004 -34.000000 -186.294006 tatooine 11385033:-128.113007 -34.000000 -190.815002 tatooine 11385033:-124.427002 -34.000000 -197.457993 tatooine 11385033:-134.026993 -34.000000 -199.617004 tatooine 11385033:-125.389999 -34.000000 -195.240997 tatooine 11385033:-132.858994 -34.000000 -186.921997 tatooine 11385033:-128.389999 -34.000000 -180.955002 tatooine 11385033:|patrolPathType|4|cycle|registerWithController|0|1|strName|4|npe_4warn_5|strPatrolPointNames|5|npe_4warn_5_11456081_1:npe_4warn_5_11456081_2:npe_4warn_5_11456081_3:npe_4warn_5_11456081_4:npe_4warn_5_11456081_5:npe_4warn_5_11456081_6:npe_4warn_5_11456081_7:npe_4warn_5_11456081_8:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-134.457	-34	-200.985	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-134.457001 -34.000000 -200.985001 tatooine 11385033:-134.212006 -34.000000 -190.615997 tatooine 11385033:-133.981003 -34.000000 -180.445999 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_super_6|strPatrolPointNames|5|npe_super_6_11456030_1:npe_super_6_11456030_2:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_battle|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-134.212	-34	-190.616	ignoreInBuildoutArray|0|1|pointName|4|npe_super_6_11456030_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-133.981	-34	-180.446	ignoreInBuildoutArray|0|1|pointName|4|npe_super_6_11456030_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-124.836	-34	-180.327	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-124.835999 -34.000000 -180.326996 tatooine 11385033:-132.677994 -34.000000 -181.490997 tatooine 11385033:-132.688004 -34.000000 -186.294006 tatooine 11385033:-128.113007 -34.000000 -190.815002 tatooine 11385033:-124.427002 -34.000000 -197.457993 tatooine 11385033:-134.026993 -34.000000 -199.617004 tatooine 11385033:-125.389999 -34.000000 -195.240997 tatooine 11385033:-132.858994 -34.000000 -186.921997 tatooine 11385033:-128.389999 -34.000000 -180.955002 tatooine 11385033:|patrolPathType|4|cycle|registerWithController|0|1|strName|4|npe_4warn_5|strPatrolPointNames|5|npe_4warn_5_11456081_1:npe_4warn_5_11456081_2:npe_4warn_5_11456081_3:npe_4warn_5_11456081_4:npe_4warn_5_11456081_5:npe_4warn_5_11456081_6:npe_4warn_5_11456081_7:npe_4warn_5_11456081_8:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-132.678	-34	-181.491	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-132.688	-34	-186.294	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-128.113	-34	-190.815	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-124.427	-34	-197.458	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-134.027	-34	-199.617	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_5|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-125.39	-34	-195.241	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_6|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-132.859	-34	-186.922	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_7|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-128.39	-34	-180.955	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_5_11456081_8|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-143.254	-34	-200.455	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-143.253998 -34.000000 -200.455002 tatooine 11385033:-142.205002 -34.000000 -195.229996 tatooine 11385033:-136.324005 -34.000000 -193.494003 tatooine 11385033:-137.544006 -34.000000 -189.944000 tatooine 11385033:-143.302002 -34.000000 -186.216995 tatooine 11385033:-136.503998 -34.000000 -181.669006 tatooine 11385033:-143.628006 -34.000000 -186.091995 tatooine 11385033:-135.906998 -34.000000 -191.899002 tatooine 11385033:-142.126999 -34.000000 -196.266006 tatooine 11385033:|patrolPathType|4|cycle|registerWithController|0|1|strName|4|npe_4warn_6|strPatrolPointNames|5|npe_4warn_6_11456150_1:npe_4warn_6_11456150_2:npe_4warn_6_11456150_3:npe_4warn_6_11456150_4:npe_4warn_6_11456150_5:npe_4warn_6_11456150_6:npe_4warn_6_11456150_7:npe_4warn_6_11456150_8:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-142.205	-34	-195.23	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-136.324	-34	-193.494	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-137.544	-34	-189.944	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-143.302	-34	-186.217	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-136.504	-34	-181.669	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_5|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-143.628	-34	-186.092	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_6|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-135.907	-34	-191.899	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_7|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-142.127	-34	-196.266	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_6_11456150_8|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-124.07	-34	-198.097	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-124.070000 -34.000000 -198.097000 tatooine 11385033:-132.639008 -34.000000 -198.770996 tatooine 11385033:-143.013000 -34.000000 -199.740005 tatooine 11385033:-134.985001 -34.000000 -199.632996 tatooine 11385033:-125.811996 -34.000000 -197.613998 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_3|strPatrolPointNames|5|npe_rescind_3_11456209_1:npe_rescind_3_11456209_2:npe_rescind_3_11456209_3:npe_rescind_3_11456209_4:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-132.639	-34	-198.771	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_3_11456209_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-143.013	-34	-199.74	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_3_11456209_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-134.985	-34	-199.633	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_3_11456209_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-125.812	-34	-197.614	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_3_11456209_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-123.454	-34	-191.784	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-123.454002 -34.000000 -191.783997 tatooine 11385033:-130.832993 -34.000000 -191.820007 tatooine 11385033:-136.776993 -34.000000 -191.966995 tatooine 11385033:-133.664993 -34.000000 -191.518997 tatooine 11385033:-127.068001 -34.000000 -191.561996 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_5|strPatrolPointNames|5|npe_rescind_5_11456251_1:npe_rescind_5_11456251_2:npe_rescind_5_11456251_3:npe_rescind_5_11456251_4:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-130.833	-34	-191.82	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_5_11456251_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-136.777	-34	-191.967	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_5_11456251_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-133.665	-34	-191.519	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_5_11456251_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-127.068	-34	-191.562	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_5_11456251_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-124.013	-34	-186.65	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-124.013000 -34.000000 -186.649994 tatooine 11385033:-131.272003 -34.000000 -186.705994 tatooine 11385033:-137.703003 -34.000000 -186.755005 tatooine 11385033:-133.089005 -34.000000 -185.544998 tatooine 11385033:-126.527000 -34.000000 -185.460007 tatooine 11385033:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_6|strPatrolPointNames|5|npe_rescind_6_11456296_1:npe_rescind_6_11456296_2:npe_rescind_6_11456296_3:npe_rescind_6_11456296_4:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	operatingroom2	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-131.272	-34	-186.706	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_6_11456296_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	operatingroom2	0
